SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
80104104030,84,124,393,117,41,34,13,3,5,819
80104104031,25,23,60,51,24,35,25,11,5,250
80104104032,19,25,109,31,10,14,6,0,0,210
80104104301,54,35,16,28,55,41,47,26,6,298
80104104302,0,0,0,0,0,0,0,0,0,0
80104104401,148,77,85,107,93,41,27,4,0,576
80104104402,131,64,80,125,98,51,23,19,0,588
80104104404,149,76,78,122,107,34,14,10,0,594
80104104405,166,51,42,111,75,21,19,0,0,477
80104104409,109,48,39,70,62,22,9,3,0,356
80104104410,22,24,92,29,13,10,7,0,0,196
80104104411,68,67,42,47,53,35,7,3,0,327
80104104412,63,43,46,46,44,28,8,5,0,287
80104104413,106,67,27,72,74,33,10,0,0,399
80104104414,73,29,28,41,41,12,0,3,0,228
80104104415,62,49,87,78,40,21,22,0,0,359
80104104416,118,58,103,101,49,24,13,9,0,474
80104104417,104,26,58,95,50,20,3,0,0,360
80104104418,128,64,158,103,31,13,4,3,0,504
80104104419,45,43,165,66,10,9,0,0,0,340
80104104420,83,70,189,99,35,12,9,5,0,505
80104104421,32,49,131,51,14,13,4,4,0,300
80104104422,0,0,0,0,0,0,0,0,0,3
80104104423,76,51,40,63,61,27,10,8,0,335
80104104424,130,75,94,105,70,27,13,0,0,507
80104104425,5,0,5,4,0,0,0,0,0,19
80104104426,93,75,151,92,50,30,12,0,0,500
80104104502,0,0,0,0,0,0,0,0,0,0
80104104503,0,0,0,0,0,0,0,0,0,0
80104104504,3,0,0,0,5,0,0,0,0,7
80104104601,59,20,41,43,24,37,14,10,0,254
80104104602,61,51,126,78,41,30,22,3,0,415
80104104603,27,48,15,22,38,41,28,10,0,228
80104104604,51,28,40,41,33,23,27,9,0,245
80104104605,66,31,78,54,33,15,15,3,3,298
80104104606,103,40,59,66,45,34,15,8,0,365
80104104607,51,30,33,34,33,23,26,5,8,240
80104104609,59,39,52,59,30,22,18,8,5,290
80104104612,40,18,32,40,28,18,14,14,5,210
80104104613,84,64,55,51,56,41,29,12,5,405
80104104614,74,50,24,56,50,29,20,9,0,310
80104104616,37,21,46,43,26,18,9,6,0,210
80104104617,99,55,76,69,81,58,32,23,5,498
80104104618,78,64,57,66,60,32,19,10,0,385
80104104619,61,41,49,42,52,29,21,12,0,315
80104104620,78,33,53,55,33,28,16,10,5,323
80104104621,69,47,72,52,44,22,22,14,0,347
80104104622,83,45,55,57,51,36,18,12,0,353
80104104623,99,52,88,91,52,59,31,23,0,497
80104104624,0,0,0,0,0,0,0,0,0,0
80104104625,95,59,67,75,47,49,26,15,0,425
80104104626,66,41,55,47,42,37,24,11,0,324
80104104627,91,37,59,69,50,33,15,6,8,367
80104104628,77,55,77,55,50,30,23,8,0,374
80104104629,0,0,0,0,0,6,77,120,26,234
80104104630,80,42,61,50,35,27,17,11,0,321
80104104631,107,41,56,87,39,12,8,5,0,351
80104104632,156,45,150,149,42,27,22,6,0,601
80104104633,132,44,128,107,36,19,20,3,0,492
80104104634,98,54,77,74,37,21,12,6,3,385
80104104635,43,23,46,39,42,36,17,3,0,258
80104104636,57,27,55,50,44,33,15,8,6,297
80104104637,71,35,55,39,51,27,17,12,0,320
80104104701,48,25,33,27,54,52,33,16,0,291
80104104702,37,35,26,29,56,57,72,50,8,373
80104104703,100,67,27,60,76,75,40,13,5,473
80104104704,44,34,15,32,36,41,20,10,0,228
80104104705,82,58,30,38,74,73,40,13,0,412
80104104706,55,60,43,40,69,39,32,21,3,360
80104104707,40,24,23,31,49,22,17,5,0,214
80104104708,58,45,39,52,55,29,34,23,4,340
80104104709,53,21,21,33,41,26,32,24,8,265
80104104710,70,64,30,52,67,78,45,16,0,422
80104104711,112,63,51,71,91,58,32,11,5,488
80104104712,42,32,46,33,35,29,24,16,3,257
80104104713,90,52,50,55,74,57,43,25,3,450
80104104714,0,0,0,0,0,0,0,0,0,0
80104104715,37,31,14,22,40,59,49,23,3,289
80104104716,67,64,26,37,64,75,57,16,0,402
80104104717,64,91,45,43,92,90,50,27,3,508
80104104718,68,100,28,36,110,76,42,15,0,465
80104104719,77,66,34,39,75,80,57,18,3,444
80104104801,54,57,42,32,65,49,21,4,0,320
80104104802,120,63,100,80,56,54,41,12,3,533
80104104803,80,39,58,66,48,29,13,6,0,334
80104104804,96,37,97,64,44,25,23,10,3,407
80104104805,115,42,89,109,65,46,33,15,0,517
80104104806,59,51,44,62,47,37,18,18,0,321
80104104807,71,27,28,47,49,51,35,9,3,323
80104104808,72,44,50,57,38,39,36,10,0,348
80104104809,68,59,58,62,70,74,60,18,5,467
80104104810,57,39,32,40,47,42,35,15,3,312
80104104811,61,40,30,42,46,47,45,15,0,334
80104104812,107,48,121,97,70,48,39,23,4,546
80104104813,65,31,43,43,37,34,25,4,6,286
80104104814,109,65,57,85,69,70,35,20,6,521
80104111601,0,0,0,0,0,0,0,0,0,0
80104111702,0,0,0,0,0,0,0,0,0,0
80104111801,220,73,134,161,77,17,15,4,0,706
80104111803,5,0,0,0,0,0,0,0,0,5
80104111901,6,7,0,0,0,4,0,0,0,19
80104112001,133,41,69,103,40,7,4,8,0,413
80104112003,165,72,74,134,59,21,12,5,0,538
80104112005,126,28,97,96,34,8,3,0,0,394
80104112006,138,49,115,103,50,18,8,3,0,476
80104112007,134,34,86,101,30,12,11,4,0,411
80104112008,90,39,138,62,29,15,10,0,0,380
80104112009,106,41,150,96,19,8,9,0,0,436
80104112010,163,46,70,118,52,18,14,0,0,480
80104112011,101,39,45,80,46,15,10,8,0,347
80104112012,193,50,112,121,30,21,4,3,0,535
80104112013,151,50,59,121,54,29,9,0,0,480
80104112014,0,0,0,0,0,0,0,0,0,0
80104112015,106,47,123,86,36,16,8,0,0,415
80104112102,85,30,86,64,12,16,9,0,0,299
80104112103,20,14,23,19,13,11,0,0,0,110
80104112104,0,0,0,0,0,0,0,0,0,0
80104112105,16,0,14,10,3,5,0,0,0,52
80104112106,0,0,4,3,0,0,4,0,0,13
80104112107,129,50,171,97,25,10,13,0,0,508
80104112108,120,43,77,86,28,8,12,0,0,381
80104112109,7,3,6,4,3,0,0,0,0,23
80104112110,22,0,20,19,7,4,0,0,0,80
80104112111,0,0,0,4,4,5,0,0,0,9
80104112112,0,0,0,0,0,0,0,0,0,0
80104112113,0,0,0,0,0,0,0,0,0,0
80104112114,157,46,87,120,36,16,13,4,0,483
80104112115,75,16,62,65,18,10,4,0,0,263
80104112202,136,31,98,105,50,10,13,3,0,452
80104112203,56,25,47,36,31,13,6,3,0,208
80104112204,136,41,93,110,26,22,9,6,0,435
80104112205,77,14,57,70,22,11,5,0,0,254
80104112206,14,8,9,13,9,0,0,0,0,51
80104112207,37,12,51,26,22,6,4,0,0,154
80104112208,141,36,74,122,51,13,15,5,0,451
80104112209,120,35,86,94,35,12,4,0,0,392
80105104901,6,2509,267,51,7,0,0,0,0,2848
80105104902,0,0,0,0,0,0,0,0,0,0
80105104903,0,0,0,0,0,0,0,0,0,0
80105104904,0,0,0,0,0,0,0,0,0,0
80105105001,88,55,59,79,70,46,32,22,12,465
80105105002,57,31,36,41,45,49,23,10,5,295
80105105003,0,0,0,0,0,0,0,0,0,0
80105105004,50,32,30,33,27,29,34,14,6,262
80105105005,95,70,49,65,80,75,49,19,9,516
80105105006,53,54,60,42,61,75,46,16,13,411
80105105007,36,38,32,33,39,42,32,15,4,260
80105105008,52,30,26,39,32,27,28,9,8,252
80105105011,103,75,59,70,93,82,61,30,11,587
80105105012,93,50,51,79,50,61,29,18,10,427
80105105013,90,97,54,56,80,81,66,7,7,543
80105105014,71,43,27,56,48,40,12,5,3,310
80105105015,9,11,21,6,16,12,54,118,143,383
80105105016,49,23,35,33,40,21,16,10,8,230
80105105017,38,55,31,30,30,22,20,8,4,229
80105105018,28,25,31,28,25,25,25,10,8,201
80105105101,30,128,272,67,24,20,10,6,0,559
80105105102,31,63,88,48,34,71,66,31,3,442
80105105105,30,218,454,172,62,54,27,7,0,1029
80105105109,47,167,247,105,67,44,26,6,9,719
80105105110,12,30,108,36,11,3,5,0,0,207
80105105111,27,113,223,73,37,29,24,8,0,534
80105105112,16,30,81,48,12,16,10,7,0,217
80105105113,12,26,123,59,22,19,18,13,0,282
80105105114,0,3,0,0,0,0,0,0,0,3
80105105115,46,76,125,52,55,33,54,25,23,492
80105105116,26,63,161,67,33,19,9,4,0,383
80105105117,10,43,103,37,22,24,0,4,0,241
80105105118,11,57,155,59,18,11,0,0,0,303
80105105119,14,67,170,84,39,22,4,3,0,408
80105105120,18,81,257,113,43,32,8,3,0,566
80105105301,24,70,210,110,88,93,65,42,9,705
80105105302,24,68,183,72,41,38,20,4,0,451
80105105305,0,4,0,0,0,0,0,0,0,4
80105105306,17,24,90,43,29,17,18,5,0,258
80105105307,0,734,76,11,0,0,0,0,0,821
80105105308,0,508,62,12,0,0,0,0,0,577
80105105311,7,115,151,48,23,0,20,0,0,365
80105105312,22,56,171,95,77,55,21,14,4,516
80105105313,8,100,178,40,25,21,16,0,0,398
80105105314,39,134,333,105,65,41,27,10,0,741
80105105404,79,88,63,66,74,46,18,13,7,454
80105105405,42,25,34,22,26,14,5,4,0,171
80105105406,98,94,90,85,65,67,40,24,3,573
80105105407,83,101,115,73,60,41,22,16,8,523
80105105408,25,57,59,48,21,16,12,9,5,239
80105105409,60,160,373,120,61,46,19,17,5,859
80105105410,43,89,200,69,30,22,7,4,3,469
80105105501,88,67,75,79,64,51,28,30,13,491
80105105502,63,35,69,68,52,36,15,18,4,358
80105105503,77,42,53,60,49,36,30,25,14,382
80105105504,77,73,71,85,50,37,33,7,10,448
80105105505,71,61,161,100,54,47,34,17,7,553
80105105506,90,80,113,99,51,39,30,16,4,527
80105105507,72,81,55,87,53,42,44,25,5,469
80105105508,153,72,87,124,100,63,50,23,13,677
80105105509,66,64,70,64,54,33,28,19,4,392
80105105601,107,72,72,93,79,63,47,25,12,577
80105105602,127,59,79,93,86,60,45,25,10,585
80105105603,75,57,51,67,73,48,46,31,12,459
80105105604,102,48,37,64,73,48,32,24,10,443
80105105605,114,50,46,70,84,59,34,29,14,502
80105105606,47,26,7,26,33,39,21,15,13,220
80105105607,103,48,37,54,87,56,24,19,16,449
80105105701,38,29,30,38,54,60,72,47,9,381
80105105702,49,27,41,52,32,31,17,9,10,251
80105105703,47,26,33,40,35,31,38,15,11,281
80105105704,41,31,51,43,31,33,41,20,9,302
80105105705,56,58,40,73,72,70,66,34,13,478
80105105706,40,43,116,63,21,23,42,79,117,549
80105105708,65,83,68,59,65,58,42,23,7,476
80105105709,39,83,107,84,43,41,36,17,13,461
80105105711,88,139,368,170,86,45,37,19,0,955
80105105712,31,97,313,83,31,17,3,0,0,578
80105105713,78,57,47,46,53,46,22,10,6,362
80105105714,42,46,53,33,47,35,27,6,5,294
80105105715,30,67,98,48,37,29,13,5,3,333
80105105801,132,97,53,67,114,96,33,25,4,615
80105105802,54,99,63,54,69,52,37,25,9,466
80105105803,73,96,135,77,44,37,19,5,6,495
80105105804,57,79,40,39,47,41,37,17,9,367
80105105805,57,17,29,28,43,37,21,4,6,239
80105105806,51,47,45,57,37,29,29,17,4,318
80105105807,93,125,60,46,93,66,80,18,19,587
80105105808,85,83,70,62,82,74,47,12,10,537
80105105809,55,75,30,31,75,45,27,15,5,357
80105105810,60,82,47,39,58,24,33,12,7,358
80105105811,65,84,73,64,80,74,63,20,10,526
80105105812,69,90,73,51,44,51,32,10,0,421
80105105813,62,104,212,88,71,48,20,18,4,623
80105105814,0,0,0,0,0,0,0,0,0,5
80105106003,73,131,251,137,65,34,33,29,4,761
80105106006,57,116,92,49,63,44,29,15,11,489
80105106007,58,57,30,30,49,38,46,23,10,328
80105106008,12,116,203,72,32,17,5,3,0,468
80105106009,0,4,3,0,0,0,0,0,0,9
80105106010,6,60,139,62,17,10,10,3,0,305
80105106011,40,60,97,34,40,26,27,7,0,334
80105106012,20,88,174,73,42,54,35,16,0,511
80105106013,16,28,50,22,14,13,9,5,0,155
80105106014,49,137,247,104,43,32,17,3,0,624
80105106015,25,65,132,61,51,59,63,20,12,494
80105106101,84,32,59,66,71,55,28,24,5,421
80105106102,75,44,68,45,50,38,20,28,7,369
80105106103,86,41,86,108,46,52,25,12,0,456
80105106106,60,47,28,46,33,11,22,5,0,253
80105106107,70,43,47,56,47,42,13,22,8,360
80105106108,97,54,90,92,60,68,39,16,10,525
80105106109,91,56,37,60,67,62,26,8,5,422
80105106110,92,36,56,78,62,33,21,13,9,391
80105106111,85,36,37,67,42,36,25,34,8,352
80105106112,66,39,47,52,45,32,19,12,4,305
80105106113,65,44,61,67,36,17,11,3,3,311
80105106114,61,62,207,119,51,22,23,9,0,553
80105106116,104,71,204,131,59,31,13,5,5,616
80105106117,0,0,0,0,0,0,0,0,0,0
80105106118,0,4,0,0,0,0,0,0,0,8
80105106119,97,66,42,68,72,42,29,4,0,426
80105106120,138,54,199,145,60,27,19,5,0,653
80105106121,73,28,9,55,55,30,26,17,6,296
80105112301,0,0,0,0,0,0,0,0,0,0
80105112401,62,108,91,60,67,56,62,56,41,601
80105112402,57,46,62,51,56,45,40,30,8,398
80105112403,82,75,43,54,62,45,45,19,14,439
80105112404,65,81,66,60,61,60,27,21,5,450
80105112405,59,75,51,45,110,78,59,19,10,493
80105112406,65,91,36,28,61,76,30,26,13,429
80105112407,92,99,150,86,73,72,53,14,9,653
80105112408,36,35,33,40,42,28,19,16,7,261
80105112410,28,55,133,59,46,31,25,9,0,380
80105112411,27,52,142,62,56,76,40,16,4,476
80105112501,117,333,246,107,37,12,0,0,0,856
80105112502,0,1076,29,8,0,3,0,0,0,1125
80105112601,0,0,0,0,0,0,0,0,0,0
80105112602,0,0,0,0,0,0,0,0,0,0
80105112701,11,47,44,32,54,48,30,16,0,289
80105112702,41,72,151,63,43,37,28,22,3,447
80105112703,26,81,83,51,46,82,70,34,14,491
80105112704,46,40,22,27,31,60,49,28,0,313
80105112801,0,0,0,0,0,0,0,0,0,0
80106106201,37,20,26,40,33,48,70,106,79,462
80106106202,75,92,45,56,81,67,65,33,5,516
80106106203,0,4,0,0,0,5,4,0,0,20
80106106204,73,37,36,58,39,31,37,30,7,336
80106106205,111,64,62,78,85,55,46,21,12,528
80106106206,59,26,17,35,38,37,25,20,8,269
80106106207,59,51,28,48,54,47,52,22,8,367
80106106208,65,41,13,41,62,39,28,18,3,307
80106106209,57,55,24,20,56,44,38,19,11,317
80106106301,75,68,215,118,120,126,119,68,25,931
80106106302,44,30,16,24,39,46,28,19,0,251
80106106303,56,36,36,40,60,53,53,44,11,385
80106106304,35,47,17,13,50,48,35,17,4,263
80106106401,23,29,86,46,36,37,27,10,4,309
80106106402,100,84,44,45,103,90,57,38,7,568
80106106403,34,26,51,28,35,40,44,48,80,385
80106106405,100,57,83,95,100,105,78,65,16,702
80106106407,52,41,11,24,50,49,26,4,4,270
80106106409,0,0,0,0,0,0,0,0,0,0
80106106410,16,24,54,37,21,23,29,16,4,218
80106106411,28,63,234,108,71,63,24,15,3,601
80106106413,49,32,15,27,66,71,51,31,20,368
80106106414,4,0,12,3,3,7,5,0,0,35
80106106415,90,44,14,57,63,38,33,17,10,365
80106106416,86,56,15,46,63,49,33,11,7,370
80106106417,0,5,26,13,9,9,4,0,0,65
80106106418,34,52,157,59,31,24,14,0,0,370
80106106419,33,46,139,59,35,19,10,0,0,341
80106106420,31,43,154,59,37,16,17,5,0,360
80106106601,0,0,0,0,0,0,0,0,0,0
80106106701,74,34,54,64,51,37,32,10,6,369
80106106702,60,36,25,49,57,39,25,17,7,308
80106106703,50,44,49,47,34,48,16,0,10,305
80106106704,54,32,60,53,41,43,41,12,4,324
80106106705,58,44,25,57,47,40,26,13,5,329
80106106706,86,42,66,80,65,45,27,4,8,420
80106106707,41,25,74,58,38,38,97,101,13,493
80106106708,103,48,36,52,78,51,36,6,11,415
80106106709,72,29,21,50,44,36,25,12,5,290
80106106710,75,50,20,59,54,41,29,11,7,339
80106106712,100,52,51,55,49,64,30,8,3,416
80106106713,61,44,30,36,42,57,41,30,9,346
80106106714,43,46,13,32,46,48,38,19,4,293
80106106715,67,39,37,52,66,65,36,8,7,375
80106106716,62,40,14,33,46,30,21,4,3,261
80106106717,61,50,90,72,49,45,27,11,3,418
80106106718,7,0,0,3,0,10,27,65,126,251
80106106719,73,63,147,79,73,42,17,14,0,509
80106106801,0,0,0,0,0,0,0,0,3,3
80106106901,50,52,19,31,49,35,28,14,8,296
80106106902,54,98,20,18,33,21,25,20,7,292
80106106903,88,52,20,44,74,68,56,13,9,420
80106106904,41,32,10,30,37,36,33,9,3,228
80106106905,130,75,50,92,96,71,49,30,28,620
80106106906,113,75,77,83,73,59,26,23,55,579
80106106907,51,49,20,23,55,51,52,20,18,330
80106106908,0,0,0,0,0,0,0,0,0,0
80106106909,59,61,18,37,58,79,40,15,8,390
80106107001,47,31,7,34,40,42,60,29,6,311
80106107002,82,37,29,67,61,63,82,46,9,485
80106107003,82,50,38,45,46,65,102,48,6,484
80106107004,34,26,11,30,37,62,62,34,11,301
80106107005,86,51,21,60,69,71,65,28,8,464
80106107006,29,30,18,32,42,41,66,33,14,296
80106107007,66,62,71,61,68,87,59,31,16,528
80106107008,52,43,12,16,52,30,32,21,6,262
80106112901,42,52,175,97,115,78,105,35,4,703
80106112902,51,37,67,44,39,50,52,15,3,360
80106112903,46,76,277,145,111,110,77,29,5,886
80106113002,0,0,0,0,0,0,0,0,0,3
80106113003,0,3,6,4,3,0,0,0,0,22
80106113004,0,0,0,0,0,0,0,0,0,3
80106113005,0,0,0,0,0,0,0,0,0,3
80106113006,0,0,0,0,0,0,0,0,0,0
80106113007,0,0,10,5,3,3,4,0,0,23
80106113101,19,24,121,61,42,59,29,12,0,360
80106113103,67,55,214,134,81,52,38,12,9,656
80106113104,18,19,54,38,12,14,14,13,0,180
80106113106,51,71,233,142,78,83,79,19,9,765
80106113107,49,37,140,79,70,66,48,36,6,530
80106113108,58,55,118,89,43,47,47,18,9,486
80106113109,43,37,163,92,37,48,27,11,7,461
80106113111,0,3,0,0,0,4,0,0,0,12
80106113112,76,51,148,99,45,27,15,6,0,480
80106113113,32,37,121,62,82,94,83,56,11,577
80106113114,26,19,95,82,51,39,17,6,0,337
80106113115,41,48,112,40,38,51,38,3,0,373
80106113116,14,23,46,44,43,35,32,11,0,240
80106113117,7,43,108,91,50,26,13,0,0,328
80106113118,40,47,178,99,38,20,12,6,0,445
80106113119,24,42,155,58,31,20,11,0,0,356
80107107101,0,0,0,0,0,0,0,0,0,0
80107107102,108,82,30,81,109,54,17,11,3,505
80107107104,55,47,33,34,49,35,18,11,0,280
80107107105,84,59,70,70,64,53,31,16,3,446
80107107106,96,45,69,79,34,28,12,9,0,375
80107107107,75,40,75,41,43,53,15,13,0,358
80107107108,114,81,93,90,81,61,37,17,3,570
80107107109,94,63,59,57,73,38,19,5,0,416
80107107110,182,83,125,123,79,63,39,21,4,717
80107107111,28,44,26,32,46,40,19,7,8,254
80107107112,122,88,59,81,107,85,22,22,3,590
80107107113,51,31,47,37,46,25,16,7,0,264
80107107114,60,37,63,47,46,50,19,0,4,319
80107107202,52,26,45,50,28,43,43,43,18,345
80107107203,77,59,35,61,59,53,25,7,0,383
80107107204,77,34,58,49,54,78,53,25,6,437
80107107205,137,97,79,98,127,66,38,4,4,644
80107107206,86,59,107,88,74,58,39,13,3,529
80107107207,87,48,57,50,47,58,39,10,4,406
80107107208,102,89,75,64,69,70,44,19,3,538
80107107209,0,0,0,0,0,0,0,0,0,0
80107107210,67,41,45,46,58,43,27,14,0,333
80107107211,39,35,21,32,33,38,21,11,0,227
80107107301,99,52,66,63,63,53,36,19,0,440
80107107302,77,47,51,65,53,78,34,20,3,426
80107107303,108,76,68,71,67,77,37,8,5,505
80107107304,62,35,65,53,27,41,27,9,0,329
80107107307,91,48,61,64,45,75,33,10,10,432
80107107308,55,40,28,27,50,55,30,4,0,289
80107107309,120,77,64,77,73,83,47,16,3,566
80107107310,55,60,42,37,52,82,54,13,3,388
80107107311,112,66,114,73,88,69,39,20,5,577
80107107312,73,56,30,32,72,61,22,8,0,362
80107107313,66,39,88,43,31,46,18,5,8,347
80107107314,54,37,35,34,37,31,30,11,0,265
80107107315,0,0,0,0,0,0,15,49,53,118
80107107316,83,28,66,54,27,30,22,8,9,316
80107107317,74,43,38,46,68,56,26,4,3,364
80107107401,91,55,43,64,50,74,64,16,4,465
80107107402,131,52,74,69,68,82,68,27,10,580
80107107403,62,32,37,35,40,68,27,5,0,300
80107107404,85,25,59,53,33,37,34,19,0,339
80107107405,97,71,72,68,54,59,30,6,3,475
80107107406,93,61,85,55,58,77,35,17,0,475
80107107407,118,53,64,101,66,55,55,13,0,526
80107107408,54,33,14,42,18,51,26,12,0,259
80107107409,95,52,83,48,56,78,40,7,0,457
80107107410,50,26,46,32,49,45,26,5,0,282
80107107411,95,54,81,53,77,77,38,14,0,489
80107107412,75,43,36,42,32,38,27,11,0,296
80107107413,56,52,36,45,38,51,23,18,0,307
80107107502,68,61,31,45,62,60,24,7,0,355
80107107503,61,78,32,33,77,59,31,18,10,388
80107107504,67,39,63,59,43,58,47,29,7,429
80107107505,93,68,66,63,82,72,28,11,0,488
80107107506,123,56,88,81,57,39,12,9,0,472
80107107507,98,43,71,56,71,48,28,8,0,412
80107107508,48,52,35,36,54,43,33,6,4,312
80107107509,41,29,22,30,24,42,19,3,3,216
80107107510,135,79,62,77,95,76,16,13,0,551
80107107512,47,46,33,35,46,50,20,9,4,287
80107107513,62,37,25,38,57,58,27,10,0,314
80107107514,0,0,0,0,0,0,0,0,0,0
80107107515,0,0,0,0,0,0,0,0,0,0
80107107516,111,83,95,78,88,67,38,20,3,582
80107107517,64,57,20,33,76,34,21,5,3,310
80107107601,53,46,34,36,41,68,51,10,3,340
80107107602,82,36,27,50,59,57,56,12,7,381
80107107603,89,38,37,58,48,47,73,29,13,413
80107107604,100,34,27,76,43,47,54,17,0,400
80107107605,70,36,31,47,54,59,50,14,0,360
80107107606,84,63,34,58,62,70,65,20,3,447
80107107607,0,0,0,0,0,0,0,0,0,0
80107107608,85,52,27,68,55,68,54,17,6,431
80107107609,25,28,14,25,39,51,29,11,3,231
80107107701,122,78,81,82,77,91,57,16,3,613
80107107702,66,42,51,53,47,49,31,11,5,346
80107107703,58,59,36,56,54,45,29,7,3,349
80107107704,57,31,60,51,27,43,23,11,4,306
80107107705,121,35,70,69,64,68,30,6,3,469
80107107706,69,17,32,50,32,43,30,11,3,287
80107107707,56,52,34,35,49,60,39,9,4,342
80107107708,0,0,0,0,0,0,0,0,0,0
80107107801,104,59,98,83,58,49,26,19,4,495
80107107802,51,22,41,36,33,34,9,11,3,240
80107107803,87,51,68,71,59,31,23,7,0,398
80107107804,69,40,59,38,45,30,14,8,0,314
80107107805,82,43,75,40,47,48,23,9,0,369
80107107806,97,40,61,61,65,50,22,4,0,394
80107107807,28,25,19,16,38,57,30,8,8,223
80107107808,71,47,73,40,57,63,30,14,0,388
80107107809,60,39,25,37,39,55,27,7,4,288
80107107810,112,52,34,78,65,60,86,117,98,700
80107107811,121,71,109,76,63,57,36,36,5,573
80107107812,66,42,38,46,51,48,28,12,0,324
80107107813,57,47,36,39,67,46,30,10,0,334
80107107814,99,74,54,60,85,91,38,11,7,522
80107107815,70,24,47,60,47,36,24,15,3,322
80107107816,52,44,41,35,45,45,14,4,0,283
80107107817,50,23,40,19,37,44,19,6,0,242
80107107818,69,66,50,42,75,71,31,13,0,421
80107107819,51,34,38,24,34,45,10,15,0,252
80107107820,72,53,48,59,51,73,35,12,3,405
80107107821,70,56,41,47,66,79,42,11,0,415
80107107901,70,24,24,51,32,32,29,15,5,283
80107107902,91,47,54,69,42,51,41,11,0,405
80107107903,106,46,71,64,58,51,64,19,0,480
80107107904,88,37,32,58,46,50,59,12,3,381
80107107905,87,31,46,54,43,31,62,42,3,403
80107107906,66,38,72,35,46,60,39,9,0,364
80107107907,47,34,49,36,34,50,23,12,4,298
80107107908,47,29,37,34,27,40,39,14,0,272
80107107909,55,32,39,47,24,19,23,10,7,257
80107108002,57,24,61,47,40,58,69,48,15,419
80107108003,114,115,136,122,106,115,124,59,17,910
80107108006,13,43,75,37,20,17,9,9,0,220
80107108007,58,41,103,58,29,36,52,94,58,530
80107108008,13,29,43,25,14,12,7,0,0,137
80107108009,0,0,0,0,0,0,0,0,0,0
80107108010,0,0,0,0,0,0,0,0,0,0
80107108011,58,51,127,93,66,58,50,28,13,547
80107108012,0,0,0,0,0,0,0,0,0,0
80107108013,60,79,215,81,40,35,23,3,0,533
80107108014,10,4,7,13,10,7,4,0,0,56
80107108015,37,39,166,66,43,38,17,6,0,409
80107108016,44,30,118,53,37,40,25,15,0,366
80107108101,92,36,77,63,41,48,23,11,3,393
80107108102,61,38,63,49,36,36,30,14,3,322
80107108103,98,56,50,60,70,81,40,7,8,469
80107108104,75,39,48,51,37,41,24,0,0,322
80107108105,90,46,57,52,40,48,31,4,0,375
80107108106,66,38,72,42,40,73,19,8,3,358
80107108107,90,23,48,58,43,37,14,6,0,323
80107108108,94,50,86,59,60,56,15,18,4,433
80107108109,78,51,50,42,54,54,13,5,4,348
80107108111,56,37,42,35,44,50,20,8,0,296
80107108112,58,29,49,44,26,22,37,21,3,290
80107108113,0,0,0,0,0,3,38,76,37,155
80107108114,47,29,46,41,19,14,17,12,4,234
80107108201,57,28,48,30,43,37,35,10,3,283
80107108202,59,23,35,31,27,26,26,12,5,249
80107108203,86,41,58,55,55,45,71,45,7,471
80107108204,52,51,31,47,58,41,40,31,3,353
80107108205,64,33,42,52,46,45,39,13,0,327
80107108206,56,55,38,32,47,20,33,13,3,301
80107108207,108,67,91,81,66,61,88,75,22,661
80107108208,40,26,8,38,27,24,21,21,0,214
80107108209,43,39,20,37,31,27,32,24,0,259
80107108210,82,58,42,63,90,53,62,25,10,486
80107108211,70,40,32,58,41,32,54,20,0,359
80107108212,58,54,39,52,50,48,67,20,3,401
80107108213,126,62,78,103,73,39,76,11,5,576
80107108214,43,27,24,34,35,33,32,8,6,247
80107108215,76,45,102,73,102,65,37,22,3,535
80107108216,75,41,73,68,37,37,38,20,3,388
80107108217,77,33,35,55,63,50,54,33,7,399
80107108218,71,31,39,64,41,43,57,34,5,374
80107108219,84,61,66,70,78,62,74,24,5,515
80107108220,67,37,39,45,52,62,62,30,4,399
80107108221,85,45,38,60,36,38,34,10,7,354
80107108222,57,57,43,40,65,47,53,8,0,381
80107108223,59,33,33,29,47,21,32,14,0,268
80107108224,88,41,62,57,48,65,47,23,8,426
80107108225,60,26,42,42,31,22,26,20,3,275
80107108226,114,30,69,85,45,44,57,31,7,497
80107108227,103,39,70,68,52,34,61,21,5,445
80107108228,38,23,28,35,22,20,34,13,0,211
80107108229,102,61,44,70,72,56,75,29,4,518
80107108230,64,26,28,42,37,43,50,20,0,311
80107108231,59,48,47,39,51,39,46,18,5,346
80107108232,52,39,15,24,54,73,42,9,4,317
80107108233,52,33,40,46,37,34,22,8,0,283
80107108234,75,28,37,45,47,33,41,10,3,323
80107108235,123,89,85,70,81,52,64,27,4,604
80107108236,133,60,53,86,67,56,82,31,13,579
80107108237,51,56,21,28,60,79,66,24,3,394
80107108238,53,42,23,31,55,73,55,31,8,367
80107108239,67,35,41,52,47,25,25,13,3,305
80107108240,43,26,19,24,34,33,32,15,3,238
80107108241,75,54,63,46,59,60,55,16,3,440
80107108301,136,48,46,91,65,71,61,12,0,535
80107108302,83,52,54,59,55,59,48,13,3,421
80107108303,80,42,58,53,64,71,60,6,5,444
80107108401,22,28,27,23,36,34,26,9,3,192
