SA1_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
80101100101,0,8,5,15,18,12,8,7,4,75,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,9,11,13,18,19,11,9,3,91,4,4,11,16,14,22,9,9,0,91,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,11,21,17,24,18,17,5,118,9,8,16,26,37,34,19,13,3,166,0,4,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0
80101100102,7,17,17,17,29,20,13,11,0,131,0,0,0,0,0,0,0,4,0,9,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,18,18,20,34,25,15,17,5,155,3,9,15,24,23,13,19,9,3,119,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,15,28,29,12,21,10,3,137,10,27,31,45,55,37,32,19,4,253,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,4
80101100103,0,11,23,32,17,21,4,0,0,122,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,30,34,19,24,9,7,0,140,0,18,28,29,29,15,14,6,0,141,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,18,38,33,33,18,17,14,7,173,0,34,55,68,47,35,19,10,4,266,0,0,0,3,0,4,0,0,0,10,0,0,3,0,0,4,4,3,0,16,0,0,0,0,0,0,0,0,0,0
80101100104,4,14,24,27,26,27,21,11,3,160,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,16,31,27,30,36,19,17,3,180,6,9,20,39,28,34,18,16,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,11,21,38,33,44,21,19,0,182,4,26,47,60,55,69,39,24,8,322,0,0,0,0,0,0,0,3,0,11,0,0,0,0,3,9,4,5,0,24,0,0,0,0,0,0,0,0,0,0
80101100105,0,22,22,25,30,36,22,20,7,180,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,8,0,21,28,29,32,35,22,26,9,209,5,9,18,34,42,41,28,13,6,191,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,3,3,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,9,3,11,20,37,41,47,44,21,12,238,10,26,47,62,74,71,48,29,11,378,0,0,0,0,0,3,0,0,4,9,0,0,0,5,3,7,9,3,7,34,0,0,0,0,0,0,0,0,0,3
80101100106,0,11,26,23,30,26,19,14,8,153,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,15,30,29,33,27,21,18,7,182,3,10,23,28,26,33,15,14,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,3,11,22,37,25,37,25,20,8,190,10,22,51,56,55,59,33,30,7,315,0,0,0,0,0,3,0,0,3,12,0,4,0,5,4,0,7,6,0,27,0,0,0,0,0,0,0,0,0,0
80101100201,4,23,44,36,16,16,0,4,0,145,0,3,4,0,0,0,0,0,0,9,0,0,4,0,4,0,0,4,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,0,0,13,7,36,58,42,28,13,6,7,0,193,4,15,50,21,12,10,3,0,0,131,0,0,0,0,0,0,0,4,0,10,0,0,0,0,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,8,15,59,26,27,28,13,12,0,177,11,43,90,56,30,29,8,4,0,272,0,3,3,5,3,0,0,4,0,19,0,7,10,3,5,9,4,8,0,36,0,0,3,0,0,0,0,0,0,7
80101100202,0,8,35,27,16,7,7,3,0,97,0,0,0,0,0,0,0,0,0,10,5,0,5,3,0,3,3,0,0,20,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,5,11,37,42,22,9,5,7,0,136,0,10,44,30,11,12,3,0,5,106,0,0,3,3,0,5,0,0,0,8,0,4,0,4,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,17,50,42,16,11,14,10,7,159,0,19,74,53,28,11,9,3,5,206,0,4,3,3,0,5,4,0,0,14,5,4,8,9,5,3,3,0,0,35,0,0,0,7,3,0,0,0,0,6
80101100203,0,36,142,59,24,4,4,4,0,283,0,3,0,0,0,0,0,0,0,8,0,0,7,0,4,0,5,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,47,149,63,29,11,7,5,3,322,3,55,147,50,12,17,5,6,0,297,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,4,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,15,3,60,157,54,23,24,8,12,0,339,4,97,285,109,42,23,13,10,0,584,0,3,3,4,3,0,4,0,0,18,0,0,9,0,9,5,5,4,0,32,0,0,0,0,0,0,0,0,0,3
80101100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
