SAL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
SAL80018,51,179,100,65,246,313,111,195,12,1267,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,0,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,4,0,16,0,0,0,0,4,0,0,0,0,7,5,29,18,10,6,0,0,5,0,79,13,31,27,0,6,4,3,3,0,87,0,0,0,0,4,0,0,0,0,8,0,4,0,9,8,9,3,3,0,34,0,0,0,3,4,3,3,0,0,20,0,0,0,0,3,0,0,0,0,11,9,12,24,21,27,34,12,10,0,154,0,7,6,0,6,6,0,0,0,31,42,21,38,39,123,114,45,64,0,488,7,55,25,17,42,30,11,27,0,203,8,29,32,18,30,19,3,7,0,139,3,12,6,9,11,4,0,3,0,43,0,12,9,5,10,3,0,5,0,43
SAL80019,47,131,113,91,411,504,146,253,25,1719,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0,13,0,0,0,0,4,3,0,0,0,5,0,4,6,0,3,0,0,0,0,22,0,0,0,3,5,0,0,0,0,9,10,50,34,8,25,13,0,0,0,142,6,42,21,7,10,8,0,4,0,101,0,3,3,0,6,4,0,0,0,22,0,0,4,0,5,4,0,0,0,19,0,4,3,3,16,3,3,5,0,36,0,0,4,0,4,10,4,0,0,20,5,13,20,12,41,37,5,7,3,136,0,14,8,4,9,5,5,0,0,46,39,16,37,51,151,168,35,35,3,529,7,33,33,20,54,35,10,20,0,212,9,35,51,42,64,31,8,9,0,257,3,7,0,0,10,8,4,0,0,30,0,15,12,4,14,4,0,4,0,55
SAL80020,20,64,55,37,116,169,67,125,5,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,7,0,14,0,0,0,0,0,0,0,0,0,3,5,17,10,0,0,0,0,4,0,36,0,15,7,3,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,6,0,3,3,0,0,0,0,12,3,8,7,6,19,21,0,0,0,71,0,4,4,0,4,5,0,0,0,15,17,7,19,26,51,46,11,26,0,199,0,18,14,14,26,15,12,18,0,115,6,18,13,10,12,16,4,4,0,87,0,9,12,0,5,4,3,0,0,24,0,0,0,0,0,0,0,3,0,8
SAL80021,59,110,93,61,407,422,145,213,13,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,6,0,3,0,22,0,0,0,0,4,0,0,0,0,7,0,0,3,6,8,6,0,0,0,23,6,0,4,0,4,0,0,0,0,11,9,46,28,22,29,8,4,0,0,147,3,35,10,5,7,7,0,5,0,72,0,0,0,4,6,3,0,3,0,20,0,0,6,6,0,0,4,0,0,16,0,0,4,3,13,3,0,0,0,21,0,0,4,0,9,4,0,0,0,16,6,10,15,11,21,19,13,0,0,90,3,10,7,6,8,6,0,4,0,49,34,10,26,35,170,127,33,35,4,472,8,24,9,17,34,27,7,10,0,138,14,32,51,40,70,26,10,13,0,249,0,8,5,5,6,5,3,0,0,22,0,13,8,5,12,6,3,4,0,46
SAL80022,16,42,17,26,142,208,57,117,7,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,10,0,4,0,0,6,5,4,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,6,0,0,0,0,4,3,0,0,0,7,0,0,3,0,9,0,0,4,0,12,0,5,4,5,14,34,6,7,0,77,0,0,0,0,0,0,0,0,0,3,23,11,10,14,100,94,31,53,0,328,7,12,4,6,10,11,3,3,0,60,3,5,4,3,11,9,3,9,0,54,0,0,0,0,5,0,0,0,0,8,0,0,0,0,9,0,3,4,0,16
SAL80023,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,84,271,308,149,890,650,166,216,42,2775,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,4,0,0,0,22,0,0,0,0,3,4,0,0,0,10,0,0,6,0,6,13,3,3,0,34,0,0,0,0,0,0,0,0,0,3,19,68,75,27,69,21,6,3,3,290,16,66,83,23,72,22,15,7,0,308,3,0,3,0,4,0,0,0,0,12,0,0,5,5,8,6,3,0,0,28,0,0,0,3,17,11,0,0,0,36,0,0,7,0,13,4,0,0,0,25,8,20,26,19,103,72,10,19,0,272,3,16,14,5,18,13,0,3,0,78,27,14,31,18,223,144,34,37,3,531,8,59,33,14,82,41,12,26,0,273,23,63,85,65,138,77,23,17,4,493,0,10,10,4,8,5,0,6,0,48,0,12,19,6,22,4,0,4,0,67
SAL80025,50,140,139,104,610,588,136,211,46,2028,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7,4,0,0,0,21,3,0,0,0,3,0,0,0,0,4,0,4,3,0,8,8,0,0,0,37,0,0,0,0,4,3,0,0,0,14,3,48,30,14,27,13,3,0,0,140,7,56,27,8,16,6,0,5,0,119,5,0,6,0,8,5,0,0,0,22,0,0,6,0,9,8,0,0,0,25,0,0,6,0,9,7,0,0,0,30,0,0,0,0,12,0,6,6,0,25,4,15,15,11,36,42,7,13,6,157,0,9,11,4,21,10,0,3,0,61,32,10,32,56,222,127,42,20,4,538,15,35,31,26,54,27,14,29,0,225,10,44,63,63,106,37,11,21,0,351,4,5,5,3,4,0,0,3,0,23,0,10,11,7,16,19,5,0,0,63
SAL80026,33,92,64,47,276,311,63,119,8,1025,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,4,0,0,0,7,0,3,0,0,3,7,0,0,0,14,0,0,0,0,0,0,0,0,0,5,5,27,14,11,11,8,8,0,0,74,4,17,9,0,6,3,0,3,0,47,0,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,0,15,0,0,0,0,3,6,0,0,0,12,0,0,0,3,4,4,0,0,0,13,0,10,10,12,26,13,3,0,0,86,3,9,5,0,5,0,0,0,0,31,25,16,29,24,105,94,13,23,3,337,3,21,23,9,34,20,9,6,0,128,13,16,34,29,61,19,4,10,3,194,0,5,4,3,4,0,0,0,0,15,0,8,0,0,0,4,3,3,0,29
SAL80027,68,162,147,82,721,680,172,300,15,2355,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,6,0,4,9,0,4,6,3,6,0,26,0,0,3,0,0,0,0,0,0,12,0,19,21,3,24,6,0,7,0,93,3,43,47,11,33,11,7,3,0,161,0,0,0,0,8,4,0,0,0,12,0,5,0,0,12,12,3,4,0,34,6,0,0,5,15,11,3,4,0,39,0,0,4,0,15,5,0,0,0,27,5,22,25,17,86,120,35,48,3,365,3,0,0,3,7,11,0,7,0,36,44,35,37,45,376,267,80,103,0,976,8,36,20,5,63,26,7,30,0,206,11,28,27,26,59,46,9,16,0,223,6,8,11,4,18,11,5,0,0,53,3,11,11,4,19,8,0,3,0,58
SAL80028,70,309,243,104,595,557,121,210,57,2261,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,4,0,5,0,19,0,3,0,0,0,0,0,0,0,8,14,115,64,16,39,17,4,4,3,272,9,100,46,19,43,12,4,7,0,227,0,3,3,0,8,0,0,0,0,19,0,4,0,0,10,10,3,0,0,31,0,4,4,0,15,8,0,0,0,30,0,4,3,0,13,5,4,4,0,31,6,25,25,22,51,62,12,15,0,221,0,20,13,11,19,10,3,0,0,77,27,25,32,27,224,136,29,44,0,547,8,94,41,22,66,38,24,37,4,343,36,73,80,38,86,66,11,22,6,411,0,27,9,5,21,3,4,4,0,72,3,19,5,5,7,15,0,4,0,63
SAL80029,55,129,107,76,407,438,121,221,11,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,4,5,5,11,0,0,0,36,0,3,0,0,5,0,0,0,0,9,0,41,28,10,23,16,3,5,0,122,7,24,14,6,6,3,0,5,0,64,0,6,6,3,7,6,0,5,0,18,0,0,0,5,9,4,4,0,0,20,0,5,5,3,12,8,0,0,0,23,0,0,0,0,0,3,3,0,0,15,0,11,14,3,19,29,9,8,0,93,4,11,4,0,15,8,0,0,0,39,50,15,50,42,174,124,34,38,4,534,12,22,32,25,41,26,14,14,0,201,13,46,45,34,77,38,14,15,6,288,0,10,0,7,0,0,0,0,0,22,3,19,14,7,0,9,5,3,0,52
SAL80030,62,166,129,99,336,674,287,597,25,2382,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,13,0,0,0,0,0,0,3,6,0,7,0,6,3,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,6,0,41,12,11,7,3,6,9,0,86,6,37,12,4,0,0,0,4,0,64,0,0,6,0,0,4,0,0,0,10,0,3,0,0,3,0,0,0,0,9,0,0,4,4,10,3,3,0,0,29,3,8,0,0,3,3,4,0,0,16,3,12,24,4,21,34,16,27,0,154,0,5,3,4,4,4,7,0,0,24,44,23,46,49,174,264,108,199,3,906,9,40,19,15,12,40,8,24,0,174,10,23,32,8,33,19,5,18,0,145,0,11,3,3,6,13,4,0,0,39,6,13,6,5,4,3,0,8,0,40
SAL80031,4,0,3,0,6,9,3,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,39,133,111,83,540,590,158,219,24,1900,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,0,0,0,19,6,0,3,0,3,0,0,0,0,12,5,3,3,3,10,13,3,5,0,52,0,0,0,0,3,4,0,0,0,10,9,34,21,6,35,13,5,0,0,128,6,33,19,3,17,6,4,0,0,94,0,0,5,4,7,5,0,0,0,17,0,0,0,0,15,8,0,0,0,30,0,4,3,4,10,12,0,0,0,40,0,3,0,3,12,3,0,0,0,29,4,4,19,11,43,52,9,10,0,157,0,11,16,3,14,14,0,0,0,61,58,21,44,33,210,126,19,41,3,556,12,39,30,18,66,37,12,24,4,241,20,37,50,40,99,45,3,12,3,303,0,10,3,0,14,6,0,4,0,38,10,11,10,4,14,3,3,3,0,56
SAL80034,26,95,39,44,122,176,61,126,7,691,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,24,0,20,3,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,8,0,4,3,5,3,0,0,0,0,14,0,0,6,0,5,0,0,0,0,15,6,14,16,10,10,18,4,7,0,75,0,8,0,3,0,0,0,0,0,11,13,6,21,20,61,67,20,25,0,241,7,25,13,9,18,7,3,15,0,100,6,16,18,14,19,24,5,11,0,113,0,0,0,0,4,4,0,0,0,13,0,8,0,0,0,0,0,0,0,15
SAL80035,32,63,48,39,211,213,60,88,19,773,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,6,0,0,0,6,0,4,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,20,6,8,14,3,4,0,0,57,0,17,6,0,4,6,0,0,0,37,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,0,6,0,0,0,0,4,5,0,0,0,9,4,3,3,3,25,16,4,3,0,61,0,6,3,0,5,3,0,0,0,24,17,11,15,18,75,38,13,8,0,187,9,23,6,8,42,14,6,4,0,112,15,18,23,14,40,18,3,3,6,136,0,4,0,5,5,4,0,0,0,21,0,12,6,0,6,7,0,5,0,31
SAL80036,24,81,61,37,176,205,55,97,13,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,12,8,9,12,5,4,0,0,49,7,13,8,5,10,0,0,0,0,40,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,4,0,0,0,9,4,7,10,10,16,22,9,9,0,75,0,4,8,3,5,8,0,0,0,33,15,9,20,22,69,72,14,27,0,243,7,17,4,10,14,12,5,8,0,74,7,15,23,16,48,17,0,15,0,148,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,0,4,0,17
SAL80037,50,101,97,69,333,432,117,191,17,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14,0,0,0,0,0,3,0,0,0,5,0,4,0,5,3,4,0,0,0,21,0,0,0,0,5,4,0,0,0,10,5,21,27,9,24,6,4,0,0,99,3,30,9,8,9,5,5,0,0,73,3,0,3,0,3,9,5,0,0,16,0,0,5,0,3,0,0,0,0,11,0,4,5,0,6,4,0,0,0,19,0,0,4,0,3,9,0,3,0,19,0,9,10,7,25,23,9,3,0,94,0,21,13,4,10,0,0,5,0,54,25,15,32,47,160,88,25,31,0,419,11,24,24,18,31,12,8,9,0,136,13,36,40,40,63,44,7,14,0,267,4,10,7,0,7,7,0,0,0,23,4,15,9,3,13,8,0,0,0,48
SAL80038,70,210,113,47,344,388,104,194,20,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,6,4,0,0,0,17,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,7,68,33,6,11,8,0,6,0,131,21,99,22,11,25,10,4,8,0,196,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,5,0,5,0,20,0,0,0,0,11,6,5,0,0,12,0,3,0,0,9,9,0,0,0,18,6,24,25,9,71,60,10,26,0,234,0,3,5,4,8,3,0,0,0,24,26,12,15,14,132,102,34,28,0,360,10,63,22,5,36,27,8,18,0,169,7,27,18,9,29,24,5,5,0,124,3,10,5,0,8,4,0,0,0,37,0,4,6,4,7,4,0,0,0,31
SAL80039,78,121,79,62,377,427,126,177,14,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,5,0,0,0,0,24,0,0,0,0,0,8,0,0,0,10,0,4,0,0,4,3,0,0,0,11,0,0,0,0,3,0,0,0,0,11,4,40,16,12,19,14,4,4,0,114,0,35,9,8,7,8,0,0,0,60,0,0,0,0,4,5,0,0,0,9,0,0,0,6,3,0,0,0,0,8,0,0,5,0,3,3,0,0,0,26,0,0,0,3,4,4,0,0,0,17,0,9,12,9,27,19,8,7,0,91,0,6,10,3,6,9,0,0,0,34,46,13,30,37,190,130,24,30,0,493,9,23,17,11,42,22,9,24,0,166,16,40,34,40,71,35,10,11,6,267,0,9,7,0,3,3,0,0,0,25,0,9,7,5,12,7,7,0,0,48
SAL80040,35,87,43,47,176,187,57,84,6,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,16,8,3,5,0,0,0,0,34,3,22,5,0,4,0,0,0,0,34,0,0,0,3,0,0,0,0,0,8,0,0,3,0,6,0,0,3,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,3,7,8,10,22,19,10,3,0,86,0,3,4,0,5,0,0,0,0,21,20,6,26,23,74,58,16,26,0,249,3,27,19,13,34,21,9,17,0,142,7,21,28,15,28,16,3,0,0,123,0,6,0,4,3,0,0,0,0,18,0,10,9,0,4,9,0,0,0,32
SAL80041,30,119,95,78,443,423,109,163,18,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,4,0,3,0,23,0,0,0,0,3,0,0,0,0,3,8,18,15,15,19,13,0,3,5,86,3,26,8,0,6,4,4,3,3,64,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,4,0,0,0,10,0,0,0,6,9,9,0,0,0,24,0,0,0,0,11,4,0,0,0,17,3,0,6,10,27,46,6,3,0,114,0,8,9,7,13,9,0,0,0,46,32,5,28,32,181,81,27,33,0,422,5,23,25,20,57,27,14,12,0,185,16,35,50,36,105,46,12,21,0,333,0,8,0,0,5,3,0,0,0,22,0,11,3,4,12,0,0,0,0,34
SAL80042,31,79,88,53,386,434,113,187,18,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,7,3,0,10,8,3,0,0,25,0,0,0,0,0,3,0,0,0,4,7,35,15,6,10,10,0,5,0,88,3,16,18,4,11,5,4,3,0,64,0,0,0,0,0,0,0,0,0,6,0,0,3,0,11,0,0,0,0,16,0,0,3,3,13,3,0,0,0,33,0,0,0,0,11,3,3,4,0,20,5,11,9,16,38,33,5,13,0,130,4,5,6,0,5,6,0,3,0,34,26,16,39,38,152,100,26,36,3,433,18,21,13,20,34,25,16,23,0,172,10,28,34,17,59,33,3,11,0,198,0,4,0,0,4,5,0,0,0,18,4,3,6,3,10,10,0,3,0,38
SAL80043,58,149,108,73,293,354,107,263,13,1421,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,14,0,0,0,0,0,3,0,0,0,11,0,0,0,0,6,7,0,0,0,18,0,0,0,0,0,3,0,0,0,5,5,32,13,7,10,6,0,4,0,71,0,40,15,8,0,0,0,0,0,65,0,0,0,0,0,5,0,0,0,3,0,5,0,3,5,0,0,7,0,21,0,3,4,0,0,0,6,0,0,15,0,0,0,0,0,4,0,3,0,8,11,10,16,10,16,32,10,22,0,128,0,10,15,0,7,0,0,4,0,37,32,8,45,49,122,105,36,68,0,474,7,46,38,15,27,30,14,23,0,194,16,36,44,30,59,39,18,20,0,266,5,11,5,4,3,4,0,0,0,28,7,11,3,0,4,10,0,0,0,36
SAL80044,25,75,58,25,137,184,69,178,9,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,11,0,0,0,17,0,0,0,0,0,4,0,0,0,5,3,13,3,0,4,0,0,0,0,39,9,22,6,4,0,0,0,3,0,44,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,3,0,0,6,3,0,0,0,12,0,0,3,3,0,0,3,0,0,10,6,10,14,11,7,43,3,24,0,120,0,3,3,0,0,0,0,3,0,12,12,3,18,14,51,56,23,31,0,212,3,24,15,7,13,7,5,26,0,98,0,21,27,14,18,30,8,14,0,132,0,5,0,0,8,0,0,0,0,16,3,4,7,0,4,5,0,7,0,27
SAL80045,17,33,38,36,241,311,74,90,5,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,4,0,0,0,10,0,0,3,0,3,9,4,4,0,26,0,0,0,0,0,0,0,0,0,4,3,12,9,3,17,4,0,3,0,51,0,11,9,0,7,3,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,8,0,0,0,3,3,6,0,0,0,17,0,0,0,0,9,6,0,0,0,18,3,3,11,6,29,22,8,7,0,87,0,6,0,0,4,7,5,0,0,24,17,11,13,10,107,73,8,23,0,264,0,11,8,8,24,15,5,5,0,66,9,10,23,23,57,27,6,7,5,161,0,5,0,0,11,0,0,0,0,18,4,0,0,3,0,4,0,0,0,10
