SAL_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,5,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,23,0,0,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,29,5,16,4,4,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,4,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,74,7,26,13,8,6,7,0,146,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,24,4,8,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
SAL80018,0,4,0,0,0,0,0,0,0,5,16,62,0,0,5,0,0,0,0,81,76,102,5,5,16,3,0,0,3,224,0,4,0,0,0,0,0,0,0,7,21,32,0,0,3,0,0,0,0,64,3,7,0,0,0,0,0,0,0,14,106,197,16,18,25,9,4,14,6,386,0,0,0,0,0,0,0,0,0,0,3,12,10,6,5,0,0,0,0,34,9,17,9,6,5,0,0,3,0,51,18,9,44,9,11,4,0,4,4,108,0,0,3,0,0,3,0,0,0,4,0,3,0,0,0,0,4,0,0,7,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,15,273,460,80,42,70,16,10,27,27,1009,3,3,0,0,0,0,0,0,0,10,23,62,0,0,3,0,0,0,0,81,95,136,0,6,17,0,0,9,7,273,0,0,0,0,0,0,0,0,0,0
SAL80019,0,0,0,0,0,0,0,0,0,0,14,22,0,0,5,0,0,0,0,44,64,85,12,15,22,7,7,0,3,214,0,0,0,0,0,0,0,0,0,6,18,29,0,0,3,0,0,0,0,51,4,4,3,0,0,0,0,0,0,14,63,172,31,15,29,16,6,6,4,349,0,0,0,0,0,0,0,0,0,0,22,15,8,11,4,0,0,4,0,73,29,27,19,25,15,5,3,5,0,123,59,31,121,23,25,5,16,15,9,309,0,0,0,4,4,0,0,0,0,13,3,4,4,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,5,6,0,0,0,0,0,0,5,19,287,405,201,97,108,44,41,38,27,1248,0,3,0,0,0,0,0,0,0,5,15,25,0,0,0,0,0,0,0,44,35,76,0,13,18,5,0,0,0,148,0,0,0,0,3,0,0,0,0,4
SAL80020,0,0,0,0,0,0,0,0,0,0,13,57,0,0,0,0,0,0,0,78,34,41,3,4,5,3,5,6,5,102,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,24,4,3,0,0,0,0,0,0,0,5,64,93,11,12,19,0,3,3,10,206,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,0,0,20,4,14,5,4,3,3,0,0,0,28,16,9,25,9,0,0,0,9,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,7,143,232,43,25,32,12,7,21,17,537,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,0,51,41,61,6,9,8,6,0,0,6,124,0,0,0,0,0,0,0,0,0,0
SAL80021,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,10,23,30,0,0,6,0,3,0,0,71,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,21,3,5,0,0,6,0,0,0,0,8,39,78,11,13,24,4,4,3,4,178,0,0,0,0,0,0,0,0,0,0,11,25,8,3,12,0,6,0,0,68,24,32,15,7,13,3,11,0,3,111,48,26,224,26,38,17,38,32,17,456,0,0,0,0,3,3,0,3,0,14,9,7,6,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,6,3,4,3,5,0,0,0,0,3,19,151,217,267,62,105,31,69,46,31,983,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,10,30,0,5,4,3,0,0,5,62,0,4,0,0,0,0,0,0,0,3
SAL80022,0,4,0,0,0,0,0,0,0,3,11,26,0,0,0,0,0,0,0,37,54,86,0,3,10,3,0,0,7,160,0,0,0,0,0,0,0,0,0,0,13,16,0,4,0,0,0,0,0,28,7,3,0,0,0,0,0,0,0,6,49,132,10,14,19,4,0,3,7,229,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,18,9,3,0,6,0,3,0,0,0,21,8,8,10,9,0,3,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,137,286,26,38,39,8,0,4,15,558,0,0,0,0,0,0,0,0,0,0,6,18,6,0,4,0,0,0,0,30,47,83,0,3,14,0,0,0,5,162,0,0,0,0,0,0,0,0,0,6
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,0,0,0,0,0,0,0,0,0,3,11,72,0,0,0,0,0,0,0,81,83,218,51,42,60,57,29,29,12,576,0,0,0,0,5,4,0,0,0,12,9,45,5,4,4,0,0,0,0,69,7,9,0,5,3,0,0,0,0,31,103,402,103,82,89,44,39,47,21,930,0,0,4,0,0,0,0,0,0,3,11,9,11,5,3,5,4,4,0,56,29,21,26,25,13,10,11,11,7,151,28,29,85,30,23,18,7,19,0,247,0,3,0,7,5,3,3,3,0,24,0,3,4,0,0,3,0,3,0,14,0,0,0,0,3,6,4,0,0,17,6,3,9,5,0,0,0,6,4,21,288,823,301,205,223,144,92,125,45,2242,0,5,0,0,0,0,0,0,0,5,5,46,0,0,6,0,0,0,0,58,58,243,21,79,73,61,4,31,16,579,0,0,0,0,3,0,0,0,0,13
SAL80025,0,6,0,0,0,0,0,0,0,3,0,35,0,0,0,0,0,0,0,40,78,154,17,9,29,9,13,13,13,342,4,11,0,0,3,0,0,0,0,17,6,18,0,0,3,0,3,0,0,31,6,0,0,4,0,0,0,0,0,16,96,193,36,35,33,18,21,13,10,459,0,0,5,0,0,0,0,0,0,5,17,19,13,10,16,0,9,5,0,85,33,39,31,16,24,10,7,7,0,160,37,22,110,31,18,14,12,35,4,281,7,0,0,5,3,4,4,6,0,26,3,6,10,4,0,0,3,5,0,23,5,8,3,0,6,0,0,0,0,27,0,11,6,3,4,0,0,0,8,31,286,512,223,128,137,51,72,71,50,1541,0,3,0,0,0,0,0,0,0,3,3,8,6,0,0,0,0,0,0,16,30,127,6,31,45,7,0,4,10,266,0,6,0,0,0,5,0,0,0,12
SAL80026,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,12,15,42,5,0,14,0,0,0,0,84,0,3,0,0,0,0,0,0,0,0,8,6,5,0,3,0,0,0,0,25,0,5,0,0,0,0,0,0,0,10,37,109,4,3,15,3,7,11,5,202,0,0,0,0,0,0,0,0,0,0,10,9,4,4,12,4,0,0,0,40,15,17,15,9,21,0,0,0,0,78,38,9,112,24,17,7,10,9,4,226,0,0,0,0,0,0,3,0,0,12,3,3,0,0,0,0,0,6,0,14,0,3,0,0,0,0,0,0,0,11,0,5,7,0,0,0,0,4,0,16,130,222,145,50,80,13,25,30,17,719,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,15,38,0,9,4,3,0,0,4,75,3,0,0,0,0,0,0,0,0,7
SAL80027,0,5,0,0,0,0,0,0,0,7,18,98,5,0,3,0,0,0,0,128,135,239,9,15,38,11,4,4,7,456,3,4,0,0,0,0,0,0,0,7,22,45,4,3,9,0,0,0,0,84,20,12,0,0,3,0,0,0,0,38,171,523,32,42,103,15,4,13,21,919,0,0,0,0,0,0,0,0,0,0,13,24,8,3,4,0,0,0,0,50,26,27,6,14,13,9,4,0,0,96,24,24,47,19,13,9,8,8,3,160,0,0,0,3,0,0,0,0,0,9,3,4,3,6,0,0,0,0,0,13,3,9,0,0,0,0,0,0,0,22,0,7,0,5,0,0,4,0,3,18,443,1012,117,112,180,44,16,32,40,2008,0,0,0,0,0,0,0,0,0,3,22,63,0,0,4,0,0,0,0,97,126,276,5,20,52,20,0,10,12,519,0,6,0,0,0,0,0,0,0,9
SAL80028,0,4,0,0,0,0,0,0,0,4,6,85,3,3,5,0,0,0,0,110,103,184,14,22,32,29,7,23,6,424,0,4,0,0,0,0,0,6,0,6,12,32,3,0,3,0,0,0,0,56,8,16,0,0,5,0,0,0,0,28,125,297,48,57,49,35,18,42,11,687,0,0,0,0,0,0,0,0,0,0,8,18,4,4,8,0,0,9,0,53,18,20,26,12,13,3,5,8,6,113,16,22,66,33,20,12,7,7,3,190,0,3,0,3,0,3,0,0,0,14,4,0,4,4,0,0,0,4,0,16,0,7,0,0,4,0,0,0,0,12,0,4,4,4,0,0,0,0,10,20,312,684,179,148,149,89,41,98,35,1739,0,3,0,0,0,0,0,0,0,4,10,58,0,5,0,0,0,0,0,78,75,181,14,47,45,28,0,6,14,403,5,11,0,4,0,0,0,0,0,12
SAL80029,0,0,0,0,0,0,0,0,0,4,7,6,3,0,0,0,0,0,0,10,20,55,0,6,13,3,0,0,3,98,0,0,0,0,0,0,0,0,0,0,9,14,0,0,5,0,0,0,0,20,0,7,0,0,4,0,0,0,0,12,56,115,17,20,22,10,0,4,8,254,0,0,0,0,0,0,0,0,0,0,22,14,5,7,8,4,0,0,0,61,30,16,26,16,21,8,4,8,0,122,57,25,218,35,26,16,32,32,4,437,3,8,0,5,0,0,0,0,0,20,10,3,3,0,3,3,8,6,0,35,0,3,4,0,3,0,0,0,0,7,0,5,5,0,4,0,0,5,6,16,198,275,282,90,97,37,50,51,26,1112,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,10,22,48,0,7,14,0,0,0,5,84,3,7,0,0,4,0,0,0,0,8
SAL80030,0,0,0,0,0,0,0,0,0,4,18,43,0,0,0,0,0,0,0,68,155,133,6,11,21,0,0,0,14,351,0,0,0,0,0,0,0,0,0,6,17,26,0,3,4,0,0,0,0,54,10,11,0,0,0,0,0,0,0,24,179,247,16,42,50,4,6,8,17,562,0,0,0,0,0,0,0,0,0,4,19,7,7,4,0,0,0,0,3,32,33,21,6,14,7,3,0,4,6,95,79,20,29,18,6,5,5,4,5,177,20,0,0,3,0,0,0,0,0,34,9,0,0,0,0,0,0,0,0,14,4,3,0,4,0,0,0,0,0,11,5,3,0,0,0,0,0,0,3,18,547,527,66,105,98,24,9,28,45,1445,0,0,0,0,0,0,0,0,0,0,13,41,0,0,0,0,0,0,3,56,104,147,0,9,26,5,0,0,9,297,0,5,0,0,0,0,0,0,0,11
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,3,30,64,114,8,15,28,12,25,8,8,275,0,3,0,0,3,0,0,0,0,16,5,13,3,0,4,0,0,0,0,23,13,6,0,0,3,0,0,0,0,19,85,176,30,31,43,13,15,5,13,405,0,0,0,0,0,0,0,0,0,0,16,25,16,8,11,7,0,3,0,76,32,32,25,23,13,8,8,7,5,160,57,42,148,34,30,14,21,20,4,367,0,0,0,3,0,0,0,3,5,19,0,0,0,5,0,0,4,0,4,19,5,0,3,0,3,0,0,0,0,17,3,0,0,0,0,5,0,0,3,16,280,444,237,114,144,53,73,55,35,1437,0,4,0,0,0,0,0,0,0,3,5,8,0,0,4,0,0,0,0,23,41,101,4,23,37,10,0,6,7,226,0,6,0,0,3,0,0,0,0,21
SAL80034,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,0,0,0,0,39,43,37,0,3,8,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,29,0,5,0,0,0,0,0,0,0,8,49,131,3,8,6,3,0,0,0,205,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,3,0,0,26,11,12,4,4,0,4,0,0,0,37,17,6,49,8,4,3,7,3,0,96,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,251,54,24,22,18,12,10,6,539,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,21,35,48,0,6,13,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0
SAL80035,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,19,3,4,0,3,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,18,52,7,15,16,7,12,9,0,118,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,0,0,0,0,18,10,11,9,8,5,0,5,5,0,51,27,14,117,14,17,5,11,18,7,227,0,0,0,4,3,0,3,3,0,18,0,0,0,0,0,4,4,0,0,16,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,12,61,115,147,42,55,15,35,35,8,516,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,5,11,28,0,0,5,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0
