SAL_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
SAL80011,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80012,31,..,..,..,..,31,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80013,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80014,33,..,..,..,..,33,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80015,24,..,..,..,..,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80016,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80017,771,..,..,..,..,771,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,16,..,76,9,81,0,84,..,8,0,8,0,8,..,101,9,107,0,112,..,0,0,0,0,0,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,22,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,7,0,7,0,7,..,14,0,14,0,14,..,62,0,62,0,62,..,0,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80018,2148,..,..,..,..,2148,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,3,3,7,0,7,..,20,3,28,0,27,..,0,0,0,0,0,..,19,10,32,0,32,..,13,0,13,0,13,..,10,0,10,0,10,..,15,0,15,0,15,..,9,0,11,0,9,..,3,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,5,0,5,..,3,0,3,0,3,..,25,0,33,0,33,..,21,0,26,0,26,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,5,0,5,..,3,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0
SAL80019,2228,..,..,..,..,2228,..,11,0,11,0,11,..,24,0,24,0,25,..,0,0,0,0,0,..,17,0,18,0,18,..,55,22,69,0,69,..,3,0,3,0,3,..,76,23,92,0,92,..,27,3,35,0,35,..,13,0,12,0,12,..,5,0,5,0,5,..,10,0,6,0,6,..,16,0,18,0,18,..,25,0,25,0,25,..,41,0,40,0,40,..,17,0,17,0,17,..,26,0,26,0,26,..,14,0,19,0,19,..,34,0,36,0,35,..,18,0,18,0,18,..,189,4,191,0,192,..,20,0,22,0,22,..,0,3,4,0,4,..,4,0,3,0,3,..,23,10,28,0,28,..,13,0,13,0,13,..,9,0,10,0,10,..,9,0,7,0,7,..,9,0,9,0,9,..,6,0,6,0,6,..,5,0,5,0,5,..,7,0,9,0,9,..,5,0,5,0,5,..,3
SAL80020,1034,..,..,..,..,1034,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,7,..,42,7,49,0,46,..,0,0,0,0,0,..,49,10,54,0,57,..,5,0,5,0,5,..,9,0,9,0,9,..,4,0,4,0,4,..,3,6,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,25,0,25,..,0,0,5,0,5,..,4,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80021,2109,..,..,..,..,2109,..,0,0,0,0,0,..,22,0,21,0,27,..,0,0,0,0,0,..,10,0,11,0,11,..,9,4,10,0,10,..,0,0,0,0,0,..,18,5,27,0,27,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,16,0,11,0,11,..,12,0,12,0,12,..,27,0,27,0,23,..,13,0,13,0,13,..,12,0,17,0,17,..,0,0,0,0,0,..,77,0,83,0,82,..,4,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,5,0,5,..,13,0,10,0,10,..,4,0,4,0,4,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,9,0,9,..,10
SAL80022,697,..,..,..,..,697,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,24,0,24,..,0,0,0,0,0,..,22,0,25,0,25,..,5,0,5,0,5,..,4,0,4,0,4,..,5,0,5,0,5,..,14,0,15,0,19,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0
SAL80023,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80024,2096,..,..,..,..,2096,..,6,0,6,0,6,..,48,4,55,0,55,..,0,0,0,0,0,..,62,14,75,0,73,..,397,50,443,3,446,..,5,3,11,0,11,..,466,63,531,8,531,..,5,0,4,0,4,..,6,0,6,0,6,..,10,0,10,0,4,..,6,0,5,0,5,..,30,3,34,0,34,..,26,0,26,0,26,..,72,3,77,0,77,..,239,12,255,0,256,..,62,5,68,0,73,..,20,0,25,0,25,..,47,0,43,0,43,..,22,0,22,0,22,..,522,25,550,6,550,..,17,0,14,0,14,..,11,4,15,0,15,..,0,0,0,0,0,..,62,7,75,0,75,..,4,0,4,0,4,..,19,0,17,0,17,..,42,5,53,0,53,..,5,0,12,0,12,..,19,3,20,0,20,..,7,0,7,0,7,..,4,0,4,0,4,..,6,0,10,0,10,..,31
SAL80025,1875,..,..,..,..,1875,..,19,0,19,0,19,..,71,11,81,0,79,..,0,0,0,0,0,..,28,7,36,0,36,..,57,19,77,0,77,..,0,0,0,0,0,..,85,25,114,0,114,..,16,7,21,0,19,..,9,0,12,0,12,..,3,0,3,0,3,..,15,0,15,0,15,..,58,0,58,0,58,..,81,3,84,0,84,..,109,5,109,0,109,..,59,4,62,0,65,..,169,13,179,0,179,..,68,4,67,0,67,..,127,6,130,0,130,..,24,0,23,0,23,..,683,32,713,0,718,..,17,0,16,0,16,..,10,0,10,0,10,..,0,0,0,0,0,..,23,14,39,0,39,..,6,0,9,0,9,..,28,0,31,0,31,..,8,0,11,0,12,..,6,0,8,0,8,..,13,0,15,0,15,..,7,0,11,0,11,..,18,0,18,0,18,..,9,0,9,0,7,..,24
SAL80026,1354,..,..,..,..,1354,..,4,0,4,0,4,..,27,4,35,0,35,..,0,0,0,0,0,..,12,3,16,0,16,..,13,0,15,0,15,..,0,0,0,0,0,..,25,8,34,0,34,..,7,0,10,0,10,..,3,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,11,..,19,0,15,4,22,..,0,0,0,0,0,..,17,4,19,0,19,..,12,0,13,0,10,..,13,0,13,0,13,..,6,0,6,0,6,..,13,0,13,0,13,..,5,0,5,0,5,..,82,4,83,3,84,..,8,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,16,0,14,0,20,..,12,0,12,0,12,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,9,6,7,0,7,..,4,0,3,0,3,..,10
SAL80027,2237,..,..,..,..,2237,..,3,0,3,0,3,..,16,4,14,0,14,..,0,0,0,0,0,..,53,0,49,0,49,..,207,17,231,0,227,..,0,0,0,0,0,..,260,19,278,0,280,..,6,3,10,0,10,..,15,0,15,0,15,..,24,0,24,0,24,..,7,0,7,0,7,..,10,0,10,0,10,..,3,0,4,0,4,..,35,0,35,0,35,..,13,0,13,0,13,..,5,0,10,0,10,..,4,0,4,0,4,..,17,0,20,0,20,..,11,0,9,0,9,..,95,4,104,0,104,..,21,3,23,0,23,..,9,0,13,0,13,..,4,0,4,0,4,..,25,10,36,0,36,..,4,0,8,0,8,..,9,0,9,0,9,..,10,0,10,0,10,..,7,0,7,0,7,..,12,0,12,0,12,..,6,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,5
SAL80028,2243,..,..,..,..,2243,..,4,0,4,0,4,..,31,4,41,0,41,..,0,0,0,0,0,..,58,12,72,0,72,..,208,32,238,0,238,..,12,0,11,0,11,..,276,44,321,0,321,..,4,3,7,0,7,..,18,0,18,0,18,..,9,4,15,0,12,..,18,0,14,0,14,..,36,0,36,0,36,..,13,0,13,0,13,..,53,0,51,0,51,..,145,6,142,0,146,..,37,0,36,3,39,..,18,0,25,0,25,..,28,3,36,0,36,..,12,0,12,0,15,..,347,7,357,3,361,..,14,0,12,0,15,..,11,0,11,0,11,..,11,0,11,0,11,..,20,4,25,0,25,..,0,0,4,0,4,..,23,0,23,0,23,..,9,0,14,0,14,..,3,0,6,0,9,..,9,0,9,0,9,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,6,0,6,..,14
SAL80029,2342,..,..,..,..,2342,..,5,0,5,0,5,..,21,0,27,0,27,..,0,0,0,0,0,..,7,0,15,0,15,..,4,3,12,0,12,..,0,0,0,0,0,..,15,6,23,0,23,..,4,0,4,0,4,..,8,0,8,0,8,..,5,0,5,0,5,..,4,0,4,0,4,..,13,0,8,0,8,..,6,0,4,0,4,..,21,0,21,0,21,..,12,0,15,0,15,..,18,0,20,0,20,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,79,9,82,0,82,..,13,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,15,0,11,0,11,..,11
SAL80030,2783,..,..,..,..,2783,..,8,0,8,0,8,..,9,0,13,0,13,..,0,0,0,0,0,..,24,0,21,0,21,..,53,0,52,0,52,..,0,0,0,0,0,..,72,3,75,0,75,..,6,0,6,0,6,..,29,0,29,0,29,..,19,0,19,0,19,..,14,0,13,0,13,..,6,4,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,10,0,10,0,10,..,5,0,5,0,5,..,17,0,17,0,17,..,4,0,4,0,4,..,59,4,67,0,67,..,11,0,11,0,11,..,6,0,13,0,13,..,7,0,7,0,7,..,8,0,11,0,11,..,3,0,3,0,3,..,4,0,4,0,4,..,4,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,11,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,8
SAL80031,36,..,..,..,..,36,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80032,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80033,2053,..,..,..,..,2053,..,10,0,10,0,10,..,31,4,31,0,31,..,4,0,5,0,5,..,22,8,29,0,29,..,81,21,100,4,104,..,0,0,3,0,3,..,104,29,136,4,134,..,19,0,20,0,20,..,15,0,15,0,15,..,0,0,0,0,0,..,12,0,12,0,12,..,39,0,39,0,39,..,21,0,21,0,21,..,56,0,55,0,58,..,21,0,24,0,24,..,94,10,114,0,114,..,34,0,35,0,35,..,83,0,80,0,82,..,14,0,14,0,14,..,363,18,383,3,384,..,13,0,17,0,17,..,9,0,9,0,9,..,3,0,7,0,7,..,12,7,21,0,21,..,12,0,10,0,10,..,19,0,19,0,19,..,13,0,16,0,16,..,7,0,7,0,7,..,9,0,9,0,9,..,7,0,7,0,7,..,4,0,7,0,7,..,4,0,4,0,4,..,13
SAL80034,1189,..,..,..,..,1189,..,6,0,6,0,9,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,14,4,16,0,16,..,0,0,0,0,0,..,18,4,19,0,19,..,10,0,10,0,10,..,5,0,5,0,5,..,10,0,10,0,10,..,18,3,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,15,0,15,0,15,..,13,0,14,0,14,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0
SAL80035,1173,..,..,..,..,1173,..,0,0,0,0,0,..,12,6,21,0,21,..,0,0,0,0,0,..,4,0,4,0,4,..,10,4,16,0,16,..,0,0,0,0,0,..,9,4,19,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,3,0,3,..,7,0,7,0,7,..,8,4,9,0,9,..,4,0,4,0,4,..,18,0,19,0,20,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,51,5,55,0,52,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6
