SAL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SAL80011,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,5,8,3,4,0,0,0,0,20,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,6,8,3,3,3,8,0,0,31,0,0,3,0,4,0,0,0,0,11,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,12,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,7,3,0,0,24,0,0,0,7,0,0,0,0,0,11,4,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80015,0,0,0,3,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,19,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,11,9,7,0,0,0,0,0,30,196,210,49,0,0,0,0,0,0,459,32,22,4,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,3,224,246,64,9,0,0,0,0,0,546,0,7,9,0,0,0,0,0,0,14,73,51,4,0,0,0,0,0,0,123,80,53,9,0,0,0,0,0,0,141,305,292,70,9,0,0,0,0,0,689,167,135,64,11,0,0,0,0,0,381,100,94,15,0,0,0,0,0,0,209,573,525,152,23,0,0,0,0,0,1279,9,4,17,3,3,0,0,0,0,38,377,273,31,10,7,0,0,0,0,690,54,26,5,0,0,0,0,0,0,89,5,0,0,0,0,0,0,0,0,8,440,306,55,9,3,0,0,0,0,821,0,5,7,0,0,0,0,0,0,8,103,30,3,0,0,0,0,0,0,132,102,34,5,0,0,0,0,0,0,143
SAL80018,18,53,185,226,236,112,27,0,0,855,56,61,64,39,45,55,28,4,0,345,0,5,6,5,17,11,3,0,0,51,0,4,0,0,6,0,0,0,0,12,69,121,262,277,306,176,52,6,0,1267,0,0,9,6,0,10,3,0,0,28,6,12,4,6,0,4,0,0,0,29,9,8,13,11,0,15,3,0,0,62,76,127,268,280,306,192,59,6,0,1322,62,27,22,20,29,124,170,121,92,667,4,3,3,12,7,15,13,6,9,81,144,163,300,315,341,334,238,130,99,2071,10,61,165,158,220,122,20,0,0,759,71,116,66,112,83,72,35,5,0,559,11,6,10,31,12,13,0,0,0,86,0,0,0,0,3,0,0,0,0,10,93,185,249,311,314,204,50,4,0,1413,0,0,7,3,0,0,0,0,0,11,8,11,0,4,7,6,0,0,0,34,9,5,4,10,7,6,0,0,0,54
SAL80019,22,95,260,351,417,149,17,0,0,1313,83,54,58,43,34,41,14,0,0,330,8,0,9,8,13,9,3,0,0,47,0,6,10,4,4,0,0,0,0,25,116,155,337,402,472,198,39,0,0,1719,0,4,14,12,14,12,0,0,0,49,24,3,8,3,3,0,0,0,0,36,24,12,12,11,10,12,0,0,0,82,138,167,358,419,486,206,40,0,0,1809,101,30,25,21,34,56,105,56,14,441,7,5,30,18,12,5,6,0,0,79,246,203,407,453,528,270,148,58,15,2323,15,72,182,251,308,114,13,0,0,949,118,60,95,154,137,52,17,0,0,632,0,6,22,19,16,11,0,0,0,79,0,8,4,0,0,3,0,0,0,11,131,146,304,428,462,177,31,0,0,1682,3,7,3,9,0,5,0,0,0,23,23,3,4,0,4,0,0,0,0,43,24,11,10,13,4,9,0,0,0,66
SAL80020,7,32,86,127,132,87,10,3,0,466,22,29,36,17,20,15,9,7,0,157,3,4,3,0,0,6,0,0,0,20,0,0,4,0,0,0,0,0,0,5,25,66,125,142,156,106,24,4,6,649,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,13,6,9,3,0,0,0,0,0,0,17,36,71,124,143,156,106,24,4,6,665,34,19,14,4,9,56,73,84,28,306,0,4,5,3,4,4,5,0,0,33,63,93,144,153,165,160,105,93,28,1003,6,24,55,88,104,69,8,0,0,353,39,26,39,65,42,33,16,0,0,265,0,4,10,14,4,4,4,0,0,34,0,0,0,0,0,0,0,0,0,0,43,51,103,165,154,110,20,0,0,655,0,0,0,0,0,0,0,0,0,5,3,8,6,5,0,0,0,0,0,16,3,8,5,5,3,3,0,0,0,26
SAL80021,39,85,263,283,301,185,20,4,0,1186,58,46,38,35,40,33,12,3,0,262,3,10,17,9,8,13,0,0,0,59,0,0,7,0,0,3,0,0,0,13,98,143,322,333,351,231,34,5,0,1520,8,9,5,3,3,4,0,0,0,36,13,3,0,4,0,0,5,0,0,31,16,14,11,8,5,8,5,0,0,66,118,156,327,340,359,243,35,8,0,1586,64,13,25,17,16,61,94,55,13,348,5,0,20,13,8,5,0,3,0,57,188,170,371,372,389,301,128,70,13,1993,13,85,181,214,223,113,9,0,0,843,76,62,93,122,93,51,16,3,0,518,5,5,29,20,13,11,0,0,0,83,0,0,3,7,7,0,0,0,0,19,97,154,313,360,334,178,30,5,4,1463,4,10,4,0,4,0,0,0,0,19,13,0,4,0,5,11,0,0,0,28,15,8,10,0,5,12,0,0,0,55
SAL80022,0,29,197,101,93,71,23,0,0,520,8,6,17,7,11,17,14,4,0,81,3,0,4,0,0,9,0,0,0,16,0,0,4,5,0,0,0,0,0,7,15,36,223,110,107,95,41,4,0,625,0,0,0,0,3,0,0,0,0,10,0,0,4,0,0,0,0,0,0,7,0,0,4,0,3,0,0,0,0,16,17,38,231,113,108,95,45,8,0,641,8,4,6,3,10,19,52,37,3,140,0,5,23,24,18,12,11,7,0,104,27,45,258,139,129,125,111,51,3,892,0,47,172,103,83,47,12,0,0,463,5,12,18,20,13,21,11,0,0,104,0,4,11,8,7,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,9,67,206,128,108,69,29,0,0,614,0,0,3,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,10
SAL80023,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,11,229,949,430,184,99,20,0,0,1922,39,174,320,96,47,30,22,4,0,727,0,13,34,23,11,5,0,0,0,84,0,8,20,8,5,0,0,0,0,42,51,420,1320,555,236,139,40,4,0,2775,0,9,52,16,6,8,0,0,0,101,14,17,20,3,5,4,0,0,0,68,12,34,76,18,10,10,0,0,0,171,70,456,1395,571,247,147,40,4,0,2941,39,121,143,52,46,49,93,94,66,699,7,37,74,37,23,13,4,3,0,199,114,612,1615,664,325,205,142,106,65,3844,8,219,790,285,128,70,18,0,0,1514,56,258,403,121,51,36,19,0,0,939,8,18,45,18,14,0,4,0,0,108,0,5,22,0,0,0,0,0,0,33,66,498,1251,429,191,107,33,5,0,2589,0,12,49,6,16,3,0,0,0,91,3,23,15,9,5,0,0,0,0,65,4,37,68,13,20,5,0,0,0,151
SAL80025,20,81,331,609,363,117,18,0,0,1543,56,67,106,84,32,21,12,6,0,383,8,0,9,18,8,8,0,0,0,50,0,6,22,15,7,0,0,0,0,46,86,153,471,725,419,141,30,6,0,2028,3,6,20,15,9,5,0,0,0,55,20,3,5,0,0,0,0,0,0,33,29,11,21,11,9,5,0,0,0,82,117,171,491,736,425,143,31,6,0,2112,106,31,39,24,19,27,68,32,6,348,10,7,28,27,18,6,3,0,0,107,237,212,550,792,457,175,102,40,11,2571,17,92,267,408,239,61,8,0,0,1092,99,75,154,218,101,30,12,0,0,692,4,7,21,25,15,10,3,0,0,85,0,0,16,6,3,0,0,0,0,31,118,177,454,667,356,101,17,0,0,1900,0,6,10,15,10,0,0,0,0,33,10,4,8,9,8,0,0,0,0,42,14,12,17,17,14,0,0,0,0,77
SAL80026,15,62,165,195,187,126,23,0,0,774,37,37,34,28,17,32,19,3,0,210,0,0,5,6,7,7,3,0,0,33,0,0,0,0,0,0,0,0,0,8,54,94,209,233,216,164,46,3,0,1025,0,0,3,0,0,4,0,0,0,14,5,0,3,0,0,0,0,0,0,13,5,0,11,0,3,3,0,0,0,35,60,101,218,237,219,174,48,3,0,1053,61,17,13,14,21,57,100,52,16,349,3,4,11,11,11,5,0,0,0,52,128,119,239,265,253,234,149,50,16,1457,14,53,112,140,168,96,15,0,0,599,47,35,83,79,63,51,20,0,0,384,4,0,21,18,11,7,0,0,0,55,0,0,3,0,9,0,0,0,0,12,70,90,218,241,244,156,44,0,0,1052,4,0,4,0,0,5,0,0,0,20,3,0,0,0,0,0,0,0,0,13,8,9,7,0,0,8,0,0,0,31
SAL80027,4,209,929,421,180,116,19,0,0,1877,15,130,137,57,23,25,14,3,0,393,0,10,25,13,3,8,0,0,0,68,3,3,8,3,0,0,0,0,0,15,16,351,1101,489,204,145,33,3,0,2355,0,9,27,14,4,3,0,0,0,60,3,4,12,3,0,3,3,0,0,27,3,21,35,15,4,3,0,0,0,84,20,371,1143,506,208,152,39,3,0,2435,25,76,62,30,28,48,77,52,13,412,0,29,78,29,16,9,10,0,0,173,46,465,1284,565,253,210,130,59,13,3025,0,275,876,300,156,78,12,0,0,1692,24,204,190,83,22,33,15,0,0,567,0,12,41,25,9,0,0,3,0,96,0,6,5,0,0,0,0,0,0,13,26,494,1107,409,186,108,26,3,0,2365,6,6,34,5,3,0,0,0,0,46,5,11,8,4,0,0,0,0,0,34,8,18,42,8,4,3,0,0,0,80
SAL80028,19,151,581,366,224,110,27,4,0,1479,84,230,219,52,25,23,20,3,0,653,11,18,19,18,4,4,3,0,0,70,4,11,24,7,4,0,0,0,0,57,113,408,844,435,256,140,53,8,0,2261,5,10,28,8,4,9,0,0,0,64,19,34,15,4,0,0,0,0,0,72,23,47,43,11,3,9,0,0,0,137,134,459,892,450,258,148,54,10,0,2399,99,99,94,26,15,54,149,104,47,684,7,12,28,15,7,10,6,3,6,105,243,571,1019,491,280,214,208,118,53,3192,18,168,506,273,178,95,22,0,0,1263,171,383,240,122,57,38,19,6,0,1023,11,36,32,16,9,8,5,0,0,118,0,10,12,0,0,3,0,0,0,30,197,596,790,407,242,146,40,6,0,2434,0,11,15,4,4,0,0,0,0,38,33,34,20,6,0,0,0,0,0,100,30,49,31,17,7,0,0,0,0,135
SAL80029,22,89,304,261,287,194,35,3,0,1193,54,46,41,43,32,58,35,3,0,314,0,0,8,18,10,9,3,0,0,55,0,0,6,6,0,0,0,0,0,11,75,142,357,330,332,260,71,0,0,1574,3,11,7,3,3,3,0,0,0,35,6,3,0,4,0,3,0,0,0,24,10,14,7,6,8,13,0,0,0,54,93,158,363,335,338,266,73,0,0,1630,66,22,23,18,22,124,144,76,29,523,5,3,17,19,6,11,9,9,3,72,164,182,401,376,370,403,221,87,32,2226,11,73,196,188,228,167,16,0,0,879,78,73,123,101,97,102,24,0,0,596,3,5,38,21,8,22,0,0,0,99,0,0,11,5,0,0,0,0,0,17,98,154,366,308,329,292,45,5,0,1594,0,4,0,0,3,3,0,0,0,16,16,3,0,3,4,8,0,0,0,28,16,10,5,8,3,5,0,0,0,47
SAL80030,253,547,410,244,249,153,38,5,0,1897,64,140,50,31,21,40,39,8,0,394,9,17,10,11,13,7,0,0,0,62,3,12,4,3,0,0,0,0,0,25,329,716,476,292,280,201,69,14,0,2382,0,5,6,4,0,4,3,0,0,25,10,13,3,4,0,0,0,0,0,24,10,13,8,5,4,9,4,0,0,51,338,729,481,295,288,205,77,14,0,2427,60,49,23,12,16,57,117,89,34,464,54,155,89,38,36,25,17,4,9,430,453,939,599,342,340,298,209,104,42,3324,101,254,300,188,210,99,13,3,0,1166,74,138,63,73,62,63,24,0,0,489,0,8,30,23,8,10,0,0,0,84,4,5,3,0,0,0,0,0,0,13,181,399,388,280,283,171,35,7,0,1744,0,0,8,0,5,5,0,0,0,20,4,8,0,5,5,0,0,0,0,17,4,9,7,8,4,6,0,0,0,38
SAL80031,0,0,4,5,5,7,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,6,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,7,0,0,0,19,0,3,8,12,8,15,0,4,0,56,0,0,0,7,7,4,0,0,0,23,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,8,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,16,77,391,606,291,123,16,0,0,1510,57,49,84,71,29,12,11,0,0,322,4,5,12,10,3,4,0,0,0,39,0,0,12,7,0,3,0,0,0,24,79,132,497,692,327,141,29,0,0,1900,5,10,8,4,4,7,0,0,0,32,21,10,0,0,0,6,0,0,0,33,20,19,14,3,4,7,0,0,0,70,95,146,512,698,330,149,29,0,0,1964,69,23,20,26,19,36,70,32,5,290,4,4,20,26,4,7,5,0,0,76,177,169,550,752,350,193,109,32,5,2333,12,76,328,381,229,97,3,0,0,1129,78,63,143,195,68,33,16,0,0,595,0,0,56,51,13,8,0,0,0,129,0,7,3,0,5,4,0,0,0,17,90,143,535,628,317,142,24,0,0,1872,0,4,7,5,5,4,0,0,0,31,18,6,3,7,0,4,0,0,0,40,18,6,11,16,5,9,0,0,0,64
SAL80034,7,28,48,123,164,92,28,6,0,491,49,27,12,16,19,33,18,4,0,177,3,0,0,5,7,6,0,0,0,26,0,0,3,0,0,0,0,0,0,7,56,52,69,144,188,123,50,8,0,691,0,0,0,0,0,0,3,0,0,7,5,5,0,0,0,0,0,0,0,12,11,3,0,0,0,3,3,0,0,16,60,57,69,142,190,129,50,8,0,710,33,8,4,9,14,50,121,109,27,383,0,3,5,5,0,5,8,7,5,27,95,68,71,158,202,184,181,128,31,1119,5,21,45,85,142,66,9,0,0,377,51,26,16,71,50,51,18,4,0,282,0,5,7,11,12,9,0,0,0,39,0,0,0,0,0,0,0,0,0,4,52,50,69,166,205,124,31,8,0,701,0,0,0,0,0,0,0,0,0,3,11,4,3,0,0,3,0,0,0,16,11,4,3,0,0,3,0,0,0,16
SAL80035,13,38,160,162,120,59,20,0,0,570,18,18,42,32,20,11,15,3,0,152,5,0,3,5,11,0,9,0,0,32,0,0,6,0,4,0,0,0,0,19,34,58,212,197,158,72,29,4,0,773,4,5,4,6,8,0,0,0,0,24,7,0,0,0,0,0,0,0,0,11,14,5,10,6,8,4,0,0,0,41,45,65,221,203,164,75,29,4,0,814,44,10,13,28,21,41,77,47,13,293,6,0,18,13,13,3,4,5,0,53,92,79,254,239,192,119,113,53,13,1158,12,31,104,131,86,47,9,0,0,413,21,29,65,71,46,26,4,0,0,268,0,0,11,11,15,8,5,0,0,43,0,0,6,0,3,0,0,0,0,14,27,61,185,214,153,83,16,0,0,741,6,0,0,0,3,0,0,0,0,11,10,4,5,4,5,0,0,0,0,26,11,3,5,7,4,3,0,0,0,36
SAL80036,8,23,172,140,114,65,9,0,0,535,25,35,42,28,18,22,9,0,0,180,0,0,3,7,7,0,0,0,0,24,0,0,8,0,0,0,0,0,0,13,36,64,225,174,140,90,23,3,0,753,7,0,4,5,5,0,0,0,0,15,5,4,0,3,0,0,0,0,0,14,5,10,8,3,0,6,0,0,0,28,40,73,234,178,142,90,21,3,0,779,20,11,16,10,16,49,66,78,28,284,3,4,3,6,8,6,0,9,0,28,65,85,247,193,166,137,88,85,28,1089,3,49,131,123,98,48,5,0,0,453,29,23,74,56,36,27,7,0,0,250,7,0,12,12,3,5,0,3,0,46,0,0,6,0,0,0,0,0,0,6,35,67,225,190,138,84,17,3,0,757,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,9,4,3,0,5,0,0,0,0,0,15
