SAL_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,23,0,10,15,10,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,0,0,0,8,0,5,0,0,0,17,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,55,4,38,15,15,0,3,3,145,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,43,3,4,4,3,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,0,0,0,0,3,6,52,5,24,25,12,0,5,4,127,0,4,0,0,0,0,0,0,0,4
SAL80018,29,46,0,4,5,0,0,0,0,95,10,13,0,0,4,0,0,0,0,28,114,232,10,32,64,12,0,12,16,481,0,0,0,0,0,0,0,0,0,0,5,13,0,3,13,3,0,0,0,40,5,8,0,7,17,3,0,0,0,48,3,0,8,19,13,8,0,4,0,59,0,0,0,3,5,0,0,0,0,8,5,0,0,0,4,3,0,0,0,15,0,7,0,0,0,0,0,0,0,9,5,10,0,0,0,0,0,0,3,21,300,529,24,79,147,33,0,24,23,1150,4,4,0,0,0,0,0,0,0,10,34,123,0,3,5,0,0,0,0,169,181,238,5,10,39,5,0,6,8,495,4,6,0,0,0,0,0,0,0,10,52,80,0,5,7,0,0,0,5,157,17,18,0,0,8,0,0,0,0,44,221,430,26,43,89,14,4,16,18,869,0,0,0,0,0,0,0,0,0,0
SAL80019,9,28,0,13,12,4,0,0,0,65,11,13,0,0,7,0,0,0,0,29,81,222,14,36,83,12,0,5,6,451,0,0,0,0,0,0,0,0,0,0,18,13,0,8,22,4,0,0,0,68,34,21,9,39,47,6,0,3,0,161,21,27,17,51,72,9,3,0,10,206,0,0,5,4,11,6,0,3,0,23,4,3,0,5,10,4,0,3,0,26,0,0,0,0,0,0,0,0,0,4,0,4,0,3,5,0,0,3,0,18,234,435,51,166,277,48,8,20,17,1246,0,3,0,0,0,0,0,0,0,5,28,48,0,0,5,0,0,0,0,83,98,166,12,23,37,8,7,6,4,362,0,9,0,0,0,0,0,0,0,13,26,53,0,15,10,7,0,0,0,115,18,15,3,0,3,0,0,0,0,42,148,388,36,51,107,22,13,10,13,797,0,0,0,0,0,0,0,0,0,0
SAL80020,10,33,0,0,0,0,0,0,0,50,0,6,0,0,0,0,0,0,0,13,50,112,3,13,14,8,0,4,3,207,0,0,0,0,0,0,0,0,0,0,3,9,0,0,11,0,0,0,0,24,8,8,0,3,5,3,0,0,0,32,0,5,6,3,9,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,135,263,14,39,56,21,0,9,9,548,0,0,0,0,0,0,0,0,0,0,26,87,0,0,0,0,0,0,3,126,72,104,8,12,13,5,5,5,4,225,0,0,0,0,0,0,0,0,0,0,23,46,0,0,3,0,0,0,0,76,5,11,0,0,0,0,0,0,0,17,112,207,13,19,34,4,3,11,10,415,0,0,0,0,0,0,0,0,0,0
SAL80021,8,17,0,3,5,0,0,0,0,39,5,10,0,0,4,0,0,0,0,18,45,130,9,36,52,13,0,0,4,281,0,0,0,3,0,0,0,0,0,3,12,16,0,7,24,8,0,0,0,70,29,23,7,27,50,9,3,3,6,153,36,27,24,43,97,14,4,8,0,255,0,0,5,0,10,3,0,0,0,28,0,4,0,6,15,4,0,0,0,32,0,0,0,0,6,3,0,0,0,7,3,4,0,3,5,4,0,0,0,26,150,264,46,143,269,52,9,23,25,980,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,17,35,61,0,4,15,3,4,0,5,125,0,0,0,0,0,0,0,0,0,3,10,29,0,6,5,0,0,0,0,60,6,10,0,0,9,0,0,0,0,30,73,209,16,48,72,19,4,11,9,458,0,0,0,3,0,0,0,0,0,3
SAL80022,12,20,0,6,6,0,0,0,0,36,0,9,0,0,0,0,0,0,0,9,60,116,0,12,32,5,0,0,7,236,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,4,0,0,0,13,7,10,0,0,8,4,0,0,0,26,5,5,0,6,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,137,272,0,27,82,7,0,0,19,552,0,4,0,0,0,0,0,0,0,3,10,45,6,0,5,0,0,0,0,63,101,172,0,11,24,3,0,0,14,324,0,3,0,0,0,0,0,0,0,6,19,28,0,5,3,0,0,0,0,63,11,10,0,0,0,0,0,0,0,18,112,252,10,24,50,5,0,3,14,467,0,0,0,0,0,0,0,0,0,0
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,15,35,0,19,4,0,0,0,0,78,10,18,0,0,9,0,0,0,0,39,105,397,22,146,132,67,0,30,10,915,0,0,0,0,0,0,0,0,0,6,9,6,8,18,8,4,0,7,0,64,24,15,11,58,31,22,0,13,0,169,15,14,18,62,35,13,0,10,0,159,0,6,4,0,7,6,0,0,0,24,0,0,0,4,7,3,0,6,0,14,0,0,0,6,4,4,0,0,0,15,3,4,0,7,4,3,0,0,7,32,250,795,83,401,314,185,10,88,42,2165,0,11,0,0,0,0,0,0,0,7,10,118,0,0,3,0,0,0,0,137,138,462,71,117,135,113,31,64,24,1159,0,3,0,0,6,9,0,0,0,25,22,77,5,22,14,0,0,0,0,136,17,26,5,5,15,0,0,0,0,71,209,800,124,226,221,113,35,75,31,1845,0,0,4,0,3,0,0,0,0,3
SAL80025,10,25,0,9,5,0,0,0,0,50,6,11,0,0,5,0,0,0,0,29,69,259,20,86,99,26,0,12,15,589,0,0,0,0,0,0,0,0,0,0,14,25,3,7,11,4,0,6,4,64,19,35,3,54,58,3,0,3,5,182,13,21,21,51,54,14,0,5,4,187,0,0,0,3,10,6,0,0,0,15,4,3,0,8,7,3,0,0,0,31,0,0,0,0,4,0,0,0,0,8,0,4,0,0,4,6,0,4,3,25,174,536,66,253,298,72,3,38,38,1481,0,10,0,0,0,0,0,0,0,7,10,46,6,0,6,0,0,0,0,59,118,279,19,41,72,12,19,11,22,601,4,15,3,3,3,3,0,0,0,26,15,45,0,15,6,0,3,0,0,78,15,18,0,7,4,0,0,0,0,45,165,448,59,120,130,43,29,24,27,1048,0,0,5,0,0,0,0,0,0,5
SAL80026,0,13,0,3,8,0,0,0,5,38,3,10,0,0,6,4,0,0,0,21,35,153,8,18,56,0,0,0,7,276,0,0,0,0,0,0,0,0,0,0,10,8,0,8,12,0,0,0,0,46,22,9,3,20,26,3,0,5,3,93,14,14,14,18,47,8,0,0,0,121,3,0,0,0,3,0,0,0,0,19,0,0,0,4,9,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,14,111,264,29,93,183,27,0,9,19,735,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,18,25,81,3,12,18,10,0,0,4,154,3,6,0,0,0,0,0,0,0,10,11,24,5,3,17,5,0,0,5,59,5,16,0,0,6,4,0,0,0,28,76,264,15,23,66,7,7,11,12,474,0,0,0,0,0,0,0,0,0,5
SAL80027,32,71,0,9,13,0,0,0,3,131,19,16,0,4,12,0,0,0,0,55,175,503,22,60,160,28,0,4,13,968,0,0,0,0,0,0,0,0,0,0,3,4,4,10,7,4,0,0,0,34,20,22,7,16,14,0,0,4,0,85,17,12,16,15,37,3,0,5,4,99,0,0,0,6,6,3,0,0,0,13,0,0,0,3,4,0,0,0,0,8,4,3,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,3,15,439,999,53,138,307,55,3,21,36,2051,3,7,0,0,0,0,0,0,0,12,47,167,5,0,5,0,0,0,3,225,262,514,15,29,97,20,3,13,11,971,6,13,0,0,0,0,0,0,0,21,58,119,4,9,22,0,0,0,3,211,41,26,0,4,16,0,0,0,0,92,345,1023,53,100,260,46,9,13,33,1886,0,0,0,0,0,0,0,0,0,0
SAL80028,11,55,0,17,4,0,0,0,0,91,12,15,0,0,4,0,0,0,0,36,99,372,42,78,118,56,0,22,13,798,0,0,0,0,0,0,0,0,0,0,9,13,4,12,9,6,0,6,0,58,17,15,3,43,25,10,0,11,4,128,18,21,18,61,52,9,3,7,3,193,0,4,0,0,0,7,0,0,0,13,0,0,0,7,8,0,0,0,0,13,0,3,0,6,0,0,0,0,0,11,0,3,0,6,0,0,0,4,3,20,246,748,82,278,280,119,6,52,34,1853,0,7,0,0,0,0,0,0,0,10,24,149,3,3,6,0,0,0,0,184,174,359,25,69,82,54,11,29,17,824,5,10,0,4,0,0,0,6,0,18,25,89,6,17,12,0,0,3,0,147,20,33,4,3,11,0,0,0,0,62,230,668,89,139,168,87,18,59,27,1484,0,0,0,0,0,0,0,0,0,3
SAL80029,12,32,0,14,4,0,0,0,0,59,8,9,0,0,5,0,0,0,0,21,56,211,5,35,61,6,0,10,8,394,0,0,0,0,0,0,0,0,0,0,19,11,3,7,26,4,0,3,5,70,43,28,0,24,49,4,0,0,6,152,28,15,33,54,77,18,4,8,0,238,0,0,0,3,9,3,0,3,0,23,9,3,4,3,20,3,0,0,0,43,0,4,0,0,6,0,0,0,0,11,3,0,5,3,5,0,0,0,6,17,195,374,52,154,280,41,8,22,21,1142,0,0,0,0,0,0,0,0,0,8,6,11,3,0,0,0,0,0,0,24,40,101,0,13,23,3,0,0,9,181,5,6,0,0,5,0,0,0,0,16,18,42,4,10,8,0,0,0,0,84,9,14,0,3,9,0,0,0,0,35,113,324,27,53,85,15,0,11,15,643,0,0,0,0,0,0,0,0,0,0
SAL80030,35,40,6,0,10,5,0,0,0,88,16,12,0,0,4,0,0,0,0,27,124,234,12,37,91,6,0,7,11,521,0,0,0,0,0,0,0,0,0,0,11,11,0,6,0,7,0,0,0,39,16,11,0,17,16,6,0,0,0,78,24,4,12,18,18,6,0,0,0,89,4,0,0,0,4,0,0,0,0,15,3,0,3,3,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,4,0,0,6,4,0,0,0,0,9,362,509,29,104,176,35,4,11,28,1257,0,0,0,0,0,0,0,0,0,8,33,86,0,4,0,0,0,0,5,128,262,280,6,17,44,10,0,6,19,644,0,4,0,0,0,0,0,0,0,8,54,65,3,6,8,5,0,0,0,143,26,21,3,0,9,0,0,0,0,53,308,484,21,80,133,10,4,18,28,1093,0,0,0,0,0,0,0,3,0,3
SAL80031,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,14,19,0,20,0,0,0,0,3,57,13,8,0,0,0,0,0,0,0,29,91,261,10,45,98,15,0,8,11,533,0,0,0,0,0,0,0,0,0,0,19,15,4,5,35,3,0,0,0,83,39,30,11,40,58,5,0,5,0,185,27,30,29,47,74,14,0,3,0,223,5,0,0,0,7,0,0,3,0,15,7,0,0,4,15,4,0,0,0,30,0,0,0,3,4,0,0,0,0,16,4,4,0,5,7,0,0,0,4,26,252,499,69,194,332,53,0,22,29,1466,0,0,0,0,0,0,0,0,0,3,10,36,7,0,6,0,0,0,3,56,101,221,21,33,64,20,25,9,14,496,5,17,0,0,4,4,0,3,0,29,17,33,3,20,6,0,0,0,3,78,22,10,3,5,3,0,0,0,0,51,172,432,40,81,143,30,15,10,18,942,0,0,0,0,0,0,0,0,0,0
SAL80034,11,23,0,0,4,0,0,0,0,40,9,5,0,0,0,0,0,0,0,17,66,114,8,14,37,0,0,0,8,233,0,0,0,0,0,0,0,0,0,0,8,5,0,4,16,0,0,0,0,31,5,10,0,10,14,0,0,0,3,43,0,6,0,10,11,0,0,0,0,39,0,4,0,0,0,0,0,0,0,8,5,3,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,10,146,226,11,47,101,11,0,10,11,563,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,55,82,84,0,5,16,0,0,0,0,202,0,4,0,0,0,0,0,0,0,4,18,31,0,0,7,0,0,0,0,65,10,11,0,3,0,0,0,0,0,19,113,247,8,14,38,0,0,7,6,441,0,0,0,0,0,0,0,0,0,0
SAL80035,7,10,0,9,3,0,0,0,0,23,0,0,0,0,8,0,0,0,0,8,17,70,3,16,31,3,0,4,0,154,0,0,0,0,0,0,0,0,0,0,6,10,0,8,13,3,0,0,0,40,22,15,5,28,14,0,0,0,0,85,7,5,14,42,40,5,3,3,4,125,0,0,0,4,3,0,0,0,0,10,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,76,144,33,111,112,25,10,8,10,532,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,20,11,44,3,10,5,7,6,0,3,86,0,0,0,0,0,0,0,0,0,0,6,13,0,9,3,0,0,0,0,28,0,0,0,0,8,0,0,0,0,5,36,119,12,31,44,9,12,10,6,270,0,0,0,0,0,0,0,0,0,0
SAL80036,9,16,0,5,6,0,0,0,0,36,4,8,0,0,3,0,0,0,0,14,50,141,5,27,41,5,0,14,0,283,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,28,19,6,0,15,12,5,0,3,0,59,5,8,3,12,13,3,0,0,0,45,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,119,262,15,75,94,25,0,31,7,636,0,0,0,0,0,0,0,0,3,4,8,26,0,0,0,0,0,0,0,39,58,106,10,19,20,10,0,24,0,253,0,8,0,3,0,0,0,0,0,11,11,37,0,9,10,0,0,0,0,64,9,14,0,0,3,0,0,0,0,22,94,218,28,33,50,17,5,36,6,481,0,0,0,0,0,0,0,0,0,0
