SAL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,5,5,0,3,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,9,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SAL80015,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,4,0,0,0,16,0,19,0,7,10,11,0,0,0,50,0,13,0,8,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,55,4,38,15,15,0,3,3,145,0,18,4,14,0,0,0,0,0,49,0,16,0,0,0,0,0,0,0,20,0,13,0,0,0,7,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,13,0,5,5,4,6,3,0,37,6,39,0,22,12,15,0,0,0,99,3,13,0,8,0,0,0,0,0,24
SAL80018,14,61,4,19,11,0,0,0,0,108,16,45,0,7,11,0,0,3,0,90,63,48,0,9,44,7,0,0,3,188,112,214,3,23,37,10,0,7,9,421,29,47,0,11,10,0,0,0,3,99,3,0,5,6,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,15,19,0,0,5,0,0,0,0,40,4,0,0,0,0,0,0,0,7,13,300,529,24,79,147,33,0,24,23,1150,53,101,5,3,13,4,0,0,0,183,29,66,12,0,12,5,0,4,0,125,40,62,19,9,4,3,5,3,4,144,25,27,19,3,7,7,3,8,0,92,29,16,5,3,5,0,0,0,0,60,10,89,4,18,11,0,0,0,7,144,18,72,0,11,10,0,0,10,0,124,107,108,4,17,53,15,3,6,3,325,193,342,12,36,65,11,0,11,24,694,34,78,10,13,13,0,0,6,3,151
SAL80019,14,85,3,18,13,0,0,3,5,147,14,82,0,32,19,0,0,0,0,149,87,77,0,24,120,22,4,3,3,341,49,95,6,59,49,5,0,5,4,271,10,26,0,3,6,5,0,0,0,62,6,7,15,5,30,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,7,7,0,3,7,0,0,0,0,21,0,3,0,0,6,4,0,0,0,16,234,435,51,166,277,48,8,20,17,1246,33,44,8,6,15,0,0,0,0,106,40,139,18,8,19,5,3,0,0,225,56,63,76,10,23,7,14,9,3,263,23,12,45,5,4,3,0,10,0,92,10,9,9,5,4,0,0,0,0,41,22,97,10,29,19,3,3,3,0,190,19,110,3,43,19,0,7,3,0,202,170,156,17,39,155,44,12,11,8,614,103,146,17,93,68,12,5,9,5,452,18,49,11,9,16,10,0,0,0,109
SAL80020,9,44,0,5,3,0,0,0,0,68,15,35,3,6,0,0,0,0,0,61,36,32,0,4,12,7,0,3,4,106,31,80,0,10,18,3,0,0,8,151,12,16,0,0,9,5,0,0,0,40,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,4,135,263,14,39,56,21,0,9,9,548,27,60,7,6,7,0,0,0,0,108,24,36,9,0,7,3,0,3,0,72,17,36,17,4,0,0,0,3,0,71,14,8,7,0,3,0,0,5,0,39,7,10,3,3,0,0,0,0,0,25,9,65,0,3,3,0,0,0,0,92,19,48,3,12,0,0,0,0,4,87,73,55,3,9,20,12,0,10,5,192,70,144,0,17,27,3,0,7,5,274,17,27,4,5,7,3,0,0,0,70
SAL80021,3,58,4,22,16,0,0,4,3,120,13,55,0,17,11,0,0,3,0,102,70,50,5,19,135,17,3,0,6,303,25,36,5,59,53,11,0,0,5,192,5,17,3,0,10,4,0,0,0,40,10,8,11,7,27,4,0,3,3,78,0,0,0,0,0,0,0,0,0,0,7,9,0,0,5,4,0,0,0,23,3,3,0,3,3,3,0,0,4,21,150,264,46,143,269,52,9,23,25,980,13,19,3,9,7,0,0,0,6,58,27,73,12,8,8,5,0,0,0,141,31,36,118,10,19,3,28,15,6,263,12,9,86,3,4,3,7,15,5,135,5,4,11,0,8,0,0,4,0,34,14,66,10,29,18,0,0,4,3,155,13,68,0,21,13,0,0,3,0,121,114,99,7,28,177,29,13,9,14,484,44,58,12,82,67,14,5,7,7,291,10,34,4,3,10,3,0,4,0,74
SAL80022,4,30,0,5,0,0,0,0,0,46,0,15,0,4,3,0,0,0,0,26,31,31,0,3,32,3,0,0,5,98,72,135,0,17,27,0,0,0,9,262,6,24,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,137,272,0,27,82,7,0,0,19,552,14,30,0,0,5,0,0,0,0,54,11,33,8,0,3,0,0,0,0,64,20,38,6,0,6,0,0,5,0,70,7,9,3,3,3,0,0,0,0,27,5,10,0,0,0,0,0,0,0,18,12,46,6,4,0,0,0,0,0,68,0,26,0,4,3,0,0,0,0,35,76,74,4,10,37,9,0,0,7,223,118,237,0,31,40,6,0,3,17,448,10,36,0,5,8,0,0,0,0,58
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,13,168,6,83,25,23,0,8,3,324,10,80,0,45,15,4,0,0,0,157,84,154,16,105,115,67,9,27,13,585,86,186,12,76,87,21,0,11,3,488,19,47,5,15,22,13,0,0,0,121,6,3,16,19,9,7,0,8,0,68,0,0,0,0,0,0,0,0,0,0,6,6,0,8,6,0,0,0,0,33,0,0,0,4,5,4,0,0,9,32,250,795,83,401,314,185,10,88,42,2165,24,113,18,16,20,14,3,8,0,215,52,247,63,57,44,70,17,45,5,593,42,116,59,18,25,20,22,16,9,318,18,24,50,9,3,0,6,8,4,118,5,17,8,0,0,7,0,4,0,43,18,254,10,107,32,26,4,6,4,465,17,110,3,49,14,4,0,4,5,218,167,286,56,156,193,116,33,58,26,1083,141,345,32,128,154,29,8,27,17,871,25,72,15,22,24,27,0,8,3,196
SAL80025,6,110,8,25,14,4,0,0,0,170,18,87,0,46,11,0,0,0,3,164,78,104,12,45,138,21,0,15,12,417,45,99,4,83,46,11,0,8,9,299,4,23,3,5,18,10,3,0,0,70,7,0,20,12,25,7,0,8,5,75,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,19,8,4,0,8,9,6,0,4,5,35,174,536,66,253,298,72,3,38,38,1481,19,59,9,21,18,7,4,6,3,142,54,235,33,10,27,12,7,16,12,412,42,97,56,15,23,8,9,25,4,273,23,17,54,0,5,0,7,7,4,124,3,7,15,3,0,0,3,0,0,26,10,126,12,29,14,9,0,3,5,204,22,104,3,54,12,0,3,0,7,206,176,187,35,69,195,42,24,22,25,773,83,143,9,140,69,16,8,9,10,485,12,52,9,5,20,12,3,7,0,115
SAL80026,3,63,0,18,16,4,0,0,0,106,12,60,0,13,8,3,0,0,0,101,56,44,4,13,77,10,0,0,7,211,20,38,7,29,33,8,0,0,3,133,3,14,4,0,12,3,0,0,0,40,4,3,7,4,13,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,0,3,0,4,3,0,0,0,0,11,111,264,29,93,183,27,0,9,19,735,5,20,5,0,9,0,0,0,0,46,27,90,9,0,12,4,4,3,5,162,25,41,64,11,7,0,6,9,0,174,10,7,40,0,0,0,0,3,0,72,5,8,3,6,3,0,0,0,0,19,8,81,4,23,20,0,0,3,0,139,14,78,6,18,8,4,0,0,0,123,89,69,7,20,108,20,6,7,9,319,43,56,9,51,45,10,3,0,6,226,7,26,4,0,12,3,0,4,0,63
SAL80027,14,114,8,16,9,3,0,0,0,169,19,45,0,12,9,4,0,0,0,90,99,140,6,19,83,20,0,3,11,386,194,452,7,42,132,12,0,11,12,862,19,62,10,16,15,3,0,0,0,117,5,7,11,11,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,19,17,0,3,8,0,0,0,4,54,7,3,0,3,0,0,0,0,6,21,439,999,53,138,307,55,3,21,36,2051,49,180,10,15,34,8,0,0,3,296,43,197,14,11,14,4,0,5,5,294,52,116,25,10,7,5,9,6,5,236,21,26,21,11,3,5,0,4,0,93,15,19,6,7,16,3,0,0,0,63,23,164,11,25,15,3,0,0,0,240,14,79,5,17,11,7,0,0,0,139,218,315,18,30,135,41,8,15,13,797,352,773,15,76,198,18,4,12,27,1476,38,100,14,17,24,7,0,0,0,210
SAL80028,11,170,13,58,12,19,0,3,0,294,8,92,0,33,7,4,0,0,6,153,77,109,6,48,108,34,3,17,5,413,80,187,15,67,74,16,0,3,14,451,27,41,5,13,14,7,0,5,0,110,0,3,13,16,9,3,0,3,4,55,0,0,0,0,0,0,0,0,0,3,4,13,0,5,8,0,0,0,0,26,0,4,0,10,5,3,0,0,4,29,246,748,82,278,280,119,6,52,34,1853,39,129,27,13,27,11,5,10,3,256,45,176,31,39,21,30,9,32,7,402,38,102,53,12,26,13,6,13,8,267,13,18,20,6,12,9,3,8,3,77,5,12,3,5,15,9,0,6,0,50,27,231,10,76,22,24,0,7,0,397,13,127,3,36,9,6,0,5,6,203,181,213,32,75,155,66,15,36,15,791,149,317,24,111,96,23,7,13,12,752,36,76,12,17,22,12,0,4,4,181
SAL80029,13,93,3,22,22,4,0,0,0,159,12,86,0,30,4,0,0,0,0,138,97,69,6,12,136,21,0,9,3,348,34,59,3,59,35,0,0,3,4,206,10,30,0,5,15,0,0,0,0,61,9,4,20,12,14,9,0,8,0,75,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,13,0,4,3,0,9,0,0,0,6,21,195,374,52,154,280,41,8,22,21,1142,16,27,9,5,20,4,0,0,0,95,31,85,13,4,12,0,3,6,3,155,32,35,121,17,19,6,19,11,7,261,20,8,88,6,6,6,5,15,0,158,8,0,17,0,8,6,3,0,0,40,17,118,4,34,22,4,5,4,0,203,16,108,0,35,9,0,0,3,0,179,154,102,16,23,175,33,8,10,11,528,55,103,12,96,62,8,11,14,6,360,15,34,10,8,17,5,0,5,5,88
SAL80030,18,81,0,17,9,8,0,0,0,131,18,49,0,9,9,0,0,0,0,82,109,69,0,19,53,9,0,0,7,271,126,200,4,30,67,7,4,7,6,449,17,33,0,6,11,5,0,0,0,74,4,0,6,5,3,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,19,9,0,0,6,0,0,0,0,43,4,3,0,6,0,0,0,0,0,14,362,509,29,104,176,35,4,11,28,1257,49,89,7,9,18,0,0,3,4,181,44,91,9,7,13,3,0,6,3,172,60,70,24,6,3,0,0,4,0,183,19,14,16,0,5,0,3,4,0,76,7,9,0,5,3,6,0,4,0,31,31,118,0,21,16,4,0,0,0,189,28,67,3,13,8,0,0,0,0,123,266,137,4,42,75,18,0,9,16,570,287,349,6,61,100,10,4,10,21,855,26,55,7,5,10,5,0,3,5,123
SAL80031,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,12,114,3,29,18,0,0,0,4,180,11,88,0,30,5,3,0,0,0,145,120,102,13,23,158,25,0,3,11,455,54,82,14,78,65,4,0,4,7,309,12,24,5,0,16,3,0,0,0,59,10,3,27,8,21,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,16,3,4,0,3,3,0,0,0,4,26,252,499,69,194,332,53,0,22,29,1466,21,33,12,10,19,3,0,0,0,101,60,154,23,16,18,9,18,10,3,314,35,80,76,18,20,5,13,14,0,266,25,10,71,5,9,7,5,8,0,146,3,3,11,3,4,0,0,0,0,26,16,149,8,30,22,3,0,0,4,241,22,101,0,37,12,3,0,0,5,184,210,190,19,45,226,51,19,6,17,778,85,130,11,128,84,7,9,10,14,478,20,60,16,3,18,8,0,0,0,127
SAL80034,4,46,0,7,13,0,0,0,0,80,14,33,0,13,3,0,0,0,4,62,41,35,0,8,42,0,0,0,0,131,43,57,0,15,17,0,0,0,8,139,17,18,0,0,8,3,0,0,0,46,0,4,0,7,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,146,226,11,47,101,11,0,10,11,563,22,37,0,0,4,0,0,0,0,69,19,41,4,0,3,0,0,0,0,68,18,27,26,3,3,0,0,4,6,89,16,9,16,0,3,3,0,4,0,50,11,10,3,0,3,0,0,3,0,31,9,83,0,11,17,0,0,0,0,132,13,48,0,12,3,0,0,0,4,76,83,73,4,5,46,6,3,0,7,232,72,107,0,19,23,4,0,0,8,233,18,29,0,0,8,5,0,0,0,66
SAL80035,10,27,3,19,9,4,0,0,0,68,5,31,0,19,9,0,0,0,0,66,29,20,0,10,48,9,0,0,3,113,16,31,5,57,19,3,0,3,4,135,0,14,3,3,6,0,0,0,0,36,7,0,6,7,11,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,4,0,0,0,3,15,76,144,33,111,112,25,10,8,10,532,4,11,10,0,7,0,0,0,3,32,7,40,13,0,3,4,0,0,0,72,18,13,55,0,10,3,11,10,3,113,13,11,39,6,4,0,0,11,4,77,3,0,10,0,4,0,3,5,0,25,9,39,6,18,9,3,0,0,0,87,4,38,0,21,16,0,0,0,0,83,45,37,9,15,59,13,5,9,0,189,21,45,8,70,32,0,6,6,0,192,3,25,9,6,11,0,0,0,0,52
SAL80036,14,62,0,9,8,4,0,3,0,98,4,24,0,5,3,0,0,7,0,52,44,46,0,17,30,14,0,7,0,156,28,78,0,19,24,4,0,9,3,166,7,17,3,5,10,0,0,0,0,36,5,0,0,8,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,4,7,119,262,15,75,94,25,0,31,7,636,12,22,5,6,7,0,0,0,0,59,19,44,12,7,0,15,3,15,5,126,20,34,21,7,5,0,0,13,5,95,7,6,13,0,4,0,3,6,0,37,10,4,0,0,0,0,0,4,0,18,16,89,4,13,8,4,3,3,0,136,13,36,0,5,3,0,3,7,0,65,77,70,17,21,40,27,4,20,5,279,58,115,4,30,46,4,3,13,4,273,13,26,7,5,10,6,0,0,0,60
