SAL_CODE_2021,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,M_3500_more_15_19_yrs,M_3500_more_20_24_yrs,M_3500_more_25_34_yrs,M_3500_more_35_44_yrs,M_3500_more_45_54_yrs,M_3500_more_55_64_yrs,M_3500_more_65_74_yrs,M_3500_more_75_84_yrs,M_3500_more_85ov,M_3500_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot
SAL80012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,6,8,3,3,3,8,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,7,3,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,127,80,22,3,0,0,0,0,0,239,91,44,9,0,0,0,0,0,0,142,102,76,9,0,0,0,0,0,0,184,52,82,11,5,0,0,0,0,0,146,37,46,11,0,0,0,0,0,0,90,35,39,50,10,0,0,0,0,0,130,13,27,11,0,0,0,0,0,0,58,12,15,9,3,0,0,0,0,0,31,3,11,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,95,15,0,0,0,0,0,0,211,573,525,152,23,0,0,0,0,0,1279,151,61,22,0,0,0,0,0,0,234,152,44,4,0,0,0,0,0,0,197,207,106,5,0,0,0,0,0,0,315
SAL80018,65,3,8,5,4,6,9,0,0,87,36,13,5,7,4,9,0,0,0,70,17,18,9,8,3,10,14,3,0,78,9,18,11,10,6,14,21,15,15,112,10,14,12,0,9,17,26,13,5,107,8,30,27,5,3,9,16,4,8,109,0,13,22,6,9,19,6,13,8,91,3,14,9,13,8,12,15,6,8,87,0,17,33,12,15,19,30,17,3,143,0,10,37,15,15,16,16,6,4,123,0,8,41,15,24,22,13,14,3,140,0,0,28,30,21,26,18,3,0,129,0,8,57,83,79,61,24,8,5,316,0,0,9,29,48,12,7,0,3,105,0,0,9,72,86,56,19,0,0,246,12,7,3,13,13,23,16,12,30,124,144,163,300,315,341,334,238,130,99,2071,46,4,0,18,14,13,13,3,5,123,50,12,5,5,6,6,3,0,0,85,21,21,7,12,7,6,12,11,0,102
SAL80019,113,15,10,10,8,9,13,5,0,186,45,12,0,5,0,0,5,0,0,75,30,13,8,0,11,5,6,10,3,84,15,10,7,3,5,6,14,9,3,64,3,10,11,4,9,7,11,5,0,67,12,25,18,12,3,4,9,6,0,91,3,28,14,9,10,12,9,4,0,92,13,31,31,15,17,11,13,10,0,146,3,31,52,28,35,20,15,3,0,193,0,13,49,38,32,24,12,0,0,177,0,7,57,45,42,22,11,0,0,193,0,4,43,55,45,27,6,0,0,181,0,0,56,124,190,69,9,0,0,444,0,0,11,41,36,15,6,0,0,98,0,0,0,51,66,29,4,0,0,144,6,8,28,25,7,9,3,0,0,94,246,203,407,453,528,270,148,58,15,2323,90,8,29,31,20,15,18,5,0,217,49,8,4,7,10,12,9,7,0,114,45,16,14,14,8,11,14,11,4,128
SAL80020,33,12,5,3,3,4,0,0,0,58,12,3,0,0,3,0,0,0,0,26,8,6,0,4,3,0,0,0,0,24,0,3,0,0,0,6,7,4,0,21,0,6,14,0,0,3,0,3,0,30,3,13,8,0,0,0,3,6,0,40,0,6,9,8,0,0,9,13,3,49,0,12,3,3,5,9,11,6,0,45,0,3,16,12,9,12,9,12,5,77,0,10,18,8,5,7,18,12,5,90,0,3,17,0,10,13,5,12,3,65,0,0,16,12,8,19,7,3,0,71,0,5,22,37,57,46,17,11,0,197,0,0,0,8,21,16,3,0,0,50,0,0,6,46,40,36,7,0,0,135,0,9,7,3,0,4,0,3,0,41,63,93,144,153,165,160,105,93,28,1003,26,5,5,5,13,11,6,4,0,69,22,8,0,6,0,3,10,5,0,55,18,8,0,3,0,3,6,5,4,55
SAL80021,76,16,9,13,7,8,10,4,0,136,35,3,8,0,0,5,3,0,0,56,20,14,0,4,0,3,12,5,0,56,7,6,6,3,3,13,14,17,0,73,14,6,14,3,10,10,11,9,0,73,14,14,4,6,6,13,9,7,0,75,9,17,17,5,11,11,11,9,0,94,10,23,42,19,18,20,12,8,0,142,0,27,48,37,24,44,15,3,0,210,0,18,54,48,43,35,8,0,0,208,0,12,48,55,45,30,6,0,0,203,0,6,39,41,42,24,4,0,0,157,0,0,42,79,103,51,7,0,0,288,0,0,4,20,19,16,0,0,0,57,0,0,4,17,34,20,4,3,0,81,6,8,21,18,11,7,0,6,0,75,188,170,371,372,389,301,128,70,13,1993,61,8,23,12,22,34,6,0,0,172,49,3,3,4,6,7,6,0,0,86,16,5,12,12,0,13,12,8,0,88
SAL80022,11,0,0,4,0,3,4,0,0,31,7,0,0,0,0,0,0,0,0,13,4,0,0,0,4,0,0,3,0,9,0,3,0,0,0,0,4,0,0,11,5,0,0,0,0,3,0,0,0,9,0,0,5,0,3,3,5,4,0,21,6,0,7,0,0,3,5,0,0,17,0,0,6,3,0,0,3,0,0,19,0,8,15,3,0,5,9,8,0,47,0,6,34,5,4,4,10,10,0,73,0,5,39,6,3,4,10,10,0,78,0,4,31,13,5,11,8,4,0,76,0,3,76,37,34,23,20,5,0,202,0,0,3,12,19,15,5,0,0,54,0,0,8,25,38,38,20,3,0,131,0,5,25,26,18,12,11,7,0,111,27,45,258,139,129,125,111,51,3,892,8,0,6,4,3,3,7,0,0,37,3,0,0,0,0,0,3,3,0,18,3,0,3,3,3,0,9,0,0,22
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,40,73,61,16,12,9,7,5,0,218,11,9,9,0,0,0,5,0,0,39,20,23,23,14,6,5,3,4,0,108,15,40,42,21,11,18,5,6,4,165,9,34,59,13,16,14,13,15,16,186,6,72,107,31,15,7,10,9,3,249,3,59,109,31,7,7,9,7,4,231,8,68,176,48,21,9,12,13,3,368,0,65,270,61,27,21,6,12,8,483,0,63,208,58,24,14,12,8,0,394,0,43,179,79,34,10,10,11,0,367,0,19,101,78,31,16,7,3,6,249,0,3,149,131,68,34,15,3,0,411,0,0,16,15,7,11,4,0,0,60,0,0,20,31,27,17,4,4,0,102,8,41,77,40,20,14,3,5,9,221,114,612,1615,664,325,205,142,106,65,3844,28,72,120,42,25,16,4,6,5,315,14,19,27,6,3,6,8,4,3,94,11,30,34,17,10,18,14,12,3,152
SAL80025,122,19,19,13,10,9,9,11,0,208,37,3,4,4,0,0,3,0,0,53,19,12,11,0,5,0,0,3,5,59,4,18,13,3,6,0,16,4,0,76,3,20,14,9,4,7,9,3,0,67,8,10,11,15,7,3,6,3,0,63,5,21,36,14,13,11,6,0,0,106,6,30,56,48,26,11,4,0,0,190,6,31,94,71,41,19,17,0,0,268,0,19,93,82,33,12,3,0,0,247,0,11,50,79,45,19,3,0,0,216,0,3,37,82,45,19,0,0,0,183,0,0,69,224,122,37,7,0,0,454,0,0,8,46,30,7,0,0,0,94,0,0,8,66,49,19,4,0,0,153,13,12,38,30,20,7,8,0,5,125,237,212,550,792,457,175,102,40,11,2571,93,13,60,57,29,29,30,9,3,317,61,4,9,15,8,6,0,0,0,105,29,27,13,19,9,6,7,8,0,115
SAL80026,68,10,5,5,9,6,8,0,4,118,17,0,0,0,0,0,6,0,0,26,14,10,5,0,0,6,7,3,0,43,6,8,6,3,3,5,12,6,4,50,7,3,11,5,6,7,6,4,3,51,5,8,5,7,5,4,7,7,0,41,3,16,17,0,6,9,13,4,6,70,0,23,26,18,14,17,16,11,0,112,6,16,30,34,16,21,22,9,0,137,0,17,22,22,12,24,18,4,0,123,0,10,48,27,37,29,14,3,0,167,0,0,21,29,22,20,8,0,0,100,0,3,34,69,71,61,6,0,0,247,0,0,0,14,14,9,7,0,0,40,0,0,6,23,20,17,0,0,0,64,3,5,11,11,18,7,4,0,0,62,128,119,239,265,253,234,149,50,16,1457,39,4,19,12,10,24,13,10,3,135,37,7,3,0,5,3,10,7,0,64,13,5,12,4,5,12,5,10,0,65
SAL80027,12,46,33,9,3,5,0,3,0,112,8,7,5,4,0,0,0,0,0,30,8,24,11,5,4,7,6,0,0,71,4,22,23,12,5,4,6,8,3,79,3,30,11,0,3,8,11,10,0,79,0,35,37,3,6,3,7,6,0,104,3,34,40,8,7,0,7,8,0,97,4,31,54,14,13,6,3,0,0,133,0,48,99,35,7,16,6,4,4,226,0,96,162,48,4,11,10,0,0,332,0,40,206,37,20,13,4,4,0,323,0,10,156,66,26,12,15,5,0,283,0,9,280,180,74,38,18,3,0,606,0,4,39,47,22,22,5,0,0,139,0,5,43,65,39,53,12,0,0,220,3,30,87,31,17,6,7,0,0,192,46,465,1284,565,253,210,130,59,13,3025,15,36,58,17,6,13,3,5,3,147,11,6,8,3,5,5,4,0,0,47,9,32,16,4,3,7,8,6,0,82
SAL80028,75,40,41,12,6,8,11,3,0,186,40,16,3,8,4,3,0,0,0,78,37,50,20,4,4,0,4,0,0,119,25,63,33,3,6,3,5,10,7,154,15,55,36,10,3,8,11,5,6,148,18,67,66,14,4,11,7,12,0,202,13,75,87,12,4,6,7,7,6,210,3,63,102,20,5,0,21,10,5,238,8,43,159,44,17,4,17,15,4,309,0,44,114,47,23,12,24,16,6,282,0,14,118,49,26,20,18,10,0,256,0,4,80,42,16,23,19,6,5,192,0,6,113,126,75,53,25,7,4,405,0,0,12,31,27,15,10,0,0,96,0,0,12,43,69,37,8,4,5,182,5,23,32,19,10,15,14,10,6,134,243,571,1019,491,280,214,208,118,53,3192,51,56,60,36,9,18,21,9,3,269,47,28,8,13,9,10,9,5,6,122,69,74,20,12,4,7,12,11,0,214
SAL80029,66,16,8,4,4,17,13,0,0,141,32,7,0,0,3,0,3,3,3,52,13,9,5,3,0,6,4,6,0,52,8,14,13,3,7,6,15,13,3,78,9,11,10,7,0,16,19,20,17,102,8,12,8,3,3,10,15,0,5,67,6,23,12,11,4,15,15,5,0,100,7,24,36,16,19,17,22,8,5,152,3,25,54,46,29,36,27,6,0,226,0,16,63,41,30,40,23,4,0,215,0,7,64,50,29,48,10,5,0,222,0,0,45,43,41,46,21,0,0,192,0,0,48,84,122,81,22,7,0,365,0,0,15,13,27,19,3,0,0,75,0,0,7,35,34,32,3,0,0,111,7,4,16,20,12,9,4,9,3,78,164,182,401,376,370,403,221,87,32,2226,61,10,13,17,23,41,18,4,0,169,38,10,7,5,0,15,11,0,0,93,31,15,9,5,5,12,20,7,0,96
SAL80030,54,11,7,3,6,0,5,4,0,96,34,8,7,0,0,0,0,0,0,51,10,35,13,9,4,0,0,0,0,68,5,25,0,5,8,6,0,7,3,60,9,24,0,3,6,3,5,6,7,56,27,33,12,3,3,7,3,7,0,94,92,93,18,0,0,8,7,9,4,229,130,205,25,6,4,9,21,6,7,414,25,175,53,11,10,15,12,8,0,320,10,83,86,17,3,11,20,15,5,249,9,63,75,26,17,15,27,6,4,235,0,9,59,31,25,15,25,5,0,177,0,5,109,93,79,54,38,12,4,394,0,0,25,42,28,29,14,0,4,145,0,0,18,64,108,83,18,6,3,306,55,161,95,41,42,30,17,4,5,442,453,939,599,342,340,298,209,104,42,3324,38,8,24,10,14,17,7,5,0,120,46,7,6,0,4,0,4,0,0,77,12,22,11,0,12,5,4,6,3,68
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,19,0,3,8,12,8,15,0,4,0,56,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,75,15,9,9,11,6,7,0,0,140,40,9,0,0,0,0,0,0,0,60,17,11,3,9,0,0,0,0,0,48,7,9,8,7,0,8,14,5,0,54,3,7,9,3,8,5,7,0,4,47,9,16,18,13,7,4,9,5,0,76,3,12,22,22,10,7,13,5,0,98,0,26,47,33,12,9,11,3,0,138,0,17,84,63,22,14,13,4,0,220,0,19,78,69,36,19,11,0,0,233,0,18,84,76,30,15,6,0,0,232,0,3,55,90,27,19,0,0,0,198,0,3,83,220,107,35,12,0,0,454,0,0,11,50,24,11,0,0,0,102,0,0,15,71,48,25,4,0,0,157,4,6,29,28,4,11,5,0,0,85,177,169,550,752,350,193,109,32,5,2333,64,16,51,34,22,30,17,0,0,242,37,4,7,6,9,3,8,0,0,66,28,14,8,17,5,8,9,4,0,82
SAL80034,37,8,0,0,3,4,3,5,0,63,33,5,0,0,0,0,0,3,0,45,11,3,0,5,3,4,4,0,0,33,5,0,0,0,3,3,7,9,5,35,4,8,0,3,5,0,10,3,3,34,7,17,0,0,4,4,7,6,0,42,0,0,3,3,4,9,9,5,8,42,0,9,5,0,7,12,7,10,0,50,0,6,7,7,6,5,16,22,0,77,0,7,17,3,9,14,24,19,6,93,0,3,11,8,13,12,13,13,6,65,0,0,8,11,14,16,14,7,0,68,0,0,18,56,55,37,25,10,4,196,0,0,3,14,20,13,0,3,0,51,0,0,5,40,75,44,16,0,0,186,0,3,5,6,0,3,7,4,0,39,95,68,71,158,202,184,181,128,31,1119,30,3,0,9,6,9,12,5,0,81,34,0,0,3,0,4,5,4,0,58,17,7,4,8,0,0,10,3,3,54
SAL80035,45,4,9,8,3,6,0,4,3,76,13,4,0,4,0,5,0,0,0,23,7,8,5,11,5,3,8,0,0,46,3,6,4,4,8,10,9,7,0,62,10,9,8,8,4,10,11,9,4,66,3,3,17,6,0,8,14,7,0,52,0,6,14,14,8,0,8,0,3,63,3,11,17,13,16,7,10,7,0,83,0,14,39,34,35,21,11,5,0,146,0,8,39,31,20,19,9,3,0,126,0,5,27,32,24,19,11,0,0,116,0,3,27,21,22,4,9,0,0,85,0,3,15,33,29,17,4,0,0,103,0,0,9,0,4,4,5,0,0,20,0,0,3,4,7,0,0,0,0,14,6,3,17,13,12,0,5,6,0,67,92,79,254,239,192,119,113,53,13,1158,39,0,6,15,6,23,8,4,0,111,11,6,14,8,0,3,6,4,0,52,8,7,4,11,15,11,11,5,0,63
SAL80036,25,3,8,0,10,6,0,3,3,58,20,0,0,0,0,0,0,0,0,23,8,8,0,0,0,0,3,7,0,30,0,7,7,0,4,5,6,4,7,45,4,9,9,3,8,8,4,5,4,45,7,5,15,3,5,13,7,10,3,60,0,11,19,0,8,4,5,5,4,62,0,5,36,10,7,5,7,8,0,92,0,11,41,15,19,11,10,18,4,127,0,14,27,12,9,8,9,9,4,85,0,0,26,12,14,11,8,3,0,75,0,0,16,19,11,9,9,0,0,66,0,3,31,46,40,30,7,0,0,149,0,0,5,24,15,3,4,0,0,54,0,0,11,29,18,17,6,4,0,84,3,3,9,6,4,6,3,10,0,44,65,85,247,193,166,137,88,85,28,1089,26,5,3,4,5,11,13,4,0,75,17,0,3,0,3,3,9,3,0,42,9,4,6,0,5,0,9,10,0,46
SAL80037,67,23,18,7,7,9,17,3,0,151,36,5,5,0,0,0,3,6,0,59,17,7,6,4,7,11,12,0,0,69,4,12,0,8,0,5,35,19,0,96,3,6,10,12,11,10,17,13,4,84,9,13,7,4,3,14,15,0,0,78,7,16,22,7,5,9,21,6,0,97,3,20,29,22,15,23,22,5,0,143,0,13,46,32,30,39,34,6,0,204,0,15,58,34,39,32,23,4,0,201,0,11,46,45,31,37,16,5,0,182,0,5,35,44,32,48,19,0,0,177,0,0,54,92,85,76,16,0,0,315,0,0,9,11,15,5,4,0,0,40,0,0,0,27,24,27,0,0,0,86,8,8,23,13,5,5,11,0,3,79,162,169,363,361,309,360,260,86,9,2070,52,14,21,20,19,38,15,0,0,182,23,7,6,4,3,9,14,9,0,70,29,8,13,9,12,19,13,3,5,107
SAL80038,47,112,50,5,9,6,0,0,0,225,30,33,7,3,5,0,0,0,0,76,35,44,9,0,0,0,0,0,0,93,30,42,12,5,0,0,0,0,0,100,28,37,17,5,0,0,5,0,0,89,17,42,32,7,0,0,0,0,0,95,9,31,35,13,3,0,3,4,0,89,6,25,32,4,4,7,12,0,0,83,0,40,73,15,3,11,10,3,0,155,0,22,81,18,11,3,9,0,0,141,0,22,99,27,8,11,15,5,0,184,0,9,66,30,15,8,13,4,0,147,6,7,146,76,52,21,13,3,0,315,0,0,20,19,18,10,6,0,0,74,0,5,27,61,59,43,9,0,0,204,54,82,73,24,11,13,4,4,4,263,248,545,775,297,200,139,98,39,10,2342,52,120,30,18,11,13,5,0,0,250,39,31,8,0,4,0,6,6,0,91,67,47,7,3,3,0,3,0,0,135
