SAL_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_06_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_06_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_06_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_06_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_06_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_06_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_06_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_06_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_06_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_06_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_06_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_06_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_06_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_06_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_06_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80018,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,55,6,0,3,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,151,9,6,3,0,0,0,0,0,0,167,104,0,0,0,0,0,0,0,0,3,115,35,4,0,0,0,0,0,0,0,0,44,11,9,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,45,3,6,0,0,0,0,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,155,5,3,0,0,0,0,0,0,4,175,66,0,0,0,0,0,0,0,0,8,75,18,0,0,0,0,0,0,0,0,5,25,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0
SAL80019,0,0,0,0,0,0,124,6,3,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,116,14,4,0,0,0,0,0,0,5,137,0,0,0,0,0,0,0,0,0,0,0,188,18,4,0,0,0,0,0,0,5,215,57,4,5,0,0,0,0,0,0,0,57,42,12,4,0,0,0,7,0,0,0,63,7,0,7,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,52,12,7,0,0,0,4,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,107,9,7,0,0,0,4,0,0,0,136,15,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0,38,0,0,0,0,0,0
SAL80020,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,86,12,0,0,0,0,0,0,4,0,107,54,0,0,0,0,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,67,0,6,0,0,0,0,0,0,0,71,44,0,0,0,0,0,0,0,0,0,41,11,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
SAL80021,0,0,0,0,0,0,76,9,3,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,78,9,0,0,0,0,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,179,7,0,0,0,0,0,0,0,8,194,48,0,0,0,0,0,0,0,0,0,48,45,0,0,0,0,0,0,0,0,0,49,8,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,102,0,9,0,0,0,0,0,0,0,112,27,0,0,0,0,0,0,0,0,0,27,21,0,0,0,0,0,0,0,0,0,26,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
SAL80022,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,3,0,0,76,46,0,0,6,0,0,0,0,0,0,47,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,52,0,0,5,0,0,0,0,0,0,60,24,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,0,0,0,0,0,0,79,12,4,6,0,0,7,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,85,12,12,0,0,7,4,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,140,12,16,0,0,7,4,0,0,0,182,68,3,3,0,0,0,0,0,0,0,75,30,4,0,0,0,0,0,0,0,3,38,14,4,8,0,0,9,5,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,40,5,10,0,0,9,5,0,0,5,74,0,0,0,0,0,0,0,0,0,0,0,107,9,10,0,0,9,5,0,0,9,146,54,0,0,0,0,0,0,0,0,0,57,24,0,0,0,0,0,0,0,0,0,25,13,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
SAL80025,0,0,0,0,0,5,114,7,12,9,0,0,0,9,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,80,44,10,4,5,0,9,3,0,4,152,0,0,0,0,0,0,0,0,0,0,0,103,55,15,4,4,3,9,3,0,4,201,21,0,0,0,0,0,0,0,0,0,21,37,13,4,0,0,0,3,3,0,0,59,18,7,6,0,3,0,10,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,53,23,12,0,3,0,7,7,0,0,106,0,0,0,0,0,0,0,0,0,0,0,72,28,12,0,3,0,7,7,0,6,133,20,0,0,0,0,0,0,0,0,0,20,17,6,0,0,0,0,0,3,0,0,24,11,0,4,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,27,6,6,0,5,0,6,3,0,0,49,0,0,0,0,0,0
SAL80026,0,0,0,0,0,0,90,7,0,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,89,4,6,3,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,157,7,10,3,0,0,0,0,0,3,177,78,0,0,0,0,0,0,0,0,0,78,39,0,0,4,0,0,0,0,0,0,46,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,48,3,0,4,0,0,0,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,122,3,0,4,0,0,0,3,0,0,130,24,0,0,0,0,0,0,0,0,0,23,37,0,0,0,0,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
SAL80027,0,0,0,4,0,0,47,7,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,36,6,5,3,0,0,0,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,111,16,3,3,0,0,0,4,0,0,133,58,4,0,0,0,0,0,0,0,0,62,28,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,84,6,0,0,0,0,3,0,0,3,95,32,0,0,0,0,0,0,0,0,0,32,25,0,0,0,0,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
SAL80028,0,0,0,0,0,3,125,5,0,3,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,111,13,6,0,0,3,4,3,0,3,151,0,0,0,0,0,0,0,0,0,0,0,170,16,12,0,0,4,4,0,0,3,215,69,4,0,0,0,0,0,0,0,5,71,56,0,4,0,0,0,0,0,0,0,59,8,0,14,0,0,0,4,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,71,3,15,0,0,0,4,6,0,0,94,0,0,0,0,0,0,0,0,0,0,0,135,0,15,0,0,0,4,6,0,5,166,48,0,0,0,3,0,0,0,0,4,55,12,0,0,0,0,0,0,0,0,0,19,16,0,5,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0
SAL80029,0,0,0,0,0,5,76,4,4,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,68,14,0,4,0,0,3,0,0,5,87,0,0,0,0,0,0,0,0,0,0,0,187,19,11,4,0,0,3,0,0,5,226,90,0,0,0,0,0,0,0,0,4,94,58,0,0,0,0,3,0,0,0,3,66,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,3,167,43,0,0,0,0,0,0,0,0,4,45,21,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,3,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,4,0,0,0,4,34,0,0,0,0,0,0
SAL80030,0,0,0,0,0,0,48,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,0,4,3,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,136,0,7,3,0,5,3,0,0,5,160,70,0,0,0,0,0,0,0,0,0,78,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,98,3,0,0,0,0,0,0,0,0,102,53,0,0,0,0,0,0,0,0,0,53,7,0,0,0,0,0,0,0,0,3,10,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,3,15,0,0,0,0,0,0
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,0,3,0,0,96,8,4,9,0,0,0,7,5,3,0,35,0,0,0,0,0,0,0,0,0,0,0,69,28,11,0,0,0,7,7,3,3,131,0,0,0,0,0,0,0,0,0,0,5,133,41,14,0,0,0,7,7,3,0,204,30,0,0,0,0,0,0,0,0,0,36,37,6,0,0,0,0,4,5,0,0,50,3,3,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,43,6,4,0,0,0,0,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,76,5,7,0,0,0,0,3,0,0,99,12,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,9,9,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0
SAL80034,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,119,0,4,0,0,0,0,0,0,0,122,78,0,0,0,0,0,0,0,0,0,78,37,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,129,49,0,0,0,0,0,0,0,0,0,53,27,0,0,0,0,0,0,0,0,0,27,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
SAL80035,0,0,0,0,0,0,39,4,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,0,4,5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,80,4,0,0,5,4,5,0,0,4,104,40,0,0,0,0,0,0,0,0,0,40,27,0,4,0,0,0,0,0,0,0,31,9,0,4,0,3,0,4,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,34,0,6,0,3,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,73,0,6,0,3,0,0,0,0,4,85,29,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
SAL80036,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,0,3,0,0,0,0,79,44,0,0,0,0,0,0,0,0,0,48,22,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,0,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,69,0,5,0,0,0,5,0,0,0,74,34,0,0,0,0,0,0,0,0,0,40,17,0,0,0,0,0,0,0,0,0,17,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,22,6,0,0,0,0,0
