SAL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,5,3,0,3,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,5,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,14,6,5,0,0,0,0,0,23,0,13,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,6,3,0,21,0,22,0,13,4,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,7,74,7,26,13,8,6,7,0,146,0,8,0,4,6,4,0,0,0,24,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80018,25,53,5,0,9,3,0,0,0,94,18,57,11,0,6,0,0,4,0,97,35,54,19,9,3,3,5,3,4,134,22,11,17,0,0,0,3,8,0,59,17,10,5,4,0,0,0,0,0,36,0,23,3,0,0,0,0,0,0,39,3,21,0,4,0,0,0,3,0,36,44,56,4,8,12,3,3,3,8,137,82,129,3,12,20,0,0,10,11,271,5,29,7,5,5,0,0,0,0,53,0,0,3,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,8,3,0,0,7,0,0,3,0,18,3,0,0,0,0,0,0,0,0,14,273,460,80,42,70,16,10,27,27,1009,29,42,0,0,10,0,0,0,0,85,6,13,0,0,6,0,0,0,0,24,3,5,0,0,3,0,0,0,0,13,7,14,4,4,4,0,0,0,0,27,14,6,0,0,10,0,0,0,0,24
SAL80019,10,21,0,3,0,0,0,0,0,46,33,114,16,9,12,5,3,0,0,191,52,56,75,9,20,3,16,12,3,239,21,8,45,5,5,0,0,10,0,84,7,7,3,0,4,0,0,6,0,21,8,16,4,7,3,0,3,0,0,42,5,28,0,5,3,0,7,0,0,46,85,78,15,11,36,24,8,9,7,267,50,48,10,34,21,4,5,9,0,173,7,19,5,3,4,3,0,0,0,46,12,0,8,0,0,0,6,0,0,38,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,12,4,10,7,4,0,0,3,0,7,35,287,405,201,97,108,44,41,38,27,1248,20,20,7,3,15,0,0,0,0,65,3,23,6,0,8,0,0,0,0,37,0,3,3,6,3,0,3,3,0,23,5,6,0,0,0,0,0,0,0,10,3,8,0,5,0,0,0,0,0,25
SAL80020,10,38,0,0,0,0,0,0,0,61,18,28,4,0,7,3,0,3,0,59,10,30,17,4,0,0,0,3,0,66,6,5,10,0,0,0,0,7,0,27,3,5,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,23,3,11,0,0,0,0,0,0,0,19,32,21,8,3,8,8,0,3,3,88,37,59,0,8,8,0,0,6,6,122,5,16,4,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,9,143,232,43,25,32,12,7,21,17,537,16,20,4,0,3,0,0,0,0,49,4,6,6,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,9,8,5,0,0,0,0,0,0,0,17
SAL80021,11,8,0,4,3,0,0,0,6,30,25,64,10,0,4,3,0,0,0,113,29,34,109,8,17,4,23,9,8,238,12,3,81,0,5,0,7,14,5,124,5,0,11,0,4,0,0,4,0,25,3,6,5,9,5,0,3,0,0,30,0,14,0,7,9,0,0,0,0,22,41,50,3,11,40,8,11,7,3,179,15,25,4,26,12,3,10,4,3,94,4,15,0,6,3,0,0,4,0,33,8,0,20,3,3,0,0,5,0,47,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,15,0,0,7,0,0,0,4,0,6,22,151,217,267,62,105,31,69,46,31,983,5,11,0,3,3,0,0,0,0,20,8,7,0,8,3,3,0,0,0,30,0,4,3,0,3,0,0,0,0,20,0,4,4,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,8
SAL80022,6,23,0,0,0,0,0,0,0,36,9,29,8,0,4,0,0,0,4,51,14,36,7,0,4,0,0,5,0,64,6,0,3,0,3,0,0,0,0,20,3,6,0,0,0,0,0,0,0,11,0,17,6,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,7,46,41,0,7,11,7,0,0,4,125,44,101,0,18,11,3,0,0,3,184,0,14,0,3,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,137,286,26,38,39,8,0,4,15,558,4,12,0,0,5,0,0,0,0,20,3,5,0,0,0,0,0,0,0,11,0,3,0,0,4,0,0,0,0,9,3,3,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,11
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,8,63,10,9,13,5,3,3,0,115,41,200,49,28,25,45,17,31,0,446,37,90,54,12,20,12,22,13,9,270,14,10,44,5,0,0,6,4,0,87,4,8,6,0,0,3,0,4,0,24,3,89,6,19,7,3,0,0,0,139,9,29,3,9,7,0,0,3,0,57,90,127,42,51,75,48,23,31,12,500,60,155,14,51,65,9,8,15,9,386,12,27,6,3,6,16,0,3,0,77,6,0,45,10,3,0,0,7,0,73,0,0,0,0,0,0,0,0,0,0,0,11,5,4,0,0,4,6,0,26,4,9,9,4,0,4,3,5,8,47,288,823,301,205,223,144,92,125,45,2242,11,47,11,9,9,9,0,3,0,102,12,53,9,30,15,23,0,13,6,151,3,28,3,6,7,10,0,0,0,50,0,12,4,4,3,0,0,0,3,36,0,11,0,0,0,3,0,0,0,19
SAL80025,13,31,0,9,0,7,4,6,3,69,44,183,26,6,16,8,7,12,6,312,37,82,59,7,13,8,6,22,0,243,19,14,53,0,0,0,7,7,4,109,0,5,10,3,0,0,3,0,0,21,6,16,0,4,0,0,0,4,3,36,3,20,3,11,4,0,3,0,4,43,104,81,23,23,56,14,24,8,14,351,38,48,3,56,22,6,10,7,8,186,6,25,10,0,4,3,0,7,0,42,10,0,27,0,5,3,8,4,0,61,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,5,0,0,20,4,9,4,6,3,0,5,4,16,45,286,512,223,128,137,51,72,71,50,1541,7,30,3,11,16,6,0,0,0,72,12,51,7,7,11,3,0,3,5,102,0,14,6,3,3,0,0,0,0,37,0,6,0,0,6,0,0,0,0,11,0,3,4,0,0,0,0,0,0,11
SAL80026,6,13,0,0,4,0,0,0,0,21,21,80,3,0,7,6,4,3,4,131,27,35,62,11,5,0,6,9,0,157,10,3,40,0,0,0,0,3,0,70,0,3,6,0,0,0,0,0,0,7,4,16,6,3,3,0,0,3,0,33,0,17,0,0,0,0,0,0,0,24,28,20,4,8,32,7,6,7,0,111,22,25,0,19,15,0,3,0,0,86,0,14,0,0,4,0,0,0,0,20,5,0,17,8,0,0,3,5,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,9,130,222,145,50,80,13,25,30,17,719,5,14,0,0,8,0,0,0,0,21,9,13,3,0,6,0,0,0,4,31,0,8,0,0,4,0,0,0,0,13,0,3,0,0,3,0,0,0,0,8,0,3,3,6,6,0,0,0,0,13
SAL80027,28,104,7,3,14,0,0,0,0,159,31,159,15,7,3,0,0,5,3,227,42,91,21,9,3,4,9,6,5,186,16,13,19,6,0,0,0,0,0,62,3,12,6,0,4,0,0,0,0,28,9,43,4,11,6,0,0,0,0,76,5,30,0,7,3,0,0,0,0,46,115,174,5,12,56,23,4,14,8,412,159,323,8,39,71,8,4,4,11,613,15,44,3,9,9,0,0,0,0,86,8,0,17,3,4,5,0,4,0,38,0,0,0,0,0,0,0,0,0,0,9,11,0,0,8,0,0,0,0,34,4,6,8,4,4,0,3,4,3,33,443,1012,117,112,180,44,16,32,40,2008,19,74,4,11,19,8,0,0,5,139,11,39,4,4,5,0,0,0,0,69,9,22,5,0,0,6,0,0,0,46,4,10,0,0,4,0,0,0,0,30,9,9,0,6,12,0,0,0,0,30
SAL80028,26,76,9,6,7,0,5,6,0,130,46,143,19,19,18,21,9,30,3,302,34,82,46,6,21,9,4,11,0,213,11,12,19,4,5,4,3,7,0,55,0,3,0,3,3,3,0,0,0,12,12,58,0,16,3,4,0,3,0,103,0,33,3,4,4,0,0,3,0,49,105,102,26,28,44,30,9,16,10,376,70,131,5,40,30,10,6,9,5,305,6,34,11,0,8,5,0,5,4,71,3,4,26,3,6,8,3,9,0,58,0,0,0,0,0,0,0,0,0,0,3,3,4,4,6,0,0,0,0,22,3,4,4,7,0,0,0,0,7,26,312,684,179,148,149,89,41,98,35,1739,16,55,16,5,22,6,0,5,0,123,6,31,12,23,3,12,0,7,3,95,7,22,7,4,8,3,0,0,0,49,4,5,0,0,3,4,0,0,0,25,6,8,0,3,11,4,0,0,0,32
SAL80029,13,10,6,0,0,3,0,0,0,38,24,76,12,0,11,0,3,6,0,131,30,29,113,11,12,4,19,11,7,237,21,5,88,6,6,6,5,15,0,146,4,0,14,0,0,0,3,0,0,22,0,24,0,6,0,0,0,0,0,38,6,24,0,3,4,0,0,0,0,45,59,35,12,13,34,10,0,4,9,181,25,38,8,40,23,7,3,7,5,146,6,8,9,0,0,3,0,3,4,30,11,4,15,5,0,4,6,4,0,44,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,5,0,0,20,0,5,3,0,3,0,0,3,0,24,198,275,282,90,97,37,50,51,26,1112,8,20,6,0,20,6,0,0,0,50,8,9,3,3,3,0,0,0,0,25,5,0,5,5,3,0,0,0,0,23,0,5,4,0,0,0,0,0,0,9,5,0,6,0,3,6,0,0,0,13
SAL80030,26,48,3,0,4,0,0,0,3,96,31,89,9,6,4,0,0,6,3,147,56,62,24,5,5,0,0,4,6,163,24,11,16,0,0,0,0,4,0,56,4,0,0,5,0,4,0,0,0,16,4,40,0,8,3,0,0,0,0,60,15,18,0,4,5,0,0,0,0,37,157,70,5,19,23,7,0,3,11,296,155,151,5,29,36,0,3,0,12,399,14,22,4,0,0,0,0,3,3,51,11,3,6,6,5,5,0,0,0,33,0,0,0,3,0,0,0,0,0,3,31,11,0,17,5,0,0,0,4,61,4,0,0,0,0,0,0,5,4,18,547,527,66,105,98,24,9,28,45,1445,18,36,0,10,12,0,0,0,5,83,15,7,0,3,5,0,0,0,0,22,8,6,3,5,0,0,0,0,0,22,0,7,0,0,0,3,0,0,0,13,4,4,0,0,3,0,0,0,0,16
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,13,16,7,4,6,0,0,0,0,40,46,120,23,3,7,7,18,5,0,231,31,69,79,10,18,3,13,8,0,231,17,5,71,0,3,5,5,8,0,127,4,0,5,0,4,0,0,3,0,13,8,32,5,7,3,0,0,0,4,55,7,20,0,8,4,0,0,0,3,39,88,87,7,24,64,20,18,8,8,326,34,42,6,49,21,0,9,10,7,169,6,37,9,3,4,3,0,0,0,70,7,5,26,5,7,4,3,8,0,66,0,0,0,0,0,0,0,0,0,0,12,3,0,9,0,0,0,0,6,31,9,3,8,0,0,5,5,5,8,38,280,444,237,114,144,53,73,55,35,1437,10,19,7,3,14,3,0,0,0,59,11,41,8,11,10,0,0,4,5,84,0,16,0,0,0,0,0,4,0,34,5,12,0,0,8,0,0,0,0,16,0,0,0,4,0,0,0,0,0,9
SAL80034,16,25,0,0,0,0,0,0,0,34,17,35,6,0,0,0,0,0,0,60,19,24,26,3,7,0,0,5,6,83,10,8,16,0,0,0,0,4,0,37,7,4,3,0,0,0,0,3,0,20,4,38,0,4,0,0,0,0,0,48,0,8,0,0,0,0,0,0,0,13,41,38,0,0,9,10,0,0,0,102,22,57,0,4,10,5,0,0,0,99,9,10,0,0,0,4,0,0,0,20,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,140,251,54,24,22,18,12,10,6,539,9,14,0,0,4,0,0,0,0,35,0,5,0,0,5,0,0,0,0,12,0,6,0,0,0,0,0,0,0,10,3,4,0,0,3,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6
SAL80035,0,5,3,0,3,0,0,0,0,12,11,35,11,0,0,4,0,0,0,64,15,13,55,0,10,0,12,10,3,112,13,3,39,0,4,0,0,9,4,68,0,0,8,0,3,0,3,5,0,16,0,6,4,5,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,17,15,15,3,8,14,3,0,10,0,69,8,16,4,13,7,0,3,0,0,58,5,11,5,5,4,0,0,0,0,20,0,0,10,8,3,6,4,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,5,0,3,0,4,0,0,17,61,115,147,42,55,15,35,35,8,516,0,7,4,0,4,0,0,0,3,19,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,9,0,4,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,10
SAL80036,7,12,0,3,0,0,0,0,0,22,16,25,12,0,0,5,3,14,5,88,19,28,25,3,4,0,0,11,5,79,3,4,13,0,0,0,3,5,0,32,0,4,0,0,0,0,0,4,0,11,4,33,0,0,0,0,0,0,0,37,3,12,0,0,0,0,3,3,0,16,35,31,13,6,8,13,4,13,5,118,30,36,4,18,14,3,3,10,0,114,7,13,4,0,0,6,0,0,0,21,0,0,14,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,12,3,5,0,0,0,0,0,0,0,8,130,201,85,38,31,23,18,57,18,589,3,11,5,8,8,0,0,0,0,33,4,11,0,7,0,5,0,0,0,33,0,3,3,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,10
