SAL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SAL80022,0,0,0,58,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,22,8,23,4,4,0,0,3,103
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,0,0,0,52,5,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,6,84,41,8,96,26,99,4,34,4,24,11,431
SAL80025,0,0,0,342,6,0,0,3,0,8,0,0,0,4,36,64,0,0,6,0,0,0,0,0,0,0,3,7,461,52,13,302,50,175,11,40,9,41,41,1197
SAL80026,0,3,0,157,10,0,0,3,0,4,0,0,0,3,10,35,0,0,0,0,0,0,0,0,0,0,0,0,157,16,3,134,33,74,7,13,5,29,17,479
SAL80027,0,4,0,112,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,80,7,7,52,22,37,0,22,0,15,3,233
SAL80028,0,0,0,211,7,0,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,183,17,13,138,23,95,8,14,7,16,23,525
SAL80029,0,3,0,284,17,0,0,11,0,0,0,0,0,0,23,54,0,0,0,0,0,0,0,0,0,0,0,3,276,25,9,231,53,86,16,33,3,31,19,786
SAL80030,3,4,0,318,3,0,0,4,0,5,0,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,198,16,3,139,34,73,4,17,9,25,15,532
SAL80031,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,0,363,20,0,0,6,6,0,0,0,3,0,29,59,0,0,0,0,0,0,0,0,0,0,0,0,420,37,7,255,81,153,10,24,12,19,29,1045
SAL80034,0,6,0,259,6,0,0,9,0,6,0,0,0,0,10,35,0,0,0,0,0,0,0,0,0,0,5,5,150,19,3,117,18,32,5,13,0,24,14,401
SAL80035,0,0,0,46,0,0,0,0,3,0,0,0,0,4,17,25,0,0,0,0,0,0,0,0,0,0,0,0,104,17,3,99,17,39,3,21,5,26,16,347
SAL80036,0,0,0,144,5,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,110,12,4,96,8,36,11,6,6,14,6,302
SAL80037,0,4,0,197,9,0,0,3,3,0,0,0,0,5,13,40,0,0,0,0,0,0,0,0,0,0,0,0,227,27,16,223,36,87,8,19,7,42,21,697
SAL80038,0,0,0,38,3,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,5,5,24,0,4,22,7,22,4,6,0,5,14,102
SAL80039,0,0,0,265,11,0,0,4,0,4,0,0,0,3,14,44,0,0,0,0,0,0,0,0,0,0,0,6,286,32,11,190,47,86,7,20,5,29,22,727
SAL80040,0,5,0,155,4,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,4,108,29,4,111,11,35,3,12,0,18,6,331
SAL80041,0,4,0,236,6,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,3,3,268,22,10,185,37,94,19,20,8,15,17,680
SAL80042,0,0,0,327,8,0,0,3,0,5,0,0,0,0,26,44,0,0,0,0,0,0,0,0,0,0,0,5,317,27,12,181,39,101,6,32,5,23,26,760
SAL80043,3,5,0,450,8,0,0,8,0,0,0,0,0,5,22,46,0,0,0,0,0,0,0,0,0,0,0,0,270,29,8,233,41,79,9,23,8,25,20,741
SAL80044,0,4,0,267,7,0,0,4,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,167,4,0,110,15,41,0,7,3,19,16,387
SAL80045,0,3,0,218,3,0,0,3,0,0,0,0,0,0,14,19,5,0,0,0,0,0,0,0,0,0,0,4,207,9,4,85,26,52,0,14,4,8,17,431
SAL80046,0,3,0,118,0,0,0,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,70,14,8,73,18,21,0,10,4,18,12,254
SAL80047,0,0,0,198,3,0,0,8,0,4,0,4,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,149,39,9,133,28,60,12,25,0,15,10,474
SAL80048,0,4,0,220,6,0,0,5,0,0,0,0,4,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,167,19,7,123,37,46,5,11,3,30,13,462
SAL80049,0,5,0,344,15,0,0,6,5,5,5,0,0,3,27,61,0,0,0,0,0,0,0,0,0,0,0,3,428,36,14,312,59,109,15,30,13,52,28,1093
SAL80050,3,3,0,252,6,0,0,3,4,3,0,3,0,0,16,42,0,0,0,0,0,0,0,0,0,0,0,0,228,42,4,216,56,82,11,24,7,44,14,739
SAL80051,0,11,0,251,12,0,0,8,0,5,0,0,0,0,19,42,0,0,0,0,0,0,0,0,0,0,0,0,186,16,4,123,18,41,7,13,5,31,19,454
SAL80052,0,5,0,277,6,0,0,3,3,0,0,0,0,5,12,31,0,0,0,0,0,0,0,0,0,0,0,0,183,17,0,148,21,66,6,20,0,27,14,505
SAL80053,0,0,0,187,8,0,0,6,0,0,5,0,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,144,14,7,123,33,40,12,16,3,15,10,422
SAL80054,0,3,0,191,10,0,0,4,0,3,0,4,4,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,178,27,0,162,17,84,9,29,3,45,17,569
SAL80055,0,7,0,211,5,0,3,5,0,0,0,0,0,3,11,28,0,0,0,0,0,0,0,0,0,0,0,0,180,13,11,155,35,56,7,15,0,27,13,520
SAL80056,0,0,0,417,7,0,0,0,0,3,0,0,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,3,365,21,7,214,31,84,3,13,4,19,14,776
SAL80057,5,6,0,125,0,0,0,8,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,63,6,30,0,3,3,13,8,189
SAL80058,0,5,0,323,13,0,0,3,0,3,0,0,0,0,30,48,0,0,0,0,0,0,0,0,0,0,3,3,385,45,13,252,28,147,9,41,0,47,27,1002
SAL80059,0,4,0,122,3,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,95,9,3,96,16,33,5,6,0,25,3,299
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL80061,3,9,5,287,3,0,0,0,4,3,0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,204,3,3,135,16,74,3,12,6,23,17,495
SAL80062,0,0,0,112,3,0,0,4,0,3,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,121,13,9,93,15,64,4,10,4,36,4,374
SAL80063,3,4,0,166,3,0,0,0,0,0,0,0,0,4,11,13,0,0,0,0,0,0,0,0,0,0,0,0,138,16,3,134,25,55,6,16,3,31,6,442
SAL80064,0,14,0,346,25,0,0,11,0,6,0,0,0,0,21,66,0,0,0,0,0,0,0,0,0,0,7,4,377,37,17,284,65,146,15,28,8,56,24,1050
SAL80065,0,3,0,179,6,0,0,7,0,0,0,0,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,0,156,14,6,123,26,42,5,9,4,25,12,437
SAL80066,0,0,0,89,5,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,83,9,4,69,11,57,4,14,8,10,7,274
SAL80067,0,12,0,329,10,5,0,5,0,0,0,0,0,0,13,35,0,0,0,0,0,0,0,0,0,0,0,3,214,14,5,117,23,71,8,23,3,30,14,514
SAL80068,0,4,0,302,7,0,0,6,0,3,0,3,0,4,31,60,0,0,0,0,0,0,0,0,0,0,4,0,306,51,9,217,44,192,13,51,12,39,33,961
SAL80069,0,3,0,256,5,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,166,32,4,128,20,40,5,9,0,24,9,444
SAL80070,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,21,0,0,0,4,0,6,0,43
SAL80071,0,0,0,420,13,0,0,5,0,5,0,0,0,0,45,68,0,0,0,0,0,0,0,0,0,0,0,0,446,33,11,308,57,161,22,41,12,32,45,1161
SAL80072,0,8,0,199,4,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,139,17,4,96,9,50,4,11,0,25,6,363
SAL80073,0,0,0,108,7,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,140,21,0,125,34,41,5,21,10,28,3,425
SAL80074,0,5,0,160,0,0,0,0,0,4,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,135,14,7,92,24,28,0,19,0,19,5,343
SAL80075,0,0,0,143,5,0,0,0,0,0,0,0,0,5,9,31,0,0,0,0,0,0,0,0,0,0,0,0,207,27,7,164,44,90,10,29,6,36,14,636
SAL80076,0,6,0,261,7,0,0,0,0,3,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,171,13,0,125,20,35,4,17,0,18,11,417
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,0,14,0,158,10,0,0,0,0,4,0,0,0,3,7,21,0,0,0,0,0,0,0,0,0,0,0,0,101,11,0,77,9,44,0,15,0,30,7,292
SAL80079,0,3,0,132,7,0,5,0,0,3,0,0,0,0,18,38,0,0,0,0,0,0,0,0,0,0,0,4,200,18,16,150,38,68,6,24,9,33,18,581
SAL80080,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,6,0,27,5,14,0,4,0,0,0,110
SAL80081,4,9,0,374,7,3,0,10,0,3,3,0,0,0,30,58,0,0,0,0,0,0,0,0,0,0,0,3,288,43,9,277,37,126,21,51,9,76,33,965
SAL80082,0,15,0,680,23,4,0,10,4,6,0,0,0,8,43,103,0,0,0,0,0,0,0,0,0,0,5,9,632,79,13,521,93,227,33,59,17,157,50,1878
SAL80083,0,3,0,190,4,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,113,13,10,95,47,36,3,9,3,9,14,353
SAL80084,0,0,0,127,0,0,0,9,4,0,0,0,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,3,162,27,3,130,21,49,9,15,4,34,20,467
SAL80085,0,0,0,77,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,81,6,3,60,19,33,3,8,6,0,6,213
SAL80086,0,0,0,163,4,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,138,22,0,113,17,53,3,27,5,26,14,429
SAL80087,0,0,0,154,0,0,0,0,0,4,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,3,3,116,27,5,92,19,43,4,11,3,14,18,349
SAL80088,0,8,0,99,0,0,0,5,0,4,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,79,10,0,61,12,33,6,3,0,15,3,222
SAL80089,0,0,0,229,9,0,0,5,5,0,0,0,0,0,16,37,0,0,0,0,0,0,0,0,0,0,0,0,329,50,15,305,60,111,13,40,5,40,14,985
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,0,0,0,120,0,0,0,0,0,3,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,100,19,0,72,10,40,4,16,6,32,6,300
SAL80092,0,7,0,161,6,0,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,4,4,126,26,7,98,13,41,11,14,3,21,17,377
SAL80093,0,0,0,155,5,0,0,0,0,0,0,3,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,118,13,8,92,16,47,0,11,3,34,9,353
SAL80094,0,6,0,172,4,0,0,5,0,4,0,0,0,4,7,23,0,0,0,0,0,0,0,0,0,0,0,0,148,15,8,137,26,55,5,20,5,28,7,445
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,0,5,0,238,14,0,0,7,0,5,0,4,0,8,12,39,0,0,0,0,0,0,0,0,0,0,3,3,240,24,12,180,44,97,6,21,3,38,12,690
SAL80098,0,0,0,203,9,0,4,5,0,0,0,0,0,0,22,37,0,0,0,0,0,0,0,0,0,0,0,6,331,32,13,237,49,134,6,40,0,33,28,903
SAL80099,0,6,0,392,6,0,0,3,0,4,0,0,0,0,25,44,0,0,0,0,0,0,0,0,0,0,0,4,267,33,11,195,29,103,11,31,3,37,24,733
SAL80100,0,0,0,348,18,0,5,12,0,0,0,3,0,6,33,82,0,0,0,0,0,0,0,0,0,0,0,3,488,57,16,423,77,197,24,64,16,67,40,1462
SAL80101,0,13,0,556,22,0,0,9,0,0,0,0,3,9,22,72,0,0,0,0,0,0,0,0,0,0,0,0,403,37,10,278,42,140,13,31,9,46,22,1021
SAL80102,0,8,0,382,12,0,0,4,0,5,0,0,0,4,17,41,0,0,0,0,0,0,0,0,0,0,0,0,249,19,9,165,23,79,7,23,3,25,23,625
SAL80103,0,6,0,92,4,0,0,0,0,4,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,28,5,23,0,0,0,15,3,130
SAL80104,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,4,0,27
SAL80105,0,0,0,70,6,0,0,3,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,6,73,7,0,67,6,23,3,19,0,19,3,220
SAL80106,0,0,0,77,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,83,14,0,81,18,40,9,4,3,23,10,288
SAL80107,0,4,0,231,8,0,0,3,0,0,0,0,0,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,223,28,7,191,51,112,11,29,9,35,25,717
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,0,5,0,189,5,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,114,17,3,92,22,40,0,15,0,15,15,340
SAL80110,0,0,0,70,0,0,0,0,0,4,0,0,0,0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,89,32,5,92,29,71,12,18,7,16,19,387
SAL80111,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,15
SAL80112,0,12,0,318,9,3,0,4,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,190,15,0,125,15,52,8,13,5,20,9,443
SAL80113,0,0,0,57,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,37,5,3,28,9,18,0,3,5,4,3,104
SAL80114,0,0,0,81,4,0,0,0,0,3,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,0,5,118,15,4,95,20,61,9,16,4,20,11,371
SAL80115,0,0,0,157,6,0,0,3,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,131,31,9,107,29,48,5,14,0,22,14,410
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,3,0,0,94,4,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,106,22,4,94,17,58,6,19,5,27,9,375
SAL80118,0,0,0,114,4,0,0,0,0,0,0,0,3,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,105,16,9,101,19,23,5,10,8,25,8,330
SAL80119,0,6,0,122,0,0,0,0,0,4,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,86,10,5,63,13,37,0,15,3,27,3,263
SAL80120,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,31,10,18,4,0,0,4,5,106
SAL80121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,5,0,19
SAL80122,0,0,0,67,9,0,0,0,0,3,0,0,0,5,4,17,0,0,0,0,0,0,0,0,0,0,0,4,138,13,8,79,27,57,8,9,0,20,10,366
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80124,0,7,0,171,5,0,0,4,0,0,0,5,0,3,20,34,0,0,0,0,0,0,0,0,0,0,0,0,192,13,5,132,31,62,11,22,6,39,19,536
SAL80125,0,0,0,143,3,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,3,3,179,13,10,104,21,58,5,10,6,7,23,430
SAL80126,0,5,0,173,7,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,125,19,3,96,14,32,5,9,0,14,12,339
SAL80127,3,3,0,139,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,75,10,0,56,24,46,5,6,3,15,3,249
SAL80128,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,20,7,4,0,0,0,0,0,51
SAL80129,3,9,0,350,10,0,0,7,7,3,0,0,0,0,27,60,0,0,0,0,0,0,0,0,0,0,0,4,325,49,20,275,65,110,17,33,13,66,29,998
SAL80130,0,0,0,161,5,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,113,14,0,115,31,35,5,8,6,16,0,355
SAL80131,3,5,0,360,11,0,0,7,0,0,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,254,45,12,261,46,74,20,29,12,16,17,788
SAL80132,0,12,0,258,4,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,3,3,159,17,6,111,12,40,3,19,4,20,9,399
SAL80133,0,0,0,244,3,0,0,4,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,177,13,10,137,35,49,10,13,6,23,18,486
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,0,0,0,195,4,4,0,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,5,5,187,29,0,131,32,63,7,10,0,10,8,481
SAL80136,0,9,0,254,8,0,0,0,0,3,0,0,0,0,12,21,4,0,0,0,0,0,0,0,0,0,0,6,149,15,3,91,12,56,3,14,5,21,9,366
SAL89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
