SAL_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80018,53,9,0,0,62,0,0,0,62,0,0,62,49,8,0,0,60,0,0,0,60,0,0,63,29,8,7,0,34,0,0,0,34,0,0,34,0,0,0,3,3,0,0,0,3,0,0,3,132,23,8,3,162,0,0,0,162,0,0,165,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,8,137,22,8,3,172,0,0,0,172,0,0,175,25,5,0,0,30,0,0,0,28,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,156,25,8,3,196,0,0,0,193,12,0,206,110,14,0,0,123,0,0,0,123,3,0,130,93,18,0,0,108,0,0,0,108,0,0,107,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,203,25,5,0,239,0,0,0
SAL80019,67,5,0,0,71,0,0,0,71,0,0,71,104,13,0,0,118,0,0,0,117,0,0,121,31,0,14,0,43,0,0,0,43,0,0,47,0,0,0,5,5,0,0,0,5,0,0,5,202,16,10,3,237,0,0,0,236,5,0,241,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,6,0,0,6,212,16,10,3,242,4,0,4,248,5,0,252,62,3,0,0,62,3,0,3,67,5,0,68,4,0,0,0,4,0,0,0,4,0,0,4,267,22,10,3,305,3,0,3,317,10,0,324,156,19,4,0,184,4,0,4,187,6,0,190,108,24,4,0,140,0,0,0,142,4,0,144,9,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,279,47,9,6,339,4,0,5
SAL80020,30,3,0,0,36,0,0,0,36,0,0,36,43,8,0,0,49,0,0,0,49,0,0,49,21,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,96,10,4,0,107,0,0,0,107,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,93,10,4,0,108,0,0,0,108,0,0,108,11,0,0,0,13,0,0,0,13,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,106,14,4,0,121,0,0,0,121,3,0,127,52,8,0,0,54,0,0,0,54,0,0,56,48,0,0,0,52,0,0,0,52,0,0,52,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,109,10,0,0,116,0,0,0
SAL80021,64,3,0,0,70,0,0,4,66,3,0,76,74,9,0,0,86,0,0,0,85,0,0,85,28,0,5,0,32,0,0,0,32,0,0,38,0,3,0,0,3,0,0,0,3,0,0,3,160,14,11,4,185,0,0,3,187,3,0,197,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,0,0,7,163,18,11,4,189,0,0,3,200,3,0,203,48,7,0,0,52,0,0,0,52,5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,205,25,11,4,240,0,0,3,248,7,0,262,111,13,0,0,128,4,0,4,132,0,0,139,100,9,0,0,107,0,0,0,109,0,0,109,6,3,0,0,17,0,0,0,17,0,0,13,0,7,0,0,3,0,0,0,3,0,0,7,219,28,8,3,253,4,0,7
SAL80022,9,0,0,0,9,0,0,0,9,0,0,11,10,3,0,0,12,0,0,0,12,0,0,12,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,28,6,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,29,0,0,0,29,0,0,32,3,0,0,0,9,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,35,0,0,0,43,0,0,38,16,0,0,0,14,0,0,0,14,3,0,23,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,26,0,0,0
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,49,8,0,0,56,4,0,4,60,7,0,67,59,28,0,3,92,0,0,6,96,0,0,98,18,0,3,0,30,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,123,43,6,3,172,3,0,4,181,7,0,189,6,0,0,0,8,0,0,0,7,0,0,7,6,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,13,0,0,0,14,0,0,14,142,42,6,3,193,10,0,6,199,7,0,209,64,16,0,0,82,0,0,0,82,6,0,89,0,0,0,0,0,0,0,0,0,0,0,0,207,61,4,3,271,10,0,6,279,17,4,295,32,13,6,0,45,0,0,0,45,4,0,45,27,5,0,0,38,0,4,4,38,6,0,43,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,66,17,4,0,93,0,4,4
SAL80025,122,16,4,0,148,0,0,0,146,5,0,148,117,33,0,0,153,0,0,0,157,3,0,160,32,9,0,3,43,0,0,0,43,0,0,46,18,0,0,5,18,0,0,0,18,0,4,20,292,55,8,10,363,0,0,0,362,10,3,378,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,10,0,0,0,10,0,0,10,302,55,8,10,374,0,0,0,377,10,3,389,87,19,4,6,115,5,0,9,129,11,4,141,0,0,0,0,0,0,0,0,0,0,0,0,387,78,10,14,495,10,0,11,504,22,5,531,259,15,0,0,279,0,0,0,282,12,0,298,192,25,3,3,220,0,0,0,222,10,0,230,8,3,0,0,13,0,0,0,13,0,0,13,5,0,0,3,8,0,0,0,8,0,0,10,470,42,3,13,523,5,0,5
SAL80026,36,0,0,0,35,0,0,0,35,0,0,36,71,5,0,0,78,0,0,0,78,0,0,83,24,0,4,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,130,11,3,4,151,0,0,0,151,3,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,11,3,4,151,0,0,0,151,3,4,153,41,0,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,173,8,5,7,190,0,0,0,190,3,0,198,68,3,4,0,76,0,0,0,76,8,0,77,57,10,0,0,62,0,0,0,62,0,0,64,12,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,133,12,8,0,148,0,0,0
SAL80027,30,4,0,0,33,0,0,0,33,5,0,33,25,0,0,0,26,0,0,0,28,0,0,31,18,0,3,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,73,7,4,0,87,0,0,0,84,5,0,88,4,0,0,0,4,3,0,3,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,3,3,0,3,9,0,0,9,81,10,4,0,91,6,0,6,96,5,0,104,21,7,0,0,28,0,0,0,33,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,100,13,5,0,122,6,0,6,129,8,0,138,29,4,0,0,26,0,0,0,26,0,0,26,14,5,0,0,21,0,0,0,21,0,0,18,4,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,50,0,0,0
SAL80028,46,14,0,0,57,0,0,0,57,3,0,67,63,11,0,0,80,0,0,0,79,0,0,82,20,3,0,0,27,0,0,0,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,130,28,6,5,162,0,0,0,170,9,0,171,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,8,0,0,8,135,28,6,5,175,0,0,0,172,9,0,178,47,7,0,0,55,0,0,0,55,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,179,35,3,6,228,0,0,0,229,9,0,241,82,6,0,0,89,0,0,0,94,0,0,94,60,4,5,0,65,0,0,0,65,0,0,71,4,0,0,0,4,3,0,3,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,147,12,7,0,166,0,0,0
SAL80029,53,16,3,0,73,0,0,0,73,0,0,73,123,12,0,0,130,4,0,4,136,0,4,141,39,6,4,0,55,0,0,0,55,3,0,56,4,0,0,0,6,0,0,0,6,0,0,6,220,31,10,0,267,4,0,4,271,4,4,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,228,31,10,0,274,4,0,4,273,4,4,284,25,6,0,0,33,0,0,0,35,0,0,32,0,0,0,0,0,0,0,0,0,0,3,3,251,38,14,0,303,3,0,3,308,9,0,317,112,13,3,0,130,0,0,0,130,5,0,132,107,11,0,0,115,0,0,0,119,7,0,125,3,12,3,0,13,0,0,0,13,0,0,13,0,0,3,0,3,0,0,0,3,0,0,3,227,38,7,0,267,0,0,0
SAL80030,53,6,0,0,57,0,0,0,57,0,0,62,60,3,0,0,67,0,0,0,67,0,0,69,41,4,0,0,44,0,0,0,44,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,150,15,0,0,169,0,0,0,171,5,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,156,15,0,0,173,0,0,0,171,5,0,174,27,3,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,177,16,0,6,201,0,0,0,202,5,0,211,85,8,0,0,93,0,0,0,92,0,0,92,50,4,0,0,53,0,0,0,53,0,0,56,8,0,0,0,8,0,0,0,8,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,145,15,0,0,160,0,0,0
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,132,5,0,0,143,0,0,0,148,6,0,150,159,27,0,0,185,0,0,0,193,3,0,197,77,8,4,0,93,0,0,0,93,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,376,47,8,0,432,0,0,5,432,11,0,449,5,0,0,0,5,0,0,0,5,0,0,5,13,0,0,0,13,0,0,0,13,0,0,13,15,0,0,0,15,0,0,0,15,0,0,15,390,50,8,0,447,0,0,5,450,11,0,465,91,9,5,3,111,6,0,6,110,6,3,119,0,0,0,0,0,0,0,0,0,0,0,0,483,59,12,5,555,4,0,7,560,16,6,583,208,16,0,0,223,3,0,3,225,4,0,231,125,22,0,0,145,0,0,0,147,0,0,151,23,0,5,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,359,36,6,3,405,3,0,3
SAL80034,14,0,0,0,18,0,0,0,18,0,0,18,36,10,0,0,44,0,0,0,44,0,0,44,6,0,4,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,59,10,4,0,74,0,0,0,74,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,10,4,0,74,0,0,0,74,0,0,80,4,0,4,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,64,16,8,0,84,0,0,0,84,0,3,87,73,3,0,0,74,0,0,0,74,4,0,77,50,13,0,0,61,0,0,0,61,0,0,67,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,129,13,0,0,148,0,0,0
SAL80035,31,4,0,0,36,0,0,0,36,0,0,33,54,0,0,0,61,4,0,4,67,0,0,67,14,0,0,0,13,0,0,0,13,0,0,17,0,0,0,0,3,0,0,0,3,0,0,4,103,7,0,0,115,4,0,4,116,4,0,120,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,108,7,0,0,117,4,0,4,118,4,0,122,27,14,0,0,37,0,0,0,42,5,0,47,0,0,0,0,0,0,0,0,0,0,6,6,130,17,5,0,155,4,0,4,161,10,4,172,58,3,0,0,61,0,0,0,61,0,0,61,35,3,0,0,45,4,0,4,45,0,0,45,4,0,0,0,4,0,0,0,4,6,0,5,0,5,0,0,5,0,0,0,5,0,0,5,94,12,0,0,109,4,0,4
