SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL80012,20,22,41,4,0,4,5,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,15,12,19,0,0,0,0,0,0,12,15,28,3,3,8,38,37,77
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,11,14,29,0,0,0,0,0,4,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,13,14,33,5,3,8,0,0,0,17,18,42,0,4,3,34,36,73
SAL80015,13,16,30,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,3,10,15,0,0,0,0,0,0,3,10,15,0,0,5,22,24,51
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,33,15,46,6,5,13,450,598,1046,149,231,384,69,89,162,22,34,57,59,61,116,20,24,41,8,10,14,40,44,77,0,0,0,813,1086,1899,218,170,384,7,0,3,1036,1267,2301,214,283,500,1277,1566,2846
SAL80018,1377,1575,2951,69,85,156,146,198,341,64,65,133,37,58,90,5,8,12,12,13,25,4,7,10,8,5,12,405,412,814,0,0,0,676,765,1445,162,168,333,16,20,34,926,1040,1964,96,105,202,2401,2718,5121
SAL80019,1666,1719,3388,94,86,178,167,183,344,38,44,82,58,54,105,26,33,59,15,11,27,5,4,5,10,7,17,541,550,1091,0,0,0,854,882,1733,127,125,253,21,13,33,1096,1102,2200,92,79,167,2852,2906,5753
SAL80020,736,805,1542,16,11,29,67,61,125,29,24,53,19,16,33,8,5,16,0,0,0,0,0,0,0,0,4,197,190,389,0,0,0,322,296,615,93,94,177,0,6,6,434,407,837,39,44,87,1207,1255,2467
SAL80021,1551,1543,3100,61,81,137,148,161,306,13,20,31,26,33,60,0,0,4,9,5,12,3,0,4,5,0,9,438,445,880,4,0,3,648,667,1305,37,43,81,20,15,30,761,791,1556,68,62,129,2382,2403,4785
SAL80022,243,260,500,28,29,56,109,126,230,58,61,123,55,46,107,15,10,27,12,19,30,3,3,8,3,8,10,202,214,420,0,0,0,460,484,944,77,82,166,5,4,13,571,608,1178,118,106,223,926,971,1897
SAL80023,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3
SAL80024,862,925,1783,169,160,323,600,591,1193,158,141,305,137,131,275,30,29,63,40,42,76,13,17,27,13,10,23,938,891,1836,0,0,0,1932,1860,3787,800,931,1740,41,36,73,2942,2985,5926,219,191,410,4025,4100,8120
SAL80025,1699,1741,3435,128,143,272,253,279,536,56,44,103,49,60,109,17,16,33,20,22,39,4,3,12,11,12,24,679,682,1359,0,0,0,1092,1119,2216,254,245,499,32,26,61,1509,1537,3041,134,112,244,3340,3385,6721
SAL80026,990,1168,2156,48,49,98,84,100,181,15,11,22,23,31,58,6,3,15,3,8,4,0,0,5,5,3,15,384,414,797,0,0,0,527,571,1101,57,63,127,3,6,8,636,697,1333,56,54,109,1682,1911,3598
SAL80027,611,569,1175,160,147,302,464,516,980,202,206,413,141,133,274,53,50,99,71,56,131,8,15,27,10,13,26,803,784,1585,0,0,0,1768,1778,3541,373,434,803,38,39,74,2332,2394,4728,164,152,313,3113,3108,6223
SAL80028,983,1024,2006,128,126,256,562,697,1257,104,140,250,107,142,249,26,38,67,46,60,101,10,17,31,29,11,35,766,787,1554,0,0,0,1646,1894,3541,509,556,1063,55,38,97,2338,2614,4955,127,139,266,3447,3778,7226
SAL80029,1673,1790,3466,70,67,137,133,131,261,19,16,37,18,26,48,3,7,13,6,5,15,9,3,13,3,3,5,498,524,1016,0,0,0,682,719,1402,52,56,110,12,22,41,822,868,1693,90,100,193,2590,2756,5347
SAL80030,815,879,1686,63,69,130,522,390,909,241,148,392,385,231,620,85,41,127,101,55,156,20,10,31,39,25,64,565,547,1118,0,0,0,1952,1448,3401,252,215,468,19,15,34,2291,1747,4033,450,157,606,3552,2783,6334
SAL80031,23,19,41,0,0,0,3,6,12,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,3,3,6,10,9,21,0,0,0,23,23,45,0,6,5,0,0,0,28,30,56,16,11,31,64,59,125
SAL80032,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
SAL80033,1337,1397,2733,89,108,196,202,228,428,57,47,109,55,64,119,27,23,47,18,21,39,9,7,11,13,8,22,767,768,1537,0,0,0,1145,1166,2310,155,195,347,27,13,41,1420,1480,2900,104,84,188,2862,2959,5821
SAL80034,894,975,1870,30,26,54,47,37,83,14,10,17,6,10,14,5,0,4,3,8,14,4,3,5,0,7,9,264,279,541,0,0,0,339,344,683,40,50,90,3,0,5,405,426,827,35,35,73,1329,1435,2773
SAL80035,863,924,1784,26,24,56,65,62,123,7,12,18,9,11,18,4,3,4,0,4,9,0,0,0,0,5,9,283,282,569,0,0,0,374,385,752,45,52,94,9,13,20,456,469,925,67,51,120,1384,1449,2830
SAL80036,614,638,1249,23,23,48,95,103,193,28,38,64,22,27,46,8,11,18,9,5,16,0,4,5,0,5,4,256,273,532,0,0,0,419,462,879,125,128,254,14,10,30,581,627,1210,33,41,76,1232,1302,2533
SAL80037,1665,1672,3335,31,33,67,125,126,258,12,18,38,18,14,29,4,10,18,6,7,6,0,5,7,3,4,3,426,416,845,0,0,0,596,604,1199,64,62,121,13,7,19,703,704,1405,88,74,168,2461,2448,4901
SAL80038,313,252,565,102,98,196,396,450,849,124,171,299,102,116,221,55,42,96,52,60,116,17,19,33,7,17,24,463,361,824,0,0,0,1218,1227,2451,455,514,962,24,21,44,1804,1855,3661,266,270,539,2383,2381,4763
SAL80039,1584,1595,3179,31,35,67,140,160,299,23,23,50,20,29,53,4,10,10,10,8,14,0,5,7,6,0,4,419,423,839,0,0,0,621,662,1283,50,47,95,6,15,23,712,757,1471,82,70,152,2377,2421,4803
SAL80040,775,925,1699,29,32,57,88,82,172,13,16,33,16,22,36,0,3,5,3,6,8,0,0,0,9,4,19,241,260,506,0,0,0,377,400,786,62,78,142,5,0,8,473,513,991,55,52,107,1300,1491,2794
SAL80041,587,604,1191,19,25,47,229,232,459,52,41,94,72,67,137,20,21,43,9,15,24,7,3,8,12,13,25,875,898,1772,0,0,0,1277,1289,2563,198,230,423,18,20,39,1519,1558,3078,66,67,141,2169,2228,4407
SAL80042,1069,1099,2170,66,63,128,197,189,391,46,48,94,67,68,134,15,20,42,13,17,24,4,5,8,19,26,40,421,488,913,0,0,0,788,859,1642,148,149,301,16,4,18,1015,1078,2088,49,57,100,2130,2232,4360
SAL80043,1464,1623,3086,76,82,158,169,166,331,44,32,70,38,39,79,20,13,31,8,15,26,0,0,0,10,3,13,481,495,978,0,0,0,765,763,1525,170,192,361,4,6,14,1018,1037,2054,71,84,152,2558,2738,5293
SAL80044,731,861,1592,43,58,104,88,139,222,32,24,59,22,19,44,3,8,11,3,3,11,0,0,3,5,4,11,282,334,613,0,0,0,437,530,971,86,102,187,4,4,8,575,694,1272,58,66,128,1366,1623,2982
SAL80045,20,26,46,0,0,0,142,154,296,19,34,56,16,26,37,14,9,23,7,9,14,0,0,5,3,0,8,838,839,1678,0,0,0,1039,1076,2123,108,119,224,6,11,18,1156,1207,2357,37,42,78,1216,1275,2488
SAL80046,407,405,816,20,24,45,219,262,473,66,71,140,50,57,102,13,14,32,20,26,47,5,0,3,9,6,14,450,475,926,0,0,0,829,912,1740,194,206,397,18,20,35,1063,1158,2226,53,55,110,1527,1618,3144
SAL80047,891,999,1888,56,71,128,171,178,344,59,75,129,42,47,92,8,13,19,16,15,32,5,4,12,3,0,6,428,429,861,0,0,0,721,758,1483,187,163,345,17,12,27,982,1002,1986,80,71,155,1952,2071,4029
SAL80048,987,1012,1998,24,30,54,82,67,153,28,18,43,16,18,32,10,8,19,11,17,26,4,0,0,4,5,8,311,313,621,0,0,0,457,450,910,62,57,118,7,3,12,555,544,1094,48,52,102,1587,1608,3192
SAL80049,2269,2332,4604,97,85,183,143,141,286,23,20,42,42,45,87,5,13,18,9,8,16,0,10,13,9,6,13,572,581,1148,0,0,0,803,813,1617,83,87,167,21,5,24,1002,990,1994,92,93,188,3366,3419,6788
SAL80050,1746,1707,3449,51,41,93,144,117,258,31,27,56,32,31,65,6,0,4,5,7,12,0,0,0,3,6,14,482,414,897,0,0,0,699,605,1307,99,92,188,24,8,36,875,744,1617,62,57,120,2679,2507,5191
SAL80051,963,991,1951,17,24,39,67,64,132,12,14,22,20,24,48,0,0,0,13,8,19,3,0,0,0,0,0,246,260,507,0,0,0,357,374,727,49,40,90,3,5,11,426,434,865,22,18,39,1412,1444,2852
SAL80052,905,979,1890,48,40,89,107,116,229,21,22,44,27,23,54,12,10,25,10,10,19,7,3,7,0,4,7,416,446,859,0,0,0,596,634,1228,104,91,194,13,3,21,758,777,1538,94,90,186,1763,1850,3613
SAL80053,873,949,1824,25,22,48,101,84,184,13,5,20,8,5,18,0,0,8,3,4,6,0,0,0,0,0,0,305,336,642,0,0,0,432,448,877,61,64,123,4,4,7,525,529,1059,65,75,139,1462,1556,3017
SAL80054,1334,1481,2817,48,53,106,105,106,213,39,24,64,23,22,45,4,3,10,3,0,8,5,0,3,10,9,19,410,424,828,0,0,0,595,593,1194,131,127,251,10,13,21,782,787,1573,72,71,135,2189,2338,4522
SAL80055,1091,1100,2185,24,21,40,78,68,146,15,20,35,30,28,56,6,0,9,5,3,9,6,8,8,0,0,3,338,335,667,4,7,5,472,471,942,73,61,136,11,4,12,581,555,1132,61,57,116,1729,1707,3439
SAL80056,1127,1187,2314,74,70,142,138,118,260,28,28,53,42,36,75,6,13,20,11,11,18,3,0,3,12,5,20,398,458,859,0,0,0,633,668,1298,110,109,225,7,3,8,819,853,1671,64,60,130,2015,2103,4112
SAL80057,371,408,775,20,27,50,75,81,158,29,32,63,35,27,61,4,5,12,9,14,19,0,4,4,0,0,0,233,255,489,0,0,0,380,418,802,42,47,89,6,4,11,456,495,954,26,27,53,850,933,1780
SAL80058,1362,1320,2678,105,96,198,391,376,764,79,86,166,83,84,158,39,28,64,25,23,46,8,6,9,10,8,24,730,709,1437,0,0,0,1361,1311,2672,509,544,1054,40,17,56,2010,1967,3981,143,137,282,3520,3417,6942
SAL80059,743,698,1433,10,11,24,45,40,80,4,3,4,4,4,7,4,7,4,0,4,3,0,3,3,0,0,0,178,175,361,0,0,0,232,239,469,29,21,49,0,4,10,270,272,546,31,20,46,1044,986,2032
SAL80060,11,4,16,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,0,0,0,17,15,28,0,0,0,0,0,0,20,13,34,4,6,9,38,20,52
SAL80061,822,918,1747,52,61,115,145,133,285,52,50,105,46,52,98,11,10,18,12,12,29,6,7,14,9,8,16,294,342,629,0,0,0,576,619,1193,139,139,282,8,9,17,780,820,1603,74,93,167,1673,1835,3515
SAL80062,920,875,1794,7,7,17,48,59,105,8,10,21,6,9,13,0,5,8,0,0,0,0,0,0,3,0,3,240,225,463,0,0,0,309,309,621,17,24,41,4,4,5,338,342,679,37,32,67,1294,1250,2548
SAL80063,1007,1070,2082,42,34,79,83,58,139,18,25,47,13,12,20,9,0,11,10,8,14,0,0,0,0,0,0,289,249,541,0,0,0,425,352,775,68,72,134,4,7,12,536,471,1004,45,46,89,1586,1587,3174
SAL80064,2228,2402,4630,130,131,261,208,220,427,31,37,69,43,44,88,12,8,23,6,5,13,0,5,5,9,10,13,668,731,1394,0,0,0,975,1069,2037,78,85,161,25,22,50,1205,1305,2511,96,145,245,3527,3853,7384
SAL80065,940,1029,1975,14,15,30,73,61,130,10,10,16,13,11,20,0,3,7,5,4,10,0,0,0,7,5,8,287,282,566,0,0,0,386,378,763,25,41,67,4,7,13,435,436,866,48,35,85,1418,1505,2926
SAL80066,404,445,853,44,49,93,211,256,468,61,54,115,52,51,105,17,12,33,20,17,37,5,3,8,4,5,17,816,854,1670,0,0,0,1189,1258,2445,111,166,267,22,16,38,1368,1485,2853,109,87,201,1881,2021,3900
SAL80067,959,995,1952,60,80,142,312,298,610,104,101,204,107,98,204,32,35,63,25,27,52,8,7,19,6,6,12,578,581,1164,0,0,3,1165,1152,2325,232,247,482,14,14,25,1471,1502,2970,101,105,210,2528,2605,5132
SAL80068,1162,1214,2375,141,156,298,576,549,1128,112,94,209,116,135,247,34,31,66,34,23,57,10,7,21,22,20,44,948,920,1869,0,0,0,1855,1779,3638,675,646,1322,46,36,80,2718,2615,5331,163,160,321,4040,3985,8026
SAL80069,865,951,1816,27,23,51,101,114,214,25,26,50,21,27,46,7,11,18,4,13,16,0,4,3,14,14,23,251,250,498,0,0,0,423,454,874,85,116,197,13,11,16,540,599,1144,55,36,92,1462,1591,3053
SAL80070,93,104,204,7,0,3,11,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,37,64,0,0,0,35,41,79,0,0,0,0,0,0,41,39,86,8,3,9,143,154,297
SAL80071,1644,1621,3262,141,148,290,392,355,750,120,104,225,146,179,330,32,42,80,32,34,69,8,0,8,20,21,40,735,713,1448,0,0,0,1493,1451,2941,427,434,868,44,32,78,2111,2066,4174,135,107,244,3882,3796,7681
SAL80072,899,931,1827,32,22,56,79,81,155,18,17,38,10,9,21,3,0,9,8,3,15,0,0,3,3,3,11,228,234,459,0,0,0,350,357,704,72,98,173,6,8,14,461,489,947,56,53,105,1420,1466,2889
SAL80073,949,947,1897,24,9,30,96,97,191,18,17,39,11,17,29,6,4,9,8,4,11,0,3,8,0,5,9,316,329,646,0,0,0,463,478,942,49,66,109,16,9,22,551,566,1111,52,50,102,1546,1564,3105
SAL80074,775,852,1629,17,21,39,62,57,120,12,13,22,21,19,41,4,0,3,6,0,6,4,3,3,7,3,5,276,278,547,0,0,0,380,382,762,55,62,117,3,5,6,459,474,932,46,45,98,1279,1371,2649
SAL80075,1270,1345,2615,59,66,130,162,175,343,37,27,65,34,33,68,0,4,10,7,13,18,3,7,7,8,11,19,727,758,1484,0,0,0,984,1023,2008,108,131,238,15,18,36,1174,1237,2406,93,97,191,2532,2678,5211
SAL80076,784,905,1689,44,34,77,84,107,195,23,34,58,12,16,26,8,9,18,0,3,7,0,0,0,10,5,12,297,304,597,0,0,0,437,471,911,124,111,237,4,0,5,611,620,1227,58,91,148,1443,1618,3064
SAL80077,8,3,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,0,7,359,19,376,366,22,395
SAL80078,656,752,1405,15,20,33,59,63,117,21,17,37,11,8,17,5,6,6,5,7,11,0,0,7,10,7,12,249,241,485,0,0,0,351,337,685,42,45,85,7,0,7,417,400,817,45,37,82,1111,1185,2299
SAL80079,1220,1323,2546,36,41,79,118,127,246,12,29,45,22,23,47,6,5,12,6,4,8,0,0,0,0,4,5,364,411,774,0,0,0,532,608,1137,60,50,109,16,13,30,644,713,1363,67,54,119,1934,2092,4022
SAL80080,175,175,346,0,0,0,18,18,37,11,3,15,6,0,6,3,4,6,6,6,10,0,0,4,0,0,0,59,87,146,0,0,0,100,114,218,21,28,49,0,0,0,126,144,267,10,12,27,307,335,642
SAL80081,2257,2232,4488,120,106,223,202,181,379,56,59,113,52,47,103,4,8,12,20,12,31,0,0,3,3,4,3,599,555,1152,5,5,4,932,866,1798,247,205,453,26,5,33,1325,1181,2509,120,120,245,3703,3541,7245
SAL80082,4735,4966,9697,267,254,522,290,333,624,67,51,122,81,79,156,16,16,32,21,13,35,13,7,16,7,9,20,1291,1245,2537,0,0,0,1785,1760,3543,191,199,388,56,31,86,2294,2244,4538,299,271,566,7332,7472,14806
SAL80083,566,641,1205,129,170,304,486,566,1054,169,173,348,173,163,336,45,33,78,67,70,135,7,8,16,21,16,45,767,796,1563,0,0,0,1733,1828,3562,266,329,599,39,21,60,2180,2345,4522,314,289,606,3055,3284,6340
SAL80084,1152,1161,2320,20,23,46,54,84,136,13,20,29,24,23,44,0,0,3,3,3,5,0,0,0,3,4,4,319,310,631,0,0,0,421,445,855,46,60,104,7,11,12,490,534,1027,81,61,147,1727,1762,3486
SAL80085,121,111,238,7,12,22,161,192,359,48,41,86,37,34,68,10,15,21,6,12,13,0,5,7,4,0,6,585,552,1139,0,0,0,840,851,1690,262,182,443,15,5,24,1125,1057,2185,77,88,165,1330,1254,2588
SAL80086,999,1083,2083,110,95,206,279,306,586,69,93,162,71,79,151,29,21,50,24,29,53,12,10,22,10,7,21,570,641,1208,0,0,0,1066,1184,2247,255,320,575,23,25,51,1456,1625,3079,166,147,313,2619,2859,5476
SAL80087,685,721,1402,27,32,59,148,139,283,42,27,63,35,40,75,0,5,5,9,5,14,7,3,8,6,3,4,274,315,588,0,0,0,508,538,1045,202,195,399,20,22,40,767,782,1545,67,69,135,1514,1570,3083
SAL80088,438,455,891,3,3,8,40,30,72,8,6,16,14,10,21,0,4,0,5,7,10,0,0,0,0,0,4,116,134,255,0,0,0,187,198,378,11,9,21,0,0,0,203,206,406,5,9,11,648,670,1317
SAL80089,1902,2004,3903,86,90,179,212,222,436,30,31,59,31,25,57,14,16,28,14,10,21,0,9,8,5,4,12,629,702,1333,0,0,0,938,1015,1950,117,127,243,26,16,42,1169,1248,2415,92,83,181,3168,3334,6499
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,668,736,1410,20,29,47,116,104,219,26,37,58,20,16,37,8,10,13,11,11,21,0,0,3,0,4,9,338,363,703,0,0,0,522,539,1061,122,119,234,11,7,22,674,693,1369,110,67,178,1455,1494,2951
SAL80092,763,868,1638,34,40,74,114,123,238,30,23,53,17,21,40,9,7,14,15,8,29,0,0,0,0,4,9,340,318,657,0,0,0,530,512,1041,172,193,366,15,9,24,744,755,1502,65,58,123,1576,1686,3264
SAL80093,867,919,1788,9,10,19,56,65,124,16,12,32,8,10,18,0,6,0,3,5,8,3,7,7,3,5,4,206,191,403,0,0,0,305,297,604,35,33,73,11,10,12,355,355,712,52,52,106,1279,1326,2606
SAL80094,967,993,1963,23,22,38,60,50,110,17,24,43,18,22,38,4,7,5,0,4,0,3,4,6,3,3,10,334,331,664,0,0,0,443,444,883,68,69,134,10,10,14,543,534,1076,54,54,104,1557,1584,3146
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,5,7
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,1573,1734,3307,62,62,120,119,130,248,10,17,33,31,34,61,3,7,10,3,7,7,0,0,3,3,9,8,516,558,1072,0,0,0,691,754,1442,72,72,152,10,4,16,837,898,1731,90,184,277,2505,2810,5316
SAL80098,244,226,473,10,9,20,241,212,457,51,50,95,42,42,81,15,18,31,15,14,19,5,3,5,4,3,11,1458,1466,2921,0,0,0,1831,1802,3629,173,198,371,21,12,35,2033,2025,4057,70,95,162,2347,2346,4692
SAL80099,1333,1488,2822,100,106,205,296,269,561,65,77,141,59,60,118,32,22,50,24,17,42,6,11,15,11,10,20,578,642,1220,0,0,0,1066,1111,2174,251,239,490,6,17,22,1429,1471,2898,195,216,413,2958,3175,6130
SAL80100,2673,2844,5515,195,193,385,360,345,705,83,97,175,67,91,160,36,31,64,17,21,35,8,6,16,18,18,29,1018,1054,2070,0,3,3,1599,1660,3262,244,252,499,33,23,63,2073,2133,4205,162,177,337,4906,5154,10059
