SAL_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SAL80018,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,3,3,9,4,0,0,0,0,0,0,0,0,29,0,0,0,4,4,8,20,13,7,3,0,0,0,0,0,61,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,17,5,0,4,0,0,0,5,3,0,0,0,0,3,41,0,5,7,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,8,0,0,3,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,4
SAL80019,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,4,5,0,5,0,0,0,0,0,0,0,13,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,22,0,0,0,0,3,26,35,23,0,0,5,0,0,0,11,111,0,5,9,8,9,4,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,26,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,18,0,7,4,0,0,3,4,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,18,0,0,0,0,9,29,105,47,11,11,3,16,6,0,6,245,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0
SAL80020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,3,0,0,0,0,0,5,0,0,0,10,0,0,0,0,10,0,32,19,0,9,0,3,6,3,0,81,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,6,14,0,0,6,5,0,0,0,38,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
SAL80021,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,12,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9,4,0,0,3,0,0,0,4,21,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,9,37,43,12,0,5,6,0,0,3,114,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,7
SAL80022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,4,4,16,4,0,3,4,3,0,0,0,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,9,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,0,0,0,0,0,5,3,9,0,6,0,0,0,0,0,18,0,0,0,0,0,0,13,21,8,8,12,3,6,3,0,63,0,0,0,3,0,5,6,3,0,0,0,3,0,0,0,19,0,0,0,0,15,17,116,276,130,145,124,78,31,3,12,946,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,18,3,6,0,0,3,8,0,0,0,0,0,6,0,0,3,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,6,15,18,8,6,0,0,10,0,0,61,0,0,0,0,9,9,105,111,56,58,80,58,28,5,3,525,0,0,0,0,0,3,12,4,5,6,5,13,7,0,0,59,0,0,0,0,0,5,7,33
SAL80025,0,0,0,0,0,5,9,5,0,0,0,0,0,0,0,25,0,0,0,0,0,9,56,6,0,0,3,4,0,0,0,77,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,18,0,0,0,0,4,18,58,26,0,4,10,6,0,0,4,133,0,0,3,0,0,3,6,3,0,0,0,0,0,0,0,24,0,0,0,0,0,5,11,13,0,0,0,0,0,0,0,27,0,0,0,0,10,13,12,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,10,8,0,0,0,0,0,0,0,0,23,0,0,0,0,4,43,366,141,33,60,48,40,21,4,17,772,0,0,0,0,3,6,13,8,0,0,0,0,0,0,0,25,0,0,0,0,5,0,8,3
SAL80026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,12,0,0,4,3,6,11,16,3,0,0,0,0,0,0,0,49,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,9,35,64,3,7,4,9,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80027,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,6,0,4,4,3,4,0,0,29,0,0,0,0,11,27,54,118,58,64,41,50,8,0,3,435,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,3,0,4,4,5,0,0,5,0,0,0,0,45,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,17,18,13,4,9,0,0,0,0,0,75,0,0,0,0,5,14,36,37,10,20,19,27,0,0,6,192,0,0,0,0,0,6,6,3,0,0,6,4,3,0,0,23,0,0,0,0,0,4,5,5
SAL80028,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,4,10,11,4,3,6,4,0,0,0,41,0,0,0,4,9,6,3,0,0,0,0,0,3,0,0,25,0,0,4,3,23,51,78,113,35,59,41,45,15,0,3,470,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,15,10,3,0,0,0,0,8,6,4,0,0,0,0,0,3,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,11,16,8,3,0,0,0,5,0,0,57,0,0,0,6,15,16,84,64,22,44,30,38,29,0,3,365,0,0,0,0,0,4,11,8,6,12,7,0,0,0,0,43,0,0,0,0,3,0,8,7
SAL80029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,8,7,0,0,0,0,0,0,0,0,26,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10,0,5,4,3,7,0,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,13,41,33,5,3,3,5,0,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0
SAL80030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,4,0,0,19,0,0,0,4,0,8,7,0,0,0,0,3,3,0,0,30,0,3,0,0,11,3,20,20,10,4,3,4,0,0,0,78,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,14,0,0,0,0,7,3,3,5,0,0,0,0,0,3,0,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,4,11,5,6,0,0,0,0,0,0,31,0,0,0,0,0,3,26,10,0,0,0,0,0,0,0,52,0,0,0,0,0,0,6,0,4,0,5,3,0,0,0,15,0,0,0,0,0,0,0,3
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,15,0,0,0,0,0,3,31,11,0,0,0,4,3,0,0,57,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,4,10,79,55,8,0,10,3,5,3,6,185,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,14,10,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,5,4,4,0,0,0,0,0,0,0,23,0,0,0,0,0,21,164,118,27,31,30,36,10,4,7,448,0,0,0,4,0,5,7,3,0,0,0,0,0,0,0,22,0,0,0,0,6,0,6,8
SAL80034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,14,0,0,0,0,10,8,10,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,3,0,0,0,0,0,0,0,25,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,3,0,3,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
SAL80035,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,4,0,0,0,4,0,0,0,21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,13,4,7,6,9,0,0,0,55,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0
SAL80036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,17,10,4,0,3,0,4,0,0,48,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,6,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,7,23,22,11,9,12,7,0,0,0,100,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80037,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,6,4,0,0,0,0,0,0,0,24,0,0,3,5,4,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,10,7,6,8,0,5,0,3,0,0,0,0,0,0,0,0,33,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,41,32,13,6,6,11,0,0,0,111,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,4
SAL80038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,0,4,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,26,76,181,95,108,140,80,59,0,8,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,3,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,14,8,11,0,4,8,5,6,0,0,69,0,0,0,0,3,15,31,34,14,15,14,17,10,5,3,167,0,0,0,0,4,4,7,5,0,7,3,0,0,0,0,30,0,0,0,0,4,0,5,4
SAL80039,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,6,5,9,3,0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,5,5,33,31,5,3,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,5,0
SAL80040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,3,0,0,0,0,0,0,16,0,0,0,0,4,8,14,8,0,0,0,0,0,0,0,41,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,28,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,3,0,4,0,6,12,4,0,0,5,43,0,0,0,0,0,3,0,5,6,9,5,0,0,0,0,18,0,0,0,0,0,0,0,0
SAL80041,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,31,7,3,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,7,45,34,13,5,7,5,0,0,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,11,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,5,12,8,4,4,5,0,0,0,0,38,0,0,0,3,3,25,160,142,32,20,22,19,6,0,3,436,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,15,0,0,0,0,5,3,10,8
SAL80042,0,0,0,0,3,10,6,7,5,0,0,0,0,0,0,21,0,0,0,0,0,27,40,4,0,0,0,0,0,0,0,71,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,12,0,0,0,3,12,24,159,70,17,21,9,27,4,0,5,352,0,0,8,0,6,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,12,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,19,0,0,5,0,0,3,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,7,3,0,0,0,0,0,0,0,34,0,0,5,4,5,24,180,46,16,10,12,5,8,4,3,311,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,5,3
SAL80043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,3,0,3,3,0,0,0,0,0,0,0,20,0,0,0,4,6,8,15,15,6,8,0,5,0,0,0,66,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,12,0,3,6,4,4,0,0,0,0,0,0,0,0,35,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,8,15,29,20,10,14,9,3,0,0,0,101,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,4
SAL80044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,0,5,4,0,0,0,0,0,0,0,12,0,0,0,0,5,6,14,8,0,0,0,0,0,0,0,43,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,25,7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,16,0,0,0,5,0,18,16,19,0,0,4,5,0,0,0,73,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,13,0,0,0,0,4,0,0,4
SAL80045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,4,7,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,13,0,0,0,0,0,17,53,47,11,10,8,13,3,0,5,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,5,4,0,0,0,0,0,0,6,17,0,0,0,0,0,23,142,105,18,14,16,16,7,0,4,353,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,7
