SAL_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SAL80011,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,7,11,..,..,..,..,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL80012,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,3,3,34,4,0,4,3,39,68,..,..,..,..,68,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL80013,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL80014,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,32,0,0,0,4,39,70,..,..,..,..,70,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4
SAL80015,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,19,0,0,0,0,24,43,..,..,..,..,43,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL80016,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL80017,0,3,..,50,0,50,0,50,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,24,0,24,0,24,..,269,3,278,0,272,..,0,0,0,279,283,1009,272,3,275,286,1569,1780,..,..,..,..,1780,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,36,0,36,0,36,..,179,10,189,0,187
SAL80018,0,5,..,19,0,23,0,23,..,21,3,27,0,27,..,5,0,7,0,7,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,7,0,7,..,0,0,0,0,0,..,9,3,11,0,11,..,0,0,0,0,0,..,3,0,4,0,4,..,7,0,7,0,7,..,0,0,3,0,3,..,4,0,4,0,3,..,4,0,4,0,4,..,11,0,15,0,21,..,9,3,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,27,12,41,0,41,..,63,3,69,0,73,..,323,54,377,4,381,..,5,0,4,87,93,2362,328,53,385,89,2836,4514,..,..,..,..,4514,..,8,0,8,0,8,..,5,0,5,0,5,..,6,0,6,0,6,..,10,7,20,0,20,..,52,18,65,0,69
SAL80019,0,10,..,161,8,178,5,176,..,15,0,15,0,15,..,3,0,3,0,3,..,3,0,0,0,0,..,28,8,31,0,31,..,14,0,14,0,14,..,8,0,8,0,9,..,3,0,3,0,3,..,13,0,13,0,13,..,3,0,9,0,9,..,4,0,4,0,4,..,11,0,6,0,6,..,7,0,7,0,7,..,10,0,10,0,10,..,6,0,6,0,6,..,14,0,14,0,14,..,3,0,3,0,3,..,35,0,33,0,33,..,34,3,41,0,41,..,27,0,25,0,25,..,8,0,9,0,9,..,0,0,0,0,0,..,28,3,31,0,31,..,94,12,103,0,107,..,675,73,741,10,750,..,4,8,10,84,96,2247,678,77,751,92,3093,4476,..,..,..,..,4476,..,25,0,25,0,25,..,42,5,42,0,43,..,0,0,0,0,0,..,39,4,46,0,46,..,113,29,145,0,145
SAL80020,0,0,..,26,0,22,0,22,..,6,0,9,0,9,..,0,4,3,0,3,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,30,4,34,0,34,..,182,20,201,0,204,..,7,0,7,41,45,1087,186,20,203,43,1335,2120,..,..,..,..,2120,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,17,0,17,..,90,16,101,0,100
SAL80021,0,0,..,68,5,77,0,74,..,7,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,10,4,11,0,11,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,5,0,5,0,5,..,8,0,8,0,8,..,3,0,3,0,3,..,19,0,19,0,19,..,9,0,9,0,9,..,38,0,38,0,38,..,20,0,18,0,18,..,3,0,12,0,12,..,3,0,8,0,8,..,0,0,0,0,0,..,16,3,18,0,18,..,73,11,93,3,94,..,357,36,398,3,403,..,10,0,9,59,70,2088,364,38,404,63,2558,4199,..,..,..,..,4199,..,0,0,0,0,0,..,48,0,51,0,53,..,7,0,7,0,7,..,26,4,31,0,31,..,18,5,21,0,21
SAL80022,0,0,..,18,4,20,0,20,..,4,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,21,0,21,0,21,..,184,10,196,0,196,..,3,0,3,116,116,683,186,10,202,116,997,1384,..,..,..,..,1384,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,44,4,52,0,52
SAL80023,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,..,..,..,..,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL80024,0,18,..,449,10,463,4,468,..,19,0,19,0,19,..,14,0,17,0,17,..,3,0,3,0,3,..,54,15,74,0,74,..,3,0,3,0,3,..,23,0,24,0,24,..,31,3,41,0,41,..,12,0,17,0,17,..,14,4,18,0,18,..,8,3,10,0,10,..,8,0,8,0,8,..,12,0,12,0,12,..,37,0,37,0,37,..,22,3,29,0,29,..,53,0,54,0,56,..,15,0,15,0,15,..,126,4,131,0,138,..,59,8,67,0,67,..,20,0,20,0,20,..,25,8,30,0,30,..,4,6,10,0,10,..,66,23,89,5,88,..,206,32,241,8,244,..,1830,201,2032,20,2048,..,31,3,38,177,216,2032,1861,206,2069,198,4296,4126,..,..,..,..,4126,..,7,0,7,0,7,..,98,6,110,0,110,..,0,0,0,0,0,..,137,30,169,0,164,..,870,108,979,7,985
SAL80025,0,17,..,608,40,651,3,656,..,7,5,14,0,14,..,6,0,6,0,6,..,3,0,7,0,7,..,29,16,49,0,49,..,17,0,17,0,17,..,22,0,22,0,22,..,12,0,12,0,12,..,7,0,7,0,7,..,9,0,8,0,8,..,9,0,8,0,8,..,12,0,12,0,12,..,7,0,4,0,11,..,45,0,45,0,45,..,13,0,13,0,13,..,37,5,36,0,36,..,3,0,9,0,9,..,99,4,104,0,103,..,32,4,40,0,39,..,52,4,54,0,54,..,12,4,16,0,16,..,4,0,4,0,4,..,48,18,70,0,70,..,234,26,264,3,265,..,1475,162,1636,15,1648,..,23,5,31,111,143,1899,1496,170,1670,121,3690,3774,..,..,..,..,3774,..,35,0,35,0,35,..,130,23,153,0,155,..,3,0,3,0,3,..,55,15,68,0,68,..,140,29,170,0,169
SAL80026,0,4,..,64,3,69,0,69,..,3,4,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,13,0,13,0,13,..,3,0,3,0,3,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,8,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,17,0,17,0,17,..,5,0,5,0,5,..,31,0,31,0,31,..,11,0,15,0,15,..,12,0,12,0,12,..,5,0,8,0,8,..,0,0,0,0,0,..,29,7,32,0,32,..,61,16,85,0,86,..,383,56,440,3,440,..,13,0,13,52,60,1528,390,55,451,49,2026,2877,..,..,..,..,2877,..,5,0,5,0,5,..,54,10,72,0,72,..,0,0,0,0,0,..,23,10,36,0,36,..,37,7,42,0,42
SAL80027,0,13,..,95,4,95,0,95,..,17,0,16,0,16,..,12,0,12,0,12,..,3,0,8,0,8,..,34,8,37,0,37,..,6,0,6,0,6,..,3,0,3,0,3,..,9,5,8,0,8,..,14,0,11,0,11,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,12,0,12,0,12,..,21,0,21,0,21,..,13,0,13,0,13,..,3,0,3,0,3,..,49,0,49,0,49,..,42,5,41,0,46,..,10,0,12,0,12,..,10,0,16,0,16,..,0,0,0,0,0,..,41,3,40,0,40,..,66,4,74,4,77,..,831,69,899,3,899,..,8,0,10,139,144,2141,834,69,905,139,3185,4376,..,..,..,..,4376,..,3,0,3,0,3,..,23,9,33,0,33,..,4,0,4,0,4,..,107,5,112,0,114,..,470,39,514,0,514
SAL80028,0,15,..,296,12,307,5,311,..,10,0,16,0,16,..,11,0,11,0,11,..,7,0,5,0,5,..,32,7,35,0,35,..,4,0,6,0,6,..,23,0,23,0,27,..,16,0,15,0,15,..,8,0,10,0,10,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,8,0,8,..,13,0,13,0,13,..,20,0,20,0,20,..,25,0,28,0,28,..,11,0,11,0,11,..,67,0,73,0,73,..,29,5,30,0,30,..,39,0,38,0,38,..,18,3,25,0,25,..,0,0,0,0,0,..,75,6,81,4,84,..,150,6,157,0,159,..,1199,90,1287,9,1296,..,16,7,19,118,139,2475,1215,95,1308,131,3914,4718,..,..,..,..,4718,..,4,0,4,0,4,..,58,5,61,0,61,..,5,0,5,0,5,..,130,21,152,0,152,..,439,64,501,0,501
SAL80029,0,0,..,67,9,73,0,76,..,13,0,13,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,3,27,0,28,..,4,0,5,0,5,..,6,0,6,0,6,..,4,0,4,0,4,..,11,0,11,0,11,..,3,0,3,0,3,..,3,0,8,0,8,..,14,0,14,0,14,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,33,0,33,0,33,..,28,0,29,0,33,..,15,0,11,0,11,..,7,0,8,0,8,..,0,0,0,0,0,..,21,3,22,0,22,..,48,17,66,0,66,..,370,46,412,4,424,..,4,0,4,94,95,2423,375,46,419,97,2941,4768,..,..,..,..,4768,..,11,0,11,0,11,..,59,9,60,0,60,..,0,0,0,0,0,..,18,0,21,0,28,..,18,6,21,0,21
SAL80030,0,6,..,45,4,48,0,48,..,18,0,18,0,18,..,9,0,13,0,13,..,0,0,0,0,0,..,8,0,10,0,10,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,13,0,13,0,13,..,6,0,6,0,8,..,21,0,24,0,27,..,17,0,20,5,25,..,8,0,8,0,8,..,3,0,7,0,7,..,3,0,3,0,3,..,12,4,14,0,14,..,56,3,61,0,59,..,370,23,399,6,403,..,5,0,9,164,168,2317,378,28,406,170,2895,5099,..,..,..,..,5099,..,12,0,12,0,12,..,13,0,13,0,13,..,0,0,0,0,0,..,37,6,36,0,36,..,101,7,109,0,109
SAL80031,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,11,11,37,15,0,15,11,60,70,..,..,..,..,70,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL80032,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,4,0,0,0,3,3,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL80033,0,12,..,349,22,372,3,374,..,14,0,14,0,14,..,12,0,12,0,9,..,0,0,5,0,5,..,18,7,21,0,21,..,9,0,9,0,9,..,22,0,23,0,23,..,7,3,10,0,10,..,4,0,4,0,4,..,10,0,10,0,10,..,11,0,11,0,11,..,7,0,6,0,6,..,10,0,6,0,6,..,24,0,24,3,30,..,7,0,8,0,8,..,24,0,30,0,30,..,10,0,10,0,10,..,65,0,68,3,74,..,21,4,24,0,24,..,28,0,24,0,24,..,10,3,16,0,16,..,6,0,5,0,5,..,15,6,26,0,26,..,111,18,130,4,133,..,954,110,1059,13,1075,..,16,3,22,88,107,2097,974,112,1081,102,3277,4152,..,..,..,..,4152,..,29,0,29,0,29,..,50,5,54,0,53,..,3,0,3,0,3,..,61,11,70,0,70,..,163,43,211,4,214
SAL80034,0,0,..,18,0,18,0,18,..,19,0,19,0,19,..,3,5,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,21,0,21,0,21,..,176,16,194,0,190,..,4,0,4,26,32,1260,175,16,195,26,1484,2451,..,..,..,..,2451,..,12,0,12,0,10,..,16,4,18,0,18,..,0,0,0,0,0,..,12,0,12,0,12,..,28,4,36,0,36
SAL80035,0,0,..,32,9,40,0,44,..,13,0,14,0,14,..,0,0,0,0,0,..,3,4,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,3,0,3,0,3,..,18,0,18,0,18,..,3,0,3,0,3,..,31,0,31,0,31,..,12,4,12,0,12,..,3,0,3,0,3,..,8,4,12,0,12,..,0,0,0,0,0,..,13,9,22,0,22,..,42,16,64,3,66,..,229,53,280,4,280,..,3,0,11,56,66,1204,232,57,286,62,1552,2374,..,..,..,..,2374,..,3,0,3,0,8,..,31,9,40,0,40,..,0,0,0,0,0,..,13,0,13,0,11,..,22,9,28,0,28
